
time;gFx;gFy;gFz;wx;wy;wz;Bx;By;Bz;
1.181356;-0.0027;0.4151;0.9921;0.4647;0.2423;-0.1280;17.9625;-14.9438;-41.6625;
1.182946;-0.0027;0.4151;0.9921;0.4647;0.2423;-0.1280;17.9625;-14.9438;-41.6625;
1.188793;-0.0027;0.4151;0.9921;0.4647;0.2423;-0.1280;19.2750;-15.7125;-41.9250;
1.221567;-0.0027;0.4151;0.9921;0.1050;0.1609;-0.0387;19.2750;-15.7125;-41.9250;
1.223986;-0.0784;0.3351;0.7649;0.1050;0.1609;-0.0387;19.2750;-15.7125;-41.9250;
1.225110;-0.0784;0.3351;0.7649;0.1050;0.1609;-0.0387;19.2750;-15.7125;-41.9250;
1.237366;-0.0784;0.3351;0.7649;0.1050;0.1609;-0.0387;16.9875;-18.1125;-41.2313;
1.303366;-0.0005;0.3003;0.5702;0.1050;0.1609;-0.0387;16.9875;-18.1125;-41.2313;
1.306600;-0.0005;0.3003;0.5702;0.3206;-0.0789;0.2184;16.9875;-18.1125;-41.2313;
1.308477;-0.0005;0.3003;0.5702;0.3206;-0.0789;0.2184;16.9875;-18.1125;-41.2313;
1.309559;-0.0005;0.3003;0.5702;0.3206;-0.0789;0.2184;16.9875;-18.1125;-41.2313;
1.338398;-0.0005;0.3003;0.5702;0.3206;-0.0789;0.2184;18.3750;-17.6438;-40.8938;
1.343609;-0.0005;0.3003;0.5702;0.3801;-0.3740;-0.0219;18.3750;-17.6438;-40.8938;
1.345474;-0.0200;0.3892;0.5615;0.3801;-0.3740;-0.0219;18.3750;-17.6438;-40.8938;
1.346682;-0.0200;0.3892;0.5615;0.3801;-0.3740;-0.0219;18.3750;-17.6438;-40.8938;
1.387329;-0.0200;0.3892;0.5615;0.3801;-0.3740;-0.0219;17.7750;-18.8063;-39.3375;
1.424213;-0.0245;0.5235;0.5244;0.3801;-0.3740;-0.0219;17.7750;-18.8063;-39.3375;
1.425985;-0.0245;0.5235;0.5244;0.6289;-0.3128;-0.1742;17.7750;-18.8063;-39.3375;
1.427294;-0.0245;0.5235;0.5244;0.6289;-0.3128;-0.1742;17.7750;-18.8063;-39.3375;
1.428140;-0.0245;0.5235;0.5244;0.6289;-0.3128;-0.1742;17.7750;-18.8063;-39.3375;
1.438166;-0.0245;0.5235;0.5244;0.6289;-0.3128;-0.1742;19.0125;-20.1938;-38.5500;
1.463717;-0.0245;0.5235;0.5244;-0.1581;0.2642;-0.2896;19.0125;-20.1938;-38.5500;
1.465779;-0.0245;0.5235;0.5244;-0.1581;0.2642;-0.2896;19.0125;-20.1938;-38.5500;
1.503971;-0.1201;0.6600;0.7870;-0.1581;0.2642;-0.2896;19.0125;-20.1938;-38.5500;
1.538034;-0.1201;0.6600;0.7870;-0.1581;0.2642;-0.2896;19.2563;-20.5125;-37.4250;
1.543699;-0.1201;0.6600;0.7870;-0.1581;0.2642;-0.2896;19.2563;-20.5125;-37.4250;
1.545017;-0.1945;0.6434;0.9287;-0.1581;0.2642;-0.2896;19.2563;-20.5125;-37.4250;
1.546398;-0.1945;0.6434;0.9287;-0.1274;0.3809;0.0129;19.2563;-20.5125;-37.4250;
1.547457;-0.1945;0.6434;0.9287;-0.1274;0.3809;0.0129;19.2563;-20.5125;-37.4250;
1.580974;-0.1945;0.6434;0.9287;-0.1274;0.3809;0.0129;19.2563;-20.5125;-37.4250;
1.587852;-0.1945;0.6434;0.9287;-0.1274;0.3809;0.0129;19.4062;-19.0500;-38.4000;
1.624084;-0.1930;0.6609;1.1215;-0.1274;0.3809;0.0129;19.4062;-19.0500;-38.4000;
1.626607;-0.1930;0.6609;1.1215;-1.0243;-0.0008;0.2903;19.4062;-19.0500;-38.4000;
1.637584;-0.1930;0.6609;1.1215;-1.0243;-0.0008;0.2903;21.3375;-17.2500;-38.7750;
1.663062;-0.1930;0.6609;1.1215;-1.0243;-0.0008;0.2903;21.3375;-17.2500;-38.7750;
1.664202;-0.1930;0.6609;1.1215;-0.7315;0.6784;0.5073;21.3375;-17.2500;-38.7750;
1.665282;-0.1930;0.6609;1.1215;-0.7315;0.6784;0.5073;21.3375;-17.2500;-38.7750;
1.704300;-0.1930;0.6609;1.1215;-0.7315;0.6784;0.5073;21.3375;-17.2500;-38.7750;
1.705814;-0.1358;0.4810;1.2979;-0.7315;0.6784;0.5073;21.3375;-17.2500;-38.7750;
1.738277;-0.1358;0.4810;1.2979;-0.7315;0.6784;0.5073;20.4938;-16.9500;-38.0625;
1.744592;-0.1388;0.4406;0.5463;-0.7315;0.6784;0.5073;20.4938;-16.9500;-38.0625;
1.746470;-0.1388;0.4406;0.5463;-0.1948;-0.0672;0.2328;20.4938;-16.9500;-38.0625;
1.782584;-0.1388;0.4406;0.5463;-0.1948;-0.0672;0.2328;20.4938;-16.9500;-38.0625;
1.784238;-0.1388;0.4406;0.5463;-0.1948;-0.0672;0.2328;20.4938;-16.9500;-38.0625;
1.791176;-0.1388;0.4406;0.5463;-0.1948;-0.0672;0.2328;20.2875;-16.1063;-37.8188;
1.823751;-0.0037;0.4556;0.5955;-0.1948;-0.0672;0.2328;20.2875;-16.1063;-37.8188;
1.826167;-0.0037;0.4556;0.5955;-0.5435;-0.4762;0.5271;20.2875;-16.1063;-37.8188;
1.827582;-0.0037;0.4556;0.5955;-0.5435;-0.4762;0.5271;20.2875;-16.1063;-37.8188;
1.837486;-0.0037;0.4556;0.5955;-0.5435;-0.4762;0.5271;18.2063;-15.7500;-38.1375;
1.864003;-0.0037;0.4556;0.5955;0.5962;-0.0722;0.4061;18.2063;-15.7500;-38.1375;
1.903978;-0.0037;0.4556;0.5955;0.5962;-0.0722;0.4061;18.2063;-15.7500;-38.1375;
1.905323;0.0650;0.5501;0.5215;0.5962;-0.0722;0.4061;18.2063;-15.7500;-38.1375;
1.906730;0.0650;0.5501;0.5215;0.5962;-0.0722;0.4061;18.2063;-15.7500;-38.1375;
1.939942;0.0650;0.5501;0.5215;0.5962;-0.0722;0.4061;19.2375;-16.6125;-35.6063;
1.945003;0.0650;0.5501;0.5215;0.5962;-0.0722;0.4061;19.2375;-16.6125;-35.6063;
1.946132;-0.0533;0.6444;0.8225;0.5962;-0.0722;0.4061;19.2375;-16.6125;-35.6063;
1.947297;-0.0533;0.6444;0.8225;0.2133;0.3951;0.0083;19.2375;-16.6125;-35.6063;
1.989589;-0.0533;0.6444;0.8225;0.2133;0.3951;0.0083;18.4500;-18.3938;-35.1000;
2.024474;-0.0484;0.7095;1.0525;0.2133;0.3951;0.0083;18.4500;-18.3938;-35.1000;
2.027171;-0.0484;0.7095;1.0525;0.3187;-0.2663;-0.1393;18.4500;-18.3938;-35.1000;
2.028309;-0.0484;0.7095;1.0525;0.3187;-0.2663;-0.1393;18.4500;-18.3938;-35.1000;
2.029078;-0.0484;0.7095;1.0525;0.3187;-0.2663;-0.1393;18.4500;-18.3938;-35.1000;
2.039753;-0.0484;0.7095;1.0525;0.3187;-0.2663;-0.1393;19.7625;-17.2500;-35.6813;
2.065051;-0.0484;0.7095;1.0525;0.3187;-0.2663;-0.1393;19.7625;-17.2500;-35.6813;
2.066350;-0.0484;0.7095;1.0525;0.1478;-0.3152;-0.2841;19.7625;-17.2500;-35.6813;
2.105956;-0.0646;0.7407;1.0705;0.1478;-0.3152;-0.2841;19.7625;-17.2500;-35.6813;
2.140609;-0.0646;0.7407;1.0705;0.1478;-0.3152;-0.2841;17.3438;-19.1438;-34.5000;
2.145290;-0.0646;0.7407;1.0705;0.1478;-0.3152;-0.2841;17.3438;-19.1438;-34.5000;
2.146566;-0.0646;0.7407;1.0705;-0.3335;-0.1334;-0.0832;17.3438;-19.1438;-34.5000;
2.147791;0.0122;0.5956;1.2377;-0.3335;-0.1334;-0.0832;17.3438;-19.1438;-34.5000;
2.148941;0.0122;0.5956;1.2377;-0.3335;-0.1334;-0.0832;17.3438;-19.1438;-34.5000;
2.182932;0.0122;0.5956;1.2377;-0.3335;-0.1334;-0.0832;17.3438;-19.1438;-34.5000;
2.190327;0.0122;0.5956;1.2377;-0.3335;-0.1334;-0.0832;17.6063;-15.4313;-33.5063;
2.225177;-0.0183;0.3866;0.9439;-0.3335;-0.1334;-0.0832;17.6063;-15.4313;-33.5063;
2.227414;-0.0183;0.3866;0.9439;-0.0518;0.5242;-0.3750;17.6063;-15.4313;-33.5063;
2.239925;-0.0183;0.3866;0.9439;-0.0518;0.5242;-0.3750;18.3375;-16.0125;-33.6938;
2.265664;-0.0183;0.3866;0.9439;-0.0518;0.5242;-0.3750;18.3375;-16.0125;-33.6938;
2.267211;-0.0183;0.3866;0.9439;0.2510;0.2898;-0.2756;18.3375;-16.0125;-33.6938;
2.268972;-0.0183;0.3866;0.9439;0.2510;0.2898;-0.2756;18.3375;-16.0125;-33.6938;
2.306507;-0.1401;0.2579;0.7696;0.2510;0.2898;-0.2756;18.3375;-16.0125;-33.6938;
2.308305;-0.1401;0.2579;0.7696;0.2510;0.2898;-0.2756;18.3375;-16.0125;-33.6938;
2.338766;-0.1401;0.2579;0.7696;0.2510;0.2898;-0.2756;18.9188;-16.2375;-32.1188;
2.345875;-0.0291;0.2907;0.4451;0.2510;0.2898;-0.2756;18.9188;-16.2375;-32.1188;
2.347158;-0.0291;0.2907;0.4451;0.9004;-0.2226;-0.0047;18.9188;-16.2375;-32.1188;
2.383465;-0.0291;0.2907;0.4451;0.9004;-0.2226;-0.0047;18.9188;-16.2375;-32.1188;
2.384579;-0.0291;0.2907;0.4451;0.9004;-0.2226;-0.0047;18.9188;-16.2375;-32.1188;
2.389420;-0.0291;0.2907;0.4451;0.9004;-0.2226;-0.0047;18.8250;-16.8375;-30.7125;
2.427292;-0.0307;0.4325;0.4660;0.9004;-0.2226;-0.0047;18.8250;-16.8375;-30.7125;
2.428945;-0.0307;0.4325;0.4660;0.3349;-0.5891;0.0011;18.8250;-16.8375;-30.7125;
2.430116;-0.0307;0.4325;0.4660;0.3349;-0.5891;0.0011;18.8250;-16.8375;-30.7125;
2.438556;-0.0307;0.4325;0.4660;0.3349;-0.5891;0.0011;17.9438;-16.0500;-30.6938;
2.464624;-0.0307;0.4325;0.4660;-0.3867;-0.1301;0.0802;17.9438;-16.0500;-30.6938;
2.506435;0.0273;0.5105;1.0287;-0.3867;-0.1301;0.0802;17.9438;-16.0500;-30.6938;
2.508066;0.0273;0.5105;1.0287;-0.3867;-0.1301;0.0802;17.9438;-16.0500;-30.6938;
2.508945;0.0273;0.5105;1.0287;-0.3867;-0.1301;0.0802;17.9438;-16.0500;-30.6938;
2.539379;0.0273;0.5105;1.0287;-0.3867;-0.1301;0.0802;18.1500;-15.4688;-30.3188;
2.546148;0.0273;0.5105;1.0287;-0.1029;0.4447;-0.1332;18.1500;-15.4688;-30.3188;
2.547748;-0.1354;0.5986;1.2372;-0.1029;0.4447;-0.1332;18.1500;-15.4688;-30.3188;
2.548915;-0.1354;0.5986;1.2372;-0.1029;0.4447;-0.1332;18.1500;-15.4688;-30.3188;
2.587954;-0.1354;0.5986;1.2372;-0.1029;0.4447;-0.1332;17.2125;-13.2000;-29.9063;
2.632795;-0.1742;0.6473;0.9957;-0.1029;0.4447;-0.1332;17.2125;-13.2000;-29.9063;
2.634758;-0.1742;0.6473;0.9957;-0.5171;-0.2524;0.0716;17.2125;-13.2000;-29.9063;
2.636270;-0.1742;0.6473;0.9957;-0.5171;-0.2524;0.0716;17.2125;-13.2000;-29.9063;
2.637171;-0.1742;0.6473;0.9957;-0.5171;-0.2524;0.0716;17.2125;-13.2000;-29.9063;
2.638384;-0.1742;0.6473;0.9957;-0.5171;-0.2524;0.0716;17.7750;-12.2063;-32.5688;
2.665198;-0.1742;0.6473;0.9957;-0.5171;-0.2524;0.0716;17.7750;-12.2063;-32.5688;
2.666319;-0.1742;0.6473;0.9957;-0.9487;0.3694;0.5990;17.7750;-12.2063;-32.5688;
2.706819;-0.0924;0.4332;1.1148;-0.9487;0.3694;0.5990;17.7750;-12.2063;-32.5688;
2.738705;-0.0924;0.4332;1.1148;-0.9487;0.3694;0.5990;17.9250;-10.5938;-31.7438;
2.746345;-0.0924;0.4332;1.1148;-0.9487;0.3694;0.5990;17.9250;-10.5938;-31.7438;
2.747498;-0.0924;0.4332;1.1148;-0.3134;0.2021;-0.0079;17.9250;-10.5938;-31.7438;
2.748645;-0.0989;0.4199;0.5059;-0.3134;0.2021;-0.0079;17.9250;-10.5938;-31.7438;
2.749727;-0.0989;0.4199;0.5059;-0.3134;0.2021;-0.0079;17.9250;-10.5938;-31.7438;
2.784130;-0.0989;0.4199;0.5059;-0.3134;0.2021;-0.0079;17.9250;-10.5938;-31.7438;
2.788856;-0.0989;0.4199;0.5059;-0.3134;0.2021;-0.0079;16.3500;-10.0312;-31.7250;
2.825151;-0.0989;0.4199;0.5059;0.1078;-0.3594;0.1156;16.3500;-10.0312;-31.7250;
2.827290;-0.0412;0.4469;0.6698;0.1078;-0.3594;0.1156;16.3500;-10.0312;-31.7250;
2.837389;-0.0412;0.4469;0.6698;0.1078;-0.3594;0.1156;16.3313;-11.4188;-31.0313;
2.865939;-0.0412;0.4469;0.6698;0.6050;0.2957;-0.0206;16.3313;-11.4188;-31.0313;
2.867409;-0.0412;0.4469;0.6698;0.6050;0.2957;-0.0206;16.3313;-11.4188;-31.0313;
2.868238;-0.0245;0.6189;0.4816;0.6050;0.2957;-0.0206;16.3313;-11.4188;-31.0313;
2.869324;-0.0245;0.6189;0.4816;0.6050;0.2957;-0.0206;16.3313;-11.4188;-31.0313;
2.907334;-0.0245;0.6189;0.4816;0.6050;0.2957;-0.0206;16.3313;-11.4188;-31.0313;
2.939122;-0.0245;0.6189;0.4816;0.6050;0.2957;-0.0206;18.3375;-9.7688;-31.4063;
2.947238;-0.0245;0.6189;0.4816;0.1728;0.0566;0.0648;18.3375;-9.7688;-31.4063;
2.949477;-0.0501;0.5801;1.0046;0.1728;0.0566;0.0648;18.3375;-9.7688;-31.4063;
2.984342;-0.0501;0.5801;1.0046;0.1728;0.0566;0.0648;18.3375;-9.7688;-31.4063;
2.985647;-0.0501;0.5801;1.0046;0.1728;0.0566;0.0648;18.3375;-9.7688;-31.4063;
2.989625;-0.0501;0.5801;1.0046;0.1728;0.0566;0.0648;18.2625;-10.4062;-31.8375;
3.027014;-0.0501;0.5801;1.0046;0.4985;-0.6704;-0.2738;18.2625;-10.4062;-31.8375;
3.028553;0.0661;0.6564;0.9218;0.4985;-0.6704;-0.2738;18.2625;-10.4062;-31.8375;
3.029505;0.0661;0.6564;0.9218;0.4985;-0.6704;-0.2738;18.2625;-10.4062;-31.8375;
3.045576;0.0661;0.6564;0.9218;0.4985;-0.6704;-0.2738;15.3375;-10.0875;-33.2625;
3.066532;0.0661;0.6564;0.9218;-0.5980;-0.4318;-0.4132;15.3375;-10.0875;-33.2625;
3.068264;0.0341;0.5842;1.4050;-0.5980;-0.4318;-0.4132;15.3375;-10.0875;-33.2625;
3.108684;0.0341;0.5842;1.4050;-0.5980;-0.4318;-0.4132;15.3375;-10.0875;-33.2625;
3.110102;0.0341;0.5842;1.4050;-0.5980;-0.4318;-0.4132;15.3375;-10.0875;-33.2625;
3.138623;0.0341;0.5842;1.4050;-0.5980;-0.4318;-0.4132;15.0000;-7.6688;-35.2875;
3.146772;0.0341;0.5842;1.4050;-0.5980;-0.4318;-0.4132;15.0000;-7.6688;-35.2875;
3.147968;0.0341;0.5842;1.4050;-0.2794;-0.2174;-0.2775;15.0000;-7.6688;-35.2875;
3.150021;0.0819;0.3657;1.0866;-0.2794;-0.2174;-0.2775;15.0000;-7.6688;-35.2875;
3.187595;0.0819;0.3657;1.0866;-0.2794;-0.2174;-0.2775;16.2000;-6.1313;-35.8313;
3.226093;0.0819;0.3657;1.0866;-0.2794;-0.2174;-0.2775;16.2000;-6.1313;-35.8313;
3.227403;0.0819;0.3657;1.0866;-0.4230;0.6462;-0.6242;16.2000;-6.1313;-35.8313;
3.228672;-0.1225;0.2844;0.8918;-0.4230;0.6462;-0.6242;16.2000;-6.1313;-35.8313;
3.229672;-0.1225;0.2844;0.8918;-0.4230;0.6462;-0.6242;16.2000;-6.1313;-35.8313;
