
time;gFx;gFy;gFz;wx;wy;wz;Bx;By;Bz;
2.782770;-0.0162;0.1662;0.1951;0.4571;1.0927;0.3662;-0.7688;-51.3188;-25.5938;
2.788396;-0.0162;0.1662;0.1951;0.4571;1.0927;0.3662;-0.8438;-51.9375;-24.7313;
2.823773;0.0175;0.3842;0.1996;0.4571;1.0927;0.3662;-0.8438;-51.9375;-24.7313;
2.827396;0.0175;0.3842;0.1996;0.3625;-0.3272;0.0252;-0.8438;-51.9375;-24.7313;
2.840178;0.0175;0.3842;0.1996;0.3625;-0.3272;0.0252;-0.4688;-53.4938;-23.5312;
2.862675;0.0053;0.6869;0.3288;0.3625;-0.3272;0.0252;-0.4688;-53.4938;-23.5312;
2.864650;0.0053;0.6869;0.3288;0.3625;-0.3272;0.0252;-0.4688;-53.4938;-23.5312;
2.865659;0.0053;0.6869;0.3288;0.3625;-0.3272;0.0252;-0.4688;-53.4938;-23.5312;
2.866739;0.0053;0.6869;0.3288;-0.3626;0.2269;-0.1991;-0.4688;-53.4938;-23.5312;
2.902358;0.0053;0.6869;0.3288;-0.3626;0.2269;-0.1991;-0.4688;-53.4938;-23.5312;
2.938810;0.0053;0.6869;0.3288;-0.3626;0.2269;-0.1991;1.7813;-53.7188;-24.8063;
2.941626;-0.0269;0.8672;1.0691;-0.3626;0.2269;-0.1991;1.7813;-53.7188;-24.8063;
2.943749;-0.0269;0.8672;1.0691;-0.8290;-0.4573;-0.0951;1.7813;-53.7188;-24.8063;
2.985541;-0.0269;0.8672;1.0691;-0.8290;-0.4573;-0.0951;1.7813;-53.7188;-24.8063;
2.987705;-0.0269;0.8672;1.0691;-0.8290;-0.4573;-0.0951;1.7813;-53.7188;-24.8063;
2.989201;-0.0269;0.8672;1.0691;-0.8290;-0.4573;-0.0951;1.5938;-52.8375;-25.9688;
3.023574;-0.0269;0.8672;1.0691;-0.8290;-0.4573;-0.0951;1.5938;-52.8375;-25.9688;
3.025819;-0.0269;0.8672;1.0691;-0.2579;-0.7159;-0.1079;1.5938;-52.8375;-25.9688;
3.028088;0.1672;1.0438;1.4094;-0.2579;-0.7159;-0.1079;1.5938;-52.8375;-25.9688;
3.038746;0.1672;1.0438;1.4094;-0.2579;-0.7159;-0.1079;2.7563;-50.7375;-28.3688;
3.063653;0.1672;1.0438;1.4094;-0.7701;0.4907;-0.2917;2.7563;-50.7375;-28.3688;
3.066805;-0.0012;0.8716;1.8436;-0.7701;0.4907;-0.2917;2.7563;-50.7375;-28.3688;
3.101932;-0.0012;0.8716;1.8436;-0.7701;0.4907;-0.2917;2.7563;-50.7375;-28.3688;
3.103844;-0.0012;0.8716;1.8436;-0.7701;0.4907;-0.2917;2.7563;-50.7375;-28.3688;
3.141786;-0.0012;0.8716;1.8436;-0.7701;0.4907;-0.2917;5.8875;-50.6063;-29.2313;
3.144720;0.0309;0.5840;1.1562;-0.7701;0.4907;-0.2917;5.8875;-50.6063;-29.2313;
3.146974;0.0309;0.5840;1.1562;-0.0658;0.4118;-0.4073;5.8875;-50.6063;-29.2313;
3.152128;0.0309;0.5840;1.1562;-0.0658;0.4118;-0.4073;5.8875;-50.6063;-29.2313;
3.184561;0.0309;0.5840;1.1562;-0.2017;-0.2122;-0.1656;5.8875;-50.6063;-29.2313;
3.188760;0.0309;0.5840;1.1562;-0.2017;-0.2122;-0.1656;8.2875;-49.2563;-26.7750;
3.222284;0.0309;0.5840;1.1562;-0.2017;-0.2122;-0.1656;8.2875;-49.2563;-26.7750;
3.223417;0.0300;0.2853;0.5260;-0.2017;-0.2122;-0.1656;8.2875;-49.2563;-26.7750;
3.224596;0.0300;0.2853;0.5260;-0.2017;-0.2122;-0.1656;8.2875;-49.2563;-26.7750;
3.237671;0.0300;0.2853;0.5260;-0.2017;-0.2122;-0.1656;10.4250;-47.7750;-26.7188;
3.261311;0.0300;0.2853;0.5260;-0.2017;-0.2122;-0.1656;10.4250;-47.7750;-26.7188;
3.261900;0.0300;0.2853;0.5260;-0.0198;-1.3246;-0.0703;10.4250;-47.7750;-26.7188;
3.262601;-0.0472;0.1914;0.4280;-0.0198;-1.3246;-0.0703;10.4250;-47.7750;-26.7188;
3.339275;-0.0472;0.1914;0.4280;-0.0198;-1.3246;-0.0703;9.6188;-46.2750;-27.0375;
3.342110;-0.0472;0.1914;0.4280;-0.0198;-1.3246;-0.0703;9.6188;-46.2750;-27.0375;
3.343210;0.1498;0.2442;0.3131;-0.0198;-1.3246;-0.0703;9.6188;-46.2750;-27.0375;
3.344413;0.1498;0.2442;0.3131;-0.0198;-1.3246;-0.0703;9.6188;-46.2750;-27.0375;
3.345192;0.1498;0.2442;0.3131;1.1563;-0.4377;0.8845;9.6188;-46.2750;-27.0375;
3.381662;0.1498;0.2442;0.3131;1.1563;-0.4377;0.8845;9.6188;-46.2750;-27.0375;
3.382723;0.1498;0.2442;0.3131;0.1908;-0.4550;-0.0633;9.6188;-46.2750;-27.0375;
3.387912;0.1498;0.2442;0.3131;0.1908;-0.4550;-0.0633;8.3438;-47.5500;-23.1000;
3.422693;0.1741;0.4388;0.4265;0.1908;-0.4550;-0.0633;8.3438;-47.5500;-23.1000;
3.438691;0.1741;0.4388;0.4265;0.1908;-0.4550;-0.0633;11.8313;-44.7563;-24.9188;
3.462761;0.1741;0.4388;0.4265;0.1908;-0.4550;-0.0633;11.8313;-44.7563;-24.9188;
3.464193;0.1741;0.4388;0.4265;-1.1003;1.0690;-0.0674;11.8313;-44.7563;-24.9188;
3.465454;0.0342;0.5275;0.8499;-1.1003;1.0690;-0.0674;11.8313;-44.7563;-24.9188;
3.466583;0.0342;0.5275;0.8499;-1.1003;1.0690;-0.0674;11.8313;-44.7563;-24.9188;
3.502965;0.0342;0.5275;0.8499;-1.1003;1.0690;-0.0674;11.8313;-44.7563;-24.9188;
3.538456;0.0342;0.5275;0.8499;-1.1003;1.0690;-0.0674;14.4375;-42.8813;-25.0688;
3.539584;0.1052;0.6195;1.5056;-1.1003;1.0690;-0.0674;14.4375;-42.8813;-25.0688;
3.540165;0.1052;0.6195;1.5056;-1.2284;-0.2019;0.0316;14.4375;-42.8813;-25.0688;
3.582372;0.1052;0.6195;1.5056;-1.2284;-0.2019;0.0316;14.4375;-42.8813;-25.0688;
3.583547;0.1052;0.6195;1.5056;-0.3944;0.5698;-0.0459;14.4375;-42.8813;-25.0688;
3.584312;0.1052;0.6195;1.5056;-0.3944;0.5698;-0.0459;14.4375;-42.8813;-25.0688;
3.587730;0.1052;0.6195;1.5056;-0.3944;0.5698;-0.0459;15.0938;-38.8313;-30.3000;
3.626101;0.1052;0.6195;1.5056;-0.3944;0.5698;-0.0459;15.0938;-38.8313;-30.3000;
3.628485;-0.0407;0.6489;1.5158;-0.3944;0.5698;-0.0459;15.0938;-38.8313;-30.3000;
