
time;gFx;gFy;gFz;wx;wy;wz;
0.004;-0,03;0,15;1,00;-0,10;-0,06;0,01;
0.005;-0,03;0,15;1,00;-0,10;-0,06;0,01;
0.005;-0,04;0,15;1,00;-0,10;-0,06;0,01;
0.006;-0,04;0,15;1,00;-0,10;-0,06;0,01;
0.006;-0,04;0,15;1,00;-0,09;-0,06;0,02;
0.006;-0,06;0,16;1,00;-0,09;-0,06;0,02;
0.007;-0,06;0,16;1,00;-0,09;-0,06;0,03;
0.007;-0,06;0,16;1,01;-0,09;-0,06;0,03;
0.007;-0,06;0,16;1,01;-0,08;-0,06;0,03;
0.008;-0,06;0,17;1,02;-0,08;-0,06;0,03;
0.008;-0,07;0,18;1,02;-0,08;-0,06;0,03;
0.008;-0,07;0,18;1,02;-0,07;-0,05;0,04;
0.008;-0,07;0,17;1,01;-0,07;-0,05;0,04;
0.009;-0,07;0,17;1,01;-0,06;-0,04;0,05;
0.009;-0,07;0,17;1,01;-0,05;-0,04;0,05;
0.009;-0,06;0,17;1,01;-0,05;-0,04;0,05;
0.01;-0,06;0,17;1,01;-0,05;-0,05;0,06;
0.01;-0,06;0,17;1,01;-0,05;-0,05;0,06;
0.01;-0,06;0,16;1,01;-0,05;-0,05;0,06;
0.011;-0,06;0,16;1,01;-0,05;-0,05;0,07;
0.016;-0,06;0,16;1,01;-0,04;-0,06;0,08;
0.016;-0,06;0,17;1,01;-0,04;-0,06;0,08;
0.018;-0,06;0,17;1,01;-0,04;-0,06;0,08;
0.018;-0,06;0,17;1,01;-0,03;-0,06;0,08;
0.018;-0,06;0,17;1,01;-0,02;-0,06;0,09;
0.018;-0,06;0,16;1,01;-0,02;-0,06;0,09;
0.022;-0,06;0,16;1,00;-0,02;-0,06;0,09;
0.023;-0,06;0,16;1,00;-0,02;-0,06;0,09;
0.026;-0,06;0,16;1,00;-0,02;-0,06;0,09;
0.027;-0,06;0,15;1,00;-0,02;-0,06;0,09;
0.027;-0,06;0,15;1,00;-0,01;-0,06;0,10;
0.027;-0,06;0,15;1,00;-0,01;-0,06;0,10;
0.028;-0,06;0,15;1,00;-0,01;-0,06;0,10;
0.028;-0,05;0,15;0,99;-0,01;-0,06;0,10;
0.04;-0,05;0,15;0,99;-0,01;-0,06;0,10;
0.041;-0,05;0,15;1,00;-0,01;-0,06;0,10;
0.041;-0,05;0,16;0,99;-0,01;-0,06;0,10;
0.041;-0,05;0,16;0,99;-0,01;-0,06;0,10;
0.041;-0,05;0,16;0,99;-0,01;-0,07;0,09;
0.042;-0,04;0,16;0,99;-0,01;-0,07;0,09;
0.042;-0,04;0,16;0,99;-0,01;-0,08;0,09;
0.042;-0,03;0,16;0,98;-0,01;-0,08;0,09;
0.042;-0,03;0,16;0,98;-0,01;-0,09;0,09;
0.042;-0,03;0,16;0,98;-0,01;-0,09;0,09;
0.057;-0,03;0,16;0,98;-0,00;-0,09;0,08;
0.058;-0,02;0,16;0,98;-0,00;-0,09;0,08;
0.059;-0,02;0,16;0,98;-0,01;-0,10;0,08;
0.059;-0,02;0,16;0,98;-0,01;-0,10;0,08;
0.059;-0,02;0,16;0,97;-0,01;-0,10;0,08;
0.06;-0,02;0,16;0,97;-0,01;-0,12;0,07;
0.06;-0,02;0,16;0,97;-0,01;-0,12;0,07;
0.06;-0,02;0,16;0,97;-0,01;-0,13;0,06;
0.061;-0,02;0,16;0,96;-0,01;-0,13;0,06;
0.061;-0,02;0,16;0,96;-0,01;-0,14;0,06;
0.062;-0,02;0,17;0,96;-0,01;-0,14;0,06;
0.062;-0,02;0,17;0,96;-0,02;-0,15;0,05;
0.062;-0,02;0,17;0,96;-0,02;-0,15;0,05;
0.063;-0,02;0,17;0,96;-0,02;-0,16;0,04;
0.063;-0,02;0,17;0,96;-0,03;-0,16;0,03;
0.064;-0,02;0,17;0,97;-0,03;-0,16;0,03;
0.065;-0,02;0,17;0,97;-0,04;-0,17;0,02;
0.065;-0,02;0,17;0,96;-0,04;-0,17;0,02;
0.065;-0,01;0,17;0,96;-0,04;-0,17;0,02;
0.066;-0,01;0,17;0,96;-0,04;-0,19;0,02;
0.083;-0,01;0,17;0,96;-0,05;-0,20;0,02;
0.083;-0,01;0,17;0,96;-0,05;-0,20;0,02;
0.084;-0,01;0,17;0,96;-0,05;-0,20;0,01;
0.084;-0,01;0,17;0,96;-0,07;-0,21;0,00;
0.085;-0,02;0,17;0,96;-0,07;-0,21;0,00;
0.085;-0,02;0,17;0,96;-0,07;-0,21;0,00;
0.085;-0,02;0,17;0,96;-0,07;-0,21;-0,00;
0.086;-0,02;0,17;0,97;-0,07;-0,21;-0,00;
0.086;-0,02;0,17;0,97;-0,07;-0,21;-0,00;
0.086;-0,02;0,17;0,97;-0,07;-0,21;-0,00;
0.087;-0,02;0,17;0,97;-0,08;-0,21;-0,01;
0.087;-0,02;0,17;0,97;-0,08;-0,21;-0,01;
0.088;-0,02;0,17;0,97;-0,09;-0,21;-0,01;
0.088;-0,03;0,17;0,98;-0,09;-0,21;-0,01;
0.088;-0,02;0,17;0,98;-0,09;-0,21;-0,01;
0.089;-0,02;0,17;0,98;-0,09;-0,21;-0,01;
0.091;-0,02;0,17;0,98;-0,09;-0,20;-0,01;
0.092;-0,02;0,17;0,98;-0,09;-0,20;-0,01;
0.092;-0,02;0,16;0,99;-0,09;-0,20;-0,01;
0.092;-0,02;0,16;0,99;-0,08;-0,20;-0,02;
0.097;-0,02;0,16;0,99;-0,08;-0,20;-0,02;
0.098;-0,03;0,17;1,00;-0,08;-0,20;-0,02;
0.098;-0,03;0,17;1,00;-0,08;-0,19;-0,02;
0.099;-0,03;0,17;1,01;-0,08;-0,19;-0,02;
0.099;-0,04;0,16;1,01;-0,08;-0,19;-0,02;
0.099;-0,04;0,16;1,01;-0,08;-0,18;-0,02;
0.1;-0,04;0,16;1,01;-0,08;-0,18;-0,02;
0.1;-0,04;0,16;1,01;-0,07;-0,17;-0,02;
0.104;-0,04;0,16;1,01;-0,05;-0,16;-0,02;
0.105;-0,04;0,16;1,02;-0,05;-0,16;-0,02;
0.107;-0,04;0,16;1,02;-0,05;-0,16;-0,02;
0.108;-0,04;0,16;1,02;-0,05;-0,15;-0,02;
0.108;-0,04;0,16;1,02;-0,04;-0,14;-0,01;
0.108;-0,04;0,16;1,02;-0,04;-0,14;-0,01;
0.109;-0,04;0,16;1,02;-0,02;-0,12;-0,01;
0.109;-0,05;0,16;1,02;-0,02;-0,12;-0,01;
0.123;-0,05;0,16;1,02;-0,01;-0,11;-0,00;
0.123;-0,04;0,16;1,03;-0,01;-0,11;-0,00;
0.124;-0,04;0,16;1,03;-0,00;-0,10;0,00;
0.124;-0,04;0,16;1,03;-0,00;-0,10;0,00;
0.124;-0,04;0,16;1,03;-0,00;-0,10;0,00;
0.125;-0,04;0,16;1,03;0,01;-0,08;0,00;
0.125;-0,04;0,16;1,03;0,02;-0,07;0,01;
0.126;-0,04;0,16;1,02;0,02;-0,07;0,01;
0.126;-0,04;0,16;1,02;0,03;-0,06;0,02;
0.126;-0,04;0,16;1,01;0,03;-0,06;0,02;
0.127;-0,04;0,16;1,01;0,05;-0,05;0,02;
0.127;-0,04;0,17;1,01;0,05;-0,05;0,02;
0.131;-0,04;0,17;1,01;0,05;-0,05;0,02;
0.132;-0,04;0,17;1,01;0,06;-0,05;0,03;
0.133;-0,04;0,17;1,00;0,06;-0,05;0,03;
0.133;-0,04;0,17;0,99;0,06;-0,05;0,03;
0.135;-0,05;0,17;0,99;0,06;-0,05;0,03;
0.136;-0,05;0,17;0,99;0,06;-0,04;0,03;
0.138;-0,05;0,17;0,99;0,06;-0,05;0,04;
0.138;-0,05;0,17;0,99;0,07;-0,05;0,04;
0.139;-0,05;0,16;0,98;0,07;-0,05;0,04;
0.139;-0,05;0,17;0,98;0,07;-0,05;0,04;
0.14;-0,05;0,17;0,96;0,07;-0,05;0,04;
0.14;-0,05;0,17;0,96;0,07;-0,05;0,05;
0.159;-0,05;0,17;0,96;0,06;-0,06;0,05;
0.16;-0,06;0,17;0,96;0,06;-0,06;0,05;
0.16;-0,06;0,17;0,96;0,05;-0,07;0,05;
0.161;-0,06;0,17;0,96;0,05;-0,08;0,06;
0.161;-0,06;0,17;0,96;0,05;-0,08;0,06;
0.161;-0,06;0,17;0,95;0,05;-0,08;0,06;
0.161;-0,06;0,17;0,95;0,04;-0,09;0,07;
0.162;-0,06;0,16;0,94;0,04;-0,09;0,07;
0.162;-0,05;0,16;0,94;0,04;-0,09;0,07;
0.162;-0,05;0,16;0,94;0,03;-0,11;0,07;
0.162;-0,06;0,17;0,94;0,03;-0,11;0,07;
0.163;-0,06;0,17;0,94;0,02;-0,12;0,08;
0.163;-0,05;0,17;0,94;0,02;-0,12;0,08;
0.163;-0,05;0,17;0,94;0,01;-0,13;0,09;
0.163;-0,05;0,17;0,94;0,00;-0,15;0,09;
0.164;-0,05;0,17;0,94;0,00;-0,15;0,09;
0.164;-0,05;0,17;0,93;0,00;-0,15;0,09;
0.165;-0,05;0,17;0,93;-0,00;-0,17;0,10;
0.166;-0,05;0,17;0,93;-0,02;-0,18;0,10;
0.166;-0,05;0,17;0,94;-0,02;-0,18;0,10;
0.17;-0,05;0,17;0,94;-0,02;-0,20;0,11;
0.171;-0,04;0,17;0,93;-0,02;-0,20;0,11;
0.171;-0,03;0,17;0,94;-0,02;-0,20;0,11;
0.172;-0,03;0,17;0,94;-0,03;-0,21;0,11;
0.172;-0,03;0,17;0,94;-0,03;-0,21;0,11;
0.172;-0,03;0,17;0,94;-0,04;-0,22;0,10;
0.189;-0,03;0,17;0,94;-0,05;-0,23;0,11;
0.19;-0,02;0,17;0,94;-0,05;-0,23;0,11;
0.191;-0,02;0,17;0,94;-0,05;-0,23;0,11;
0.192;-0,02;0,17;0,94;-0,05;-0,24;0,10;
0.192;-0,02;0,17;0,95;-0,05;-0,24;0,10;
0.192;-0,02;0,17;0,95;-0,06;-0,25;0,10;
0.192;-0,01;0,17;0,95;-0,06;-0,25;0,10;
0.193;-0,01;0,17;0,95;-0,07;-0,25;0,09;
0.193;-0,01;0,17;0,95;-0,07;-0,25;0,09;
0.193;-0,01;0,17;0,95;-0,07;-0,25;0,08;
0.193;-0,01;0,17;0,96;-0,07;-0,25;0,08;
0.193;-0,02;0,17;0,96;-0,07;-0,25;0,08;
0.193;-0,02;0,17;0,96;-0,07;-0,25;0,08;
0.194;-0,02;0,17;0,96;-0,08;-0,24;0,08;
0.194;-0,02;0,17;0,96;-0,08;-0,24;0,08;
0.194;-0,02;0,16;0,96;-0,08;-0,24;0,08;
0.199;-0,02;0,16;0,96;-0,08;-0,24;0,07;
0.2;-0,01;0,17;0,96;-0,08;-0,24;0,07;
0.2;-0,01;0,17;0,96;-0,08;-0,24;0,07;
0.2;-0,01;0,17;0,97;-0,08;-0,24;0,07;
0.2;-0,01;0,17;0,97;-0,08;-0,24;0,07;
0.2;-0,01;0,17;0,97;-0,07;-0,25;0,07;
0.202;-0,01;0,17;0,97;-0,07;-0,25;0,07;
0.203;-0,02;0,17;0,98;-0,07;-0,25;0,07;
0.205;-0,02;0,17;0,98;-0,06;-0,25;0,06;
0.205;-0,02;0,17;0,98;-0,06;-0,25;0,06;
0.207;-0,02;0,17;0,98;-0,05;-0,25;0,06;
0.207;-0,01;0,17;0,98;-0,05;-0,25;0,06;
0.211;-0,01;0,17;0,98;-0,05;-0,24;0,06;
0.212;-0,01;0,16;0,98;-0,05;-0,24;0,06;
0.214;-0,01;0,16;0,98;-0,05;-0,24;0,06;
0.215;-0,01;0,16;0,98;-0,04;-0,24;0,05;
0.215;-0,01;0,16;0,98;-0,04;-0,24;0,05;
0.215;-0,00;0,16;0,97;-0,04;-0,24;0,05;
0.215;0,00;0,16;0,97;-0,04;-0,24;0,05;
0.216;0,00;0,16;0,97;-0,04;-0,24;0,04;
0.219;-0,00;0,16;0,97;-0,04;-0,24;0,04;
0.219;-0,00;0,16;0,97;-0,03;-0,24;0,03;
0.223;0,00;0,16;0,97;-0,03;-0,24;0,03;
0.224;0,00;0,16;0,97;-0,03;-0,23;0,02;
0.224;0,00;0,16;0,97;-0,03;-0,23;0,01;
0.224;0,00;0,16;0,97;-0,03;-0,23;0,01;
0.228;-0,00;0,16;0,96;-0,03;-0,23;0,01;
0.228;-0,00;0,16;0,96;-0,03;-0,22;0,01;
0.231;-0,00;0,16;0,96;-0,03;-0,21;0,00;
0.231;0,00;0,16;0,96;-0,03;-0,21;0,00;
0.233;0,01;0,16;0,96;-0,03;-0,21;0,00;
0.233;0,01;0,16;0,96;-0,02;-0,21;-0,01;
0.235;0,01;0,16;0,97;-0,02;-0,21;-0,01;
0.235;0,01;0,16;0,97;-0,03;-0,21;-0,02;
0.238;0,01;0,16;0,97;-0,03;-0,20;-0,02;
0.239;0,01;0,16;0,97;-0,03;-0,20;-0,02;
0.242;0,01;0,16;0,97;-0,02;-0,19;-0,03;
0.243;0,01;0,16;0,97;-0,02;-0,19;-0,03;
0.243;0,01;0,16;0,97;-0,02;-0,19;-0,03;
0.243;0,01;0,16;0,97;-0,02;-0,18;-0,04;
0.248;0,01;0,16;0,97;-0,02;-0,17;-0,04;
0.248;0,00;0,16;0,97;-0,02;-0,17;-0,04;
0.249;0,00;0,16;0,97;-0,02;-0,16;-0,05;
0.249;0,00;0,17;0,97;-0,02;-0,16;-0,05;
0.253;0,00;0,17;0,97;-0,02;-0,15;-0,05;
0.254;-0,00;0,18;0,97;-0,02;-0,15;-0,05;
0.254;-0,00;0,18;0,97;-0,01;-0,15;-0,06;
0.255;-0,01;0,18;0,96;-0,01;-0,15;-0,06;
0.258;-0,01;0,18;0,95;-0,01;-0,15;-0,06;
0.259;-0,01;0,18;0,95;-0,00;-0,14;-0,06;
0.262;-0,01;0,19;0,95;-0,00;-0,14;-0,06;
0.263;-0,01;0,19;0,95;-0,01;-0,14;-0,06;
0.263;-0,01;0,19;0,95;-0,01;-0,14;-0,06;
0.263;-0,02;0,19;0,95;-0,01;-0,14;-0,06;
0.264;-0,02;0,19;0,95;-0,01;-0,14;-0,06;
0.264;-0,01;0,19;0,94;-0,01;-0,14;-0,06;
0.267;-0,02;0,19;0,94;-0,01;-0,14;-0,06;
0.268;-0,02;0,19;0,94;-0,01;-0,14;-0,05;
0.27;-0,02;0,19;0,94;-0,02;-0,14;-0,05;
0.27;-0,02;0,19;0,94;-0,02;-0,14;-0,05;
0.271;-0,03;0,19;0,94;-0,02;-0,14;-0,05;
0.272;-0,03;0,19;0,94;-0,02;-0,13;-0,04;
0.273;-0,03;0,19;0,94;-0,03;-0,12;-0,04;
0.274;-0,03;0,19;0,93;-0,03;-0,12;-0,04;
0.274;-0,03;0,19;0,93;-0,04;-0,12;-0,03;
0.275;-0,03;0,19;0,93;-0,04;-0,12;-0,03;
0.288;-0,03;0,19;0,93;-0,04;-0,12;-0,03;
0.289;-0,03;0,19;0,93;-0,05;-0,11;-0,02;
0.289;-0,03;0,19;0,93;-0,06;-0,10;-0,01;
0.289;-0,03;0,20;0,93;-0,06;-0,10;-0,01;
0.289;-0,03;0,19;0,93;-0,06;-0,10;-0,01;
0.29;-0,03;0,19;0,93;-0,07;-0,11;0,00;
0.29;-0,03;0,19;0,93;-0,08;-0,10;0,01;
0.29;-0,03;0,19;0,94;-0,08;-0,10;0,01;
0.29;-0,03;0,19;0,94;-0,10;-0,09;0,01;
0.291;-0,02;0,19;0,94;-0,10;-0,09;0,01;
0.291;-0,02;0,19;0,94;-0,11;-0,08;0,02;
0.292;-0,02;0,20;0,96;-0,11;-0,08;0,02;
0.296;-0,02;0,20;0,96;-0,12;-0,07;0,03;
0.297;-0,01;0,19;0,96;-0,12;-0,07;0,03;
0.297;-0,01;0,20;0,97;-0,12;-0,07;0,03;
0.298;-0,01;0,20;0,97;-0,12;-0,06;0,03;
0.298;-0,01;0,20;0,97;-0,12;-0,05;0,03;
0.298;-0,01;0,19;0,97;-0,12;-0,05;0,03;
0.299;-0,01;0,19;0,97;-0,12;-0,04;0,03;
0.3;-0,01;0,19;0,98;-0,12;-0,04;0,03;
0.303;-0,01;0,19;0,98;-0,12;-0,03;0,03;
0.304;-0,00;0,20;0,98;-0,12;-0,03;0,03;
0.315;-0,00;0,20;0,98;-0,12;-0,03;0,03;
0.315;-0,00;0,19;0,98;-0,12;-0,03;0,03;
0.316;-0,00;0,19;0,99;-0,12;-0,03;0,03;
0.316;-0,00;0,19;0,99;-0,12;-0,02;0,03;
0.316;-0,00;0,19;0,99;-0,12;-0,02;0,02;
0.317;-0,01;0,19;1,00;-0,12;-0,02;0,02;
0.317;-0,01;0,19;1,00;-0,12;-0,02;0,02;
0.317;-0,01;0,19;1,00;-0,10;-0,01;0,02;
0.319;-0,01;0,19;1,01;-0,10;-0,01;0,02;
0.319;-0,01;0,19;1,01;-0,09;-0,00;0,02;
0.32;-0,01;0,19;1,01;-0,09;0,01;0,02;
0.32;-0,01;0,19;1,02;-0,09;0,01;0,02;
0.321;-0,01;0,19;1,02;-0,08;0,01;0,01;
0.321;-0,01;0,19;1,02;-0,08;0,01;0,01;
0.323;-0,01;0,19;1,02;-0,06;0,02;0,01;
0.323;-0,01;0,20;1,03;-0,06;0,02;0,01;
0.328;-0,01;0,20;1,03;-0,04;0,03;0,01;
0.329;-0,01;0,19;1,03;-0,04;0,03;0,01;
0.329;-0,01;0,19;1,03;-0,03;0,04;0,01;
0.33;-0,04;0,15;1,00;-0,03;0,04;0,01;
0.33;-0,04;0,15;1,00;-0,02;0,04;0,02;
0.33;-0,11;0,10;0,98;-0,02;0,04;0,02;
0.332;-0,11;0,10;0,98;-0,00;0,04;0,05;
0.333;-0,11;0,12;1,02;-0,00;0,04;0,05;
0.335;-0,11;0,12;1,02;0,01;0,04;0,07;
0.336;-0,07;0,16;1,04;0,01;0,04;0,07;
0.339;-0,03;0,18;1,06;0,01;0,04;0,07;
0.34;-0,03;0,18;1,06;0,02;0,05;0,09;
0.34;-0,03;0,18;1,06;0,04;0,07;0,09;
0.341;-0,01;0,20;1,07;0,04;0,07;0,09;
0.346;-0,00;0,20;1,06;0,04;0,07;0,09;
0.346;-0,00;0,20;1,06;0,06;0,09;0,09;
0.348;-0,00;0,20;1,06;0,08;0,09;0,08;
0.348;-0,00;0,21;1,04;0,08;0,09;0,08;
0.348;0,00;0,21;1,02;0,08;0,09;0,08;
0.349;0,00;0,21;1,02;0,10;0,09;0,07;
0.351;0,00;0,21;1,02;0,10;0,09;0,07;
0.352;0,00;0,22;1,01;0,10;0,09;0,07;
0.356;-0,00;0,22;1,00;0,10;0,09;0,07;
0.356;-0,00;0,22;1,00;0,12;0,08;0,05;
0.357;-0,00;0,22;1,00;0,13;0,07;0,05;
0.358;-0,01;0,21;1,00;0,13;0,07;0,05;
0.358;-0,01;0,20;0,99;0,13;0,07;0,05;
0.359;-0,01;0,20;0,99;0,13;0,05;0,05;
0.364;-0,01;0,20;0,98;0,13;0,05;0,05;
0.365;-0,01;0,20;0,98;0,14;0,03;0,05;
0.369;-0,01;0,20;0,98;0,14;0,01;0,05;
0.369;-0,01;0,14;0,93;0,14;0,01;0,05;
0.37;-0,00;0,11;0,90;0,14;0,01;0,05;
0.37;-0,00;0,11;0,90;0,13;-0,02;0,06;
0.371;-0,00;0,11;0,90;0,11;-0,04;0,06;
0.371;0,00;0,12;0,87;0,11;-0,04;0,06;
0.372;0,02;0,13;0,83;0,11;-0,04;0,06;
0.373;0,02;0,13;0,83;0,08;-0,06;0,06;
0.373;0,03;0,13;0,83;0,08;-0,06;0,06;
0.374;0,03;0,13;0,83;0,05;-0,07;0,05;
0.391;0,03;0,13;0,83;0,01;-0,08;0,04;
0.392;0,04;0,14;0,84;0,01;-0,08;0,04;
0.392;0,05;0,16;0,85;0,01;-0,08;0,04;
0.392;0,06;0,18;0,87;0,01;-0,08;0,04;
0.393;0,07;0,21;0,88;0,01;-0,08;0,04;
0.393;0,08;0,23;0,89;0,01;-0,08;0,04;
0.393;0,08;0,23;0,89;-0,04;-0,08;0,03;
0.393;0,09;0,25;0,91;-0,04;-0,08;0,03;
0.394;0,09;0,25;0,91;-0,07;-0,07;0,01;
0.394;0,09;0,25;0,91;-0,11;-0,06;-0,01;
0.394;0,09;0,25;0,91;-0,14;-0,05;-0,04;
0.395;0,09;0,25;0,91;-0,16;-0,04;-0,08;
0.395;0,09;0,25;0,91;-0,17;-0,03;-0,11;
0.395;0,09;0,27;0,93;-0,17;-0,03;-0,11;
0.395;0,09;0,27;0,93;-0,18;-0,02;-0,15;
0.396;0,10;0,28;0,96;-0,18;-0,02;-0,15;
0.424;0,10;0,28;0,96;-0,18;0,00;-0,19;
0.425;0,10;0,28;0,99;-0,18;0,00;-0,19;
0.426;0,08;0,28;1,00;-0,18;0,00;-0,19;
0.426;0,08;0,28;1,00;-0,17;0,02;-0,23;
0.426;0,08;0,28;1,00;-0,16;0,04;-0,25;
0.427;0,05;0,26;1,01;-0,16;0,04;-0,25;
0.427;0,05;0,26;1,01;-0,15;0,05;-0,26;
0.427;0,03;0,25;1,01;-0,15;0,05;-0,26;
0.428;0,03;0,25;1,01;-0,13;0,06;-0,26;
0.428;0,01;0,24;1,01;-0,13;0,06;-0,26;
0.428;0,01;0,24;1,01;-0,12;0,08;-0,26;
0.429;0,01;0,24;1,01;-0,11;0,09;-0,25;
0.429;-0,01;0,23;1,01;-0,11;0,09;-0,25;
0.429;-0,03;0,21;1,00;-0,11;0,09;-0,25;
0.43;-0,03;0,21;1,00;-0,10;0,10;-0,22;
0.43;-0,04;0,20;1,00;-0,10;0,10;-0,22;
0.43;-0,06;0,20;1,00;-0,10;0,10;-0,22;
0.431;-0,06;0,20;1,00;-0,10;0,11;-0,20;
0.431;-0,06;0,20;1,00;-0,09;0,11;-0,18;
0.431;-0,06;0,20;1,00;-0,09;0,11;-0,18;
0.432;-0,06;0,20;0,99;-0,09;0,11;-0,18;
0.432;-0,06;0,20;0,99;-0,09;0,12;-0,15;
0.433;-0,06;0,20;0,99;-0,09;0,13;-0,13;
0.433;-0,06;0,21;0,99;-0,09;0,13;-0,13;
0.433;-0,06;0,21;0,99;-0,09;0,14;-0,11;
0.434;-0,05;0,21;0,98;-0,09;0,14;-0,11;
0.434;-0,05;0,21;0,98;-0,09;0,14;-0,10;
0.434;-0,05;0,22;0,98;-0,09;0,14;-0,10;
0.435;-0,04;0,23;0,98;-0,09;0,14;-0,10;
0.435;-0,04;0,23;0,98;-0,09;0,14;-0,08;
0.436;-0,04;0,23;0,98;-0,09;0,14;-0,07;
0.436;-0,03;0,23;0,97;-0,09;0,14;-0,07;
0.439;-0,03;0,23;0,96;-0,09;0,14;-0,07;
0.44;-0,03;0,23;0,96;-0,09;0,13;-0,06;
0.44;-0,03;0,23;0,96;-0,10;0,13;-0,06;
0.441;-0,03;0,23;0,96;-0,10;0,13;-0,06;
0.442;-0,02;0,23;0,95;-0,10;0,13;-0,06;
0.442;-0,02;0,23;0,95;-0,11;0,12;-0,05;
0.448;-0,02;0,23;0,95;-0,11;0,11;-0,04;
0.449;-0,02;0,23;0,96;-0,11;0,11;-0,04;
0.45;-0,02;0,23;0,96;-0,12;0,10;-0,04;
0.45;-0,02;0,23;0,96;-0,12;0,10;-0,04;
0.451;-0,02;0,23;0,96;-0,13;0,10;-0,03;
0.452;-0,02;0,23;0,97;-0,13;0,10;-0,03;
0.452;-0,02;0,23;0,97;-0,14;0,10;-0,02;
0.453;-0,02;0,23;0,98;-0,14;0,10;-0,02;
0.455;-0,02;0,23;0,98;-0,13;0,10;-0,01;
0.455;-0,02;0,23;0,98;-0,14;0,10;-0,01;
0.456;-0,02;0,23;0,99;-0,14;0,10;-0,01;
0.456;-0,01;0,23;1,00;-0,14;0,10;-0,01;
0.457;-0,01;0,23;1,00;-0,13;0,10;-0,00;
0.458;-0,00;0,23;1,00;-0,13;0,10;-0,00;
0.463;-0,00;0,23;1,01;-0,13;0,10;-0,00;
0.463;-0,00;0,23;1,01;-0,12;0,11;0,00;
0.464;-0,00;0,23;1,01;-0,11;0,10;0,00;
0.465;0,01;0,23;1,01;-0,11;0,10;0,00;
0.465;0,01;0,23;1,01;-0,10;0,10;0,01;
0.465;0,01;0,23;1,01;-0,10;0,10;0,01;
0.466;0,01;0,23;1,01;-0,10;0,10;0,01;
0.466;0,01;0,23;1,00;-0,10;0,10;0,01;
0.468;0,01;0,23;1,00;-0,10;0,10;0,01;
0.469;0,01;0,23;1,00;-0,09;0,08;0,01;
0.476;0,01;0,23;1,00;-0,08;0,07;0,01;
0.476;0,01;0,23;0,99;-0,08;0,07;0,01;
0.481;0,01;0,22;0,98;-0,08;0,07;0,01;
0.482;0,01;0,22;0,98;-0,07;0,06;0,01;
0.482;0,02;0,22;0,97;-0,07;0,06;0,01;
0.483;0,02;0,22;0,97;-0,07;0,04;0,01;
0.483;0,02;0,22;0,97;-0,08;0,03;0,00;
0.484;0,02;0,22;0,95;-0,08;0,03;0,00;
0.484;0,02;0,23;0,95;-0,08;0,03;0,00;
0.485;0,02;0,23;0,95;-0,08;0,01;0,00;
0.487;0,02;0,23;0,95;-0,09;0,00;-0,00;
0.488;0,02;0,22;0,94;-0,09;0,00;-0,00;
0.493;0,02;0,22;0,93;-0,09;0,00;-0,00;
0.494;0,02;0,22;0,93;-0,11;-0,01;-0,00;
0.495;0,02;0,22;0,93;-0,13;-0,02;-0,01;
0.495;0,03;0,22;0,92;-0,13;-0,02;-0,01;
0.496;0,03;0,22;0,91;-0,13;-0,02;-0,01;
0.497;0,03;0,22;0,91;-0,15;-0,03;-0,02;
0.5;0,03;0,22;0,91;-0,15;-0,03;-0,02;
0.502;0,03;0,22;0,91;-0,17;-0,04;-0,02;
0.503;0,03;0,22;0,91;-0,19;-0,05;-0,03;
0.503;0,03;0,22;0,91;-0,19;-0,05;-0,03;
0.504;0,03;0,22;0,91;-0,21;-0,05;-0,04;
0.505;0,03;0,22;0,91;-0,21;-0,05;-0,04;
0.506;0,03;0,22;0,91;-0,24;-0,06;-0,05;
0.507;0,03;0,22;0,91;-0,24;-0,06;-0,05;
0.509;0,03;0,22;0,91;-0,26;-0,07;-0,06;
0.51;0,03;0,23;0,91;-0,26;-0,07;-0,06;
0.51;0,03;0,22;0,91;-0,26;-0,07;-0,06;
0.511;0,03;0,22;0,91;-0,29;-0,08;-0,06;
0.52;0,03;0,22;0,92;-0,29;-0,08;-0,06;
0.522;0,03;0,22;0,92;-0,30;-0,09;-0,06;
0.524;0,03;0,22;0,93;-0,30;-0,09;-0,06;
0.524;0,03;0,22;0,93;-0,32;-0,09;-0,07;
0.526;0,02;0,22;0,93;-0,32;-0,09;-0,07;
0.529;0,02;0,22;0,93;-0,34;-0,10;-0,07;
0.529;0,02;0,22;0,93;-0,35;-0,11;-0,08;
0.53;0,02;0,22;0,95;-0,35;-0,11;-0,08;
0.53;0,02;0,22;0,95;-0,36;-0,11;-0,08;
0.531;0,01;0,22;0,97;-0,36;-0,11;-0,08;
0.531;0,02;0,23;0,99;-0,36;-0,11;-0,08;
0.531;0,02;0,23;0,99;-0,36;-0,11;-0,08;
0.532;0,02;0,23;0,99;-0,36;-0,11;-0,08;
0.532;0,02;0,23;1,02;-0,36;-0,11;-0,08;
0.532;0,02;0,23;1,02;-0,34;-0,09;-0,08;
0.533;0,02;0,24;1,04;-0,34;-0,09;-0,08;
0.533;0,02;0,24;1,04;-0,32;-0,07;-0,09;
0.533;0,02;0,24;1,04;-0,30;-0,06;-0,10;
0.534;0,03;0,24;1,05;-0,30;-0,06;-0,10;
0.534;0,03;0,24;1,05;-0,30;-0,06;-0,10;
0.542;0,03;0,24;1,05;-0,28;-0,05;-0,10;
0.542;0,03;0,24;1,06;-0,28;-0,05;-0,10;
