
time;gFx;gFy;gFz;wx;wy;wz;
8.236;0,06;0,16;0,77;0,18;-0,29;-0,13;
8.237;0,06;0,16;0,77;0,19;-0,25;-0,14;
8.237;0,05;0,16;0,78;0,19;-0,25;-0,14;
8.237;0,04;0,16;0,80;0,19;-0,25;-0,14;
8.24;0,03;0,16;0,81;0,19;-0,25;-0,14;
8.241;0,03;0,16;0,81;0,21;-0,21;-0,15;
8.241;0,03;0,16;0,81;0,23;-0,16;-0,15;
8.242;0,02;0,16;0,83;0,23;-0,16;-0,15;
8.249;0,02;0,16;0,83;0,24;-0,12;-0,15;
8.25;0,01;0,16;0,84;0,24;-0,12;-0,15;
8.25;0,00;0,16;0,86;0,24;-0,12;-0,15;
8.25;0,00;0,16;0,86;0,26;-0,07;-0,15;
8.25;0,00;0,16;0,86;0,27;-0,01;-0,14;
8.251;-0,01;0,16;0,88;0,27;-0,01;-0,14;
8.253;-0,01;0,16;0,88;0,28;0,04;-0,13;
8.253;-0,03;0,16;0,89;0,28;0,04;-0,13;
8.257;-0,03;0,16;0,89;0,30;0,08;-0,11;
8.258;-0,04;0,16;0,90;0,30;0,08;-0,11;
8.258;-0,04;0,16;0,90;0,32;0,12;-0,10;
8.258;-0,05;0,16;0,92;0,32;0,12;-0,10;
8.261;-0,05;0,16;0,92;0,33;0,15;-0,08;
8.261;-0,07;0,16;0,92;0,33;0,15;-0,08;
8.261;-0,08;0,17;0,93;0,33;0,15;-0,08;
8.262;-0,08;0,17;0,93;0,35;0,17;-0,06;
8.269;-0,08;0,17;0,94;0,35;0,17;-0,06;
8.271;-0,08;0,17;0,94;0,36;0,18;-0,04;
8.271;-0,09;0,17;0,95;0,36;0,18;-0,04;
8.272;-0,09;0,17;0,95;0,38;0,18;-0,02;
8.272;-0,09;0,17;0,95;0,39;0,18;0,01;
8.272;-0,09;0,18;0,96;0,39;0,18;0,01;
8.273;-0,09;0,18;0,96;0,40;0,17;0,03;
8.273;-0,09;0,18;0,96;0,40;0,17;0,03;
8.301;-0,09;0,18;0,96;0,41;0,17;0,05;
8.302;-0,10;0,18;0,97;0,41;0,17;0,05;
8.302;-0,10;0,18;0,97;0,40;0,16;0,08;
8.302;-0,10;0,18;0,97;0,40;0,16;0,08;
8.303;-0,10;0,18;0,97;0,40;0,16;0,10;
8.303;-0,11;0,18;0,97;0,40;0,16;0,10;
8.303;-0,11;0,17;0,97;0,40;0,16;0,10;
8.303;-0,11;0,17;0,97;0,39;0,16;0,13;
8.303;-0,11;0,17;0,97;0,37;0,15;0,16;
8.304;-0,11;0,17;0,98;0,37;0,15;0,16;
8.304;-0,11;0,17;0,98;0,35;0,14;0,19;
8.304;-0,11;0,17;0,98;0,35;0,14;0,19;
8.304;-0,11;0,17;0,99;0,35;0,14;0,19;
8.305;-0,11;0,17;0,99;0,33;0,12;0,22;
8.305;-0,11;0,17;0,99;0,31;0,10;0,25;
8.305;-0,10;0,18;0,99;0,31;0,10;0,25;
8.305;-0,08;0,19;1,00;0,31;0,10;0,25;
8.306;-0,08;0,19;1,00;0,28;0,06;0,27;
8.306;-0,08;0,19;1,00;0,26;0,00;0,29;
8.306;-0,06;0,19;1,00;0,26;0,00;0,29;
8.307;-0,06;0,19;1,00;0,24;-0,06;0,31;
8.307;-0,05;0,19;1,01;0,24;-0,06;0,31;
8.307;-0,03;0,19;1,03;0,24;-0,06;0,31;
8.307;-0,03;0,19;1,03;0,22;-0,12;0,32;
8.308;-0,01;0,19;1,05;0,22;-0,12;0,32;
8.308;-0,01;0,19;1,05;0,20;-0,18;0,32;
8.308;-0,01;0,18;1,07;0,20;-0,18;0,32;
8.309;-0,01;0,18;1,07;0,19;-0,24;0,32;
8.311;-0,01;0,18;1,07;0,18;-0,29;0,31;
8.312;0,01;0,18;1,09;0,18;-0,29;0,31;
8.314;0,01;0,18;1,09;0,17;-0,33;0,31;
8.315;0,02;0,17;1,10;0,17;-0,33;0,31;
8.315;0,02;0,17;1,10;0,16;-0,37;0,30;
8.316;0,03;0,17;1,11;0,16;-0,37;0,30;
8.316;0,03;0,17;1,11;0,16;-0,40;0,29;
8.316;0,04;0,16;1,12;0,16;-0,40;0,29;
8.32;0,05;0,16;1,13;0,16;-0,40;0,29;
8.321;0,05;0,16;1,13;0,16;-0,43;0,28;
8.323;0,05;0,16;1,13;0,16;-0,44;0,26;
8.324;0,05;0,15;1,15;0,16;-0,44;0,26;
8.328;0,05;0,15;1,15;0,16;-0,44;0,24;
8.329;0,05;0,15;1,17;0,16;-0,44;0,24;
8.329;0,05;0,15;1,17;0,17;-0,44;0,22;
8.329;0,07;0,15;1,18;0,17;-0,44;0,22;
8.333;0,07;0,15;1,19;0,17;-0,44;0,22;
8.334;0,07;0,15;1,19;0,18;-0,43;0,19;
8.334;0,07;0,15;1,19;0,19;-0,41;0,17;
8.335;0,08;0,15;1,19;0,19;-0,41;0,17;
8.335;0,08;0,15;1,19;0,19;-0,39;0,14;
8.336;0,08;0,14;1,19;0,19;-0,39;0,14;
8.34;0,06;0,14;1,20;0,19;-0,39;0,14;
8.34;0,06;0,14;1,20;0,21;-0,36;0,11;
8.346;0,06;0,14;1,20;0,22;-0,33;0,09;
8.347;0,06;0,14;1,20;0,23;-0,30;0,07;
8.348;0,05;0,13;1,20;0,23;-0,30;0,07;
8.348;0,05;0,13;1,20;0,23;-0,30;0,07;
8.349;0,05;0,13;1,20;0,23;-0,26;0,05;
8.349;0,03;0,13;1,20;0,23;-0,26;0,05;
8.35;0,03;0,13;1,20;0,24;-0,22;0,04;
8.35;0,02;0,13;1,20;0,24;-0,22;0,04;
8.351;0,02;0,13;1,20;0,24;-0,17;0,03;
8.352;-0,01;0,13;1,20;0,24;-0,17;0,03;
8.352;-0,02;0,13;1,21;0,24;-0,17;0,03;
8.353;-0,02;0,13;1,21;0,24;-0,12;0,03;
8.356;-0,04;0,13;1,21;0,24;-0,12;0,03;
8.357;-0,04;0,13;1,21;0,24;-0,06;0,03;
8.36;-0,04;0,13;1,21;0,24;-0,02;0,03;
8.361;-0,06;0,13;1,20;0,24;-0,02;0,03;
8.365;-0,06;0,13;1,20;0,23;0,03;0,04;
8.365;-0,07;0,12;1,20;0,23;0,03;0,04;
8.366;-0,07;0,12;1,20;0,22;0,07;0,06;
8.366;-0,08;0,12;1,21;0,22;0,07;0,06;
8.367;-0,08;0,12;1,21;0,22;0,11;0,08;
8.367;-0,10;0,12;1,21;0,22;0,11;0,08;
8.369;-0,10;0,12;1,21;0,21;0,15;0,10;
8.37;-0,11;0,11;1,21;0,21;0,15;0,10;
8.373;-0,12;0,10;1,21;0,21;0,15;0,10;
8.374;-0,12;0,10;1,21;0,21;0,18;0,12;
8.374;-0,14;0,10;1,21;0,21;0,18;0,12;
8.375;-0,14;0,10;1,21;0,21;0,20;0,16;
8.375;-0,14;0,10;1,21;0,20;0,22;0,19;
8.376;-0,15;0,09;1,22;0,20;0,22;0,19;
8.379;-0,16;0,09;1,22;0,20;0,22;0,19;
8.38;-0,16;0,09;1,22;0,20;0,23;0,22;
8.382;-0,16;0,09;1,22;0,20;0,23;0,25;
8.383;-0,16;0,09;1,22;0,20;0,23;0,25;
8.384;-0,16;0,09;1,22;0,20;0,23;0,29;
8.385;-0,15;0,10;1,23;0,20;0,23;0,29;
8.389;-0,15;0,10;1,23;0,20;0,23;0,32;
8.389;-0,15;0,10;1,24;0,20;0,23;0,32;
8.39;-0,15;0,10;1,24;0,20;0,23;0,35;
8.39;-0,13;0,11;1,24;0,20;0,23;0,35;
8.39;-0,12;0,12;1,26;0,20;0,23;0,35;
8.391;-0,12;0,12;1,26;0,21;0,23;0,38;
8.392;-0,12;0,12;1,26;0,22;0,24;0,41;
8.392;-0,10;0,13;1,27;0,22;0,24;0,41;
8.396;-0,10;0,13;1,27;0,22;0,25;0,43;
8.397;-0,08;0,13;1,26;0,22;0,25;0,43;
8.397;-0,08;0,13;1,26;0,23;0,25;0,46;
8.397;-0,07;0,14;1,25;0,23;0,25;0,46;
8.401;-0,07;0,14;1,25;0,23;0,25;0,47;
8.401;-0,05;0,14;1,23;0,23;0,25;0,47;
8.404;-0,05;0,14;1,23;0,23;0,23;0,48;
8.404;-0,03;0,13;1,19;0,23;0,23;0,48;
8.407;-0,03;0,13;1,19;0,21;0,21;0,49;
8.408;-0,03;0,13;1,19;0,19;0,19;0,49;
8.408;-0,01;0,14;1,17;0,19;0,19;0,49;
8.408;0,00;0,14;1,15;0,19;0,19;0,49;
8.417;0,00;0,14;1,15;0,17;0,15;0,48;
8.418;0,01;0,13;1,14;0,17;0,15;0,48;
8.419;0,01;0,13;1,14;0,13;0,12;0,48;
8.419;0,02;0,13;1,12;0,13;0,12;0,48;
8.42;0,02;0,13;1,12;0,09;0,10;0,46;
8.42;0,02;0,12;1,11;0,09;0,10;0,46;
8.42;0,02;0,12;1,11;0,05;0,07;0,44;
8.421;0,03;0,12;1,09;0,05;0,07;0,44;
8.422;0,03;0,12;1,09;0,01;0,05;0,43;
8.423;0,03;0,11;1,09;0,01;0,05;0,43;
8.446;0,03;0,11;1,09;-0,05;0,04;0,41;
8.447;0,04;0,10;1,07;-0,05;0,04;0,41;
8.448;0,04;0,10;1,06;-0,05;0,04;0,41;
8.448;0,04;0,10;1,06;-0,10;0,02;0,38;
8.448;0,05;0,09;1,05;-0,10;0,02;0,38;
8.449;0,05;0,09;1,05;-0,16;0,02;0,36;
8.449;0,05;0,08;1,05;-0,16;0,02;0,36;
8.449;0,05;0,08;1,05;-0,23;0,00;0,33;
8.449;0,05;0,08;1,05;-0,29;-0,01;0,31;
8.45;0,04;0,07;1,05;-0,29;-0,01;0,31;
8.45;0,04;0,07;1,05;-0,36;-0,02;0,28;
8.45;0,04;0,06;1,06;-0,36;-0,02;0,28;
8.451;0,03;0,05;1,07;-0,36;-0,02;0,28;
8.451;0,03;0,05;1,07;-0,42;-0,04;0,25;
8.452;0,03;0,05;1,07;-0,48;-0,06;0,23;
8.452;0,02;0,04;1,10;-0,48;-0,06;0,23;
8.452;0,01;0,03;1,13;-0,48;-0,06;0,23;
8.453;0,01;0,03;1,13;-0,53;-0,08;0,20;
8.453;0,01;0,03;1,13;-0,56;-0,11;0,18;
8.453;0,00;0,03;1,15;-0,56;-0,11;0,18;
8.454;0,00;0,03;1,15;-0,59;-0,13;0,16;
8.454;-0,01;0,02;1,18;-0,59;-0,13;0,16;
8.454;-0,02;0,02;1,21;-0,59;-0,13;0,16;
8.455;-0,02;0,02;1,21;-0,61;-0,16;0,14;
8.455;-0,03;0,02;1,24;-0,61;-0,16;0,14;
8.455;-0,03;0,02;1,24;-0,62;-0,20;0,13;
8.456;-0,03;0,02;1,24;-0,62;-0,24;0,12;
8.456;-0,04;0,01;1,26;-0,62;-0,24;0,12;
8.456;-0,04;0,01;1,26;-0,60;-0,28;0,12;
8.457;-0,05;0,01;1,27;-0,60;-0,28;0,12;
8.46;-0,05;0,01;1,27;-0,59;-0,32;0,11;
8.461;-0,06;0,01;1,28;-0,59;-0,32;0,11;
8.463;-0,06;0,01;1,28;-0,56;-0,36;0,11;
8.464;-0,07;0,00;1,29;-0,56;-0,36;0,11;
8.465;-0,07;0,00;1,29;-0,53;-0,39;0,11;
8.466;-0,08;0,00;1,30;-0,53;-0,39;0,11;
8.467;-0,09;-0,00;1,31;-0,53;-0,39;0,11;
8.468;-0,09;-0,00;1,31;-0,50;-0,42;0,12;
8.468;-0,11;-0,00;1,31;-0,50;-0,42;0,12;
8.47;-0,11;-0,00;1,31;-0,47;-0,43;0,13;
8.476;-0,11;-0,00;1,31;-0,43;-0,44;0,14;
8.477;-0,11;-0,00;1,31;-0,40;-0,44;0,15;
8.478;-0,11;-0,00;1,30;-0,40;-0,44;0,15;
8.479;-0,11;-0,00;1,30;-0,36;-0,43;0,17;
8.479;-0,12;0,00;1,29;-0,36;-0,43;0,17;
8.48;-0,12;0,01;1,28;-0,36;-0,43;0,17;
8.482;-0,12;0,01;1,28;-0,32;-0,43;0,19;
8.483;-0,12;0,01;1,28;-0,32;-0,43;0,19;
8.484;-0,12;0,01;1,28;-0,28;-0,42;0,22;
8.485;-0,12;0,02;1,27;-0,28;-0,42;0,22;
8.485;-0,12;0,02;1,27;-0,28;-0,42;0,22;
8.486;-0,12;0,02;1,27;-0,24;-0,40;0,24;
8.488;-0,11;0,04;1,25;-0,24;-0,40;0,24;
8.488;-0,11;0,04;1,25;-0,20;-0,37;0,26;
8.491;-0,11;0,04;1,25;-0,15;-0,34;0,28;
8.492;-0,10;0,05;1,23;-0,15;-0,34;0,28;
8.496;-0,10;0,05;1,23;-0,11;-0,31;0,30;
8.498;-0,09;0,05;1,22;-0,11;-0,31;0,30;
8.499;-0,08;0,05;1,20;-0,11;-0,31;0,30;
8.499;-0,08;0,05;1,20;-0,08;-0,26;0,32;
8.499;-0,08;0,05;1,20;-0,05;-0,21;0,33;
8.5;-0,07;0,05;1,18;-0,05;-0,21;0,33;
8.5;-0,07;0,05;1,18;-0,01;-0,14;0,34;
8.501;-0,06;0,06;1,16;-0,01;-0,14;0,34;
8.505;-0,06;0,06;1,16;0,01;-0,07;0,35;
8.505;-0,05;0,06;1,15;0,01;-0,07;0,35;
8.509;-0,05;0,06;1,15;0,04;0,01;0,35;
8.511;-0,05;0,06;1,15;0,06;0,09;0,36;
8.512;-0,04;0,06;1,13;0,06;0,09;0,36;
8.512;-0,02;0,07;1,10;0,06;0,09;0,36;
8.514;-0,01;0,08;1,08;0,06;0,09;0,36;
8.514;-0,01;0,08;1,08;0,08;0,16;0,36;
8.515;-0,01;0,08;1,08;0,10;0,23;0,35;
8.515;-0,00;0,08;1,05;0,10;0,23;0,35;
8.516;0,01;0,09;1,02;0,10;0,23;0,35;
8.517;0,01;0,09;1,02;0,11;0,29;0,35;
8.517;0,01;0,09;1,02;0,11;0,35;0,33;
8.517;0,02;0,09;0,99;0,11;0,35;0,33;
8.521;0,02;0,09;0,99;0,10;0,40;0,32;
8.522;0,02;0,09;0,96;0,10;0,40;0,32;
8.523;0,02;0,09;0,96;0,09;0,45;0,31;
8.523;0,02;0,09;0,94;0,09;0,45;0,31;
8.526;0,02;0,09;0,91;0,09;0,45;0,31;
8.527;0,02;0,09;0,91;0,08;0,48;0,29;
8.53;0,02;0,09;0,91;0,06;0,52;0,27;
8.53;0,02;0,09;0,90;0,06;0,52;0,27;
8.53;0,02;0,09;0,90;0,03;0,54;0,26;
8.531;0,01;0,09;0,88;0,03;0,54;0,26;
8.532;0,00;0,09;0,87;0,03;0,54;0,26;
8.533;0,00;0,09;0,87;0,01;0,57;0,24;
8.538;0,00;0,09;0,87;-0,03;0,59;0,23;
8.539;-0,00;0,09;0,85;-0,03;0,59;0,23;
8.54;-0,00;0,09;0,85;-0,07;0,61;0,21;
8.541;-0,00;0,08;0,84;-0,07;0,61;0,21;
8.541;-0,00;0,08;0,83;-0,07;0,61;0,21;
8.541;-0,00;0,08;0,83;-0,10;0,63;0,20;
8.549;-0,01;0,07;0,82;-0,10;0,63;0,20;
8.55;-0,01;0,07;0,82;-0,15;0,64;0,19;
8.55;-0,01;0,07;0,82;-0,19;0,65;0,17;
8.551;-0,01;0,07;0,82;-0,19;0,65;0,17;
8.551;-0,01;0,07;0,82;-0,24;0,67;0,15;
8.551;-0,02;0,06;0,82;-0,24;0,67;0,15;
8.552;-0,03;0,05;0,83;-0,24;0,67;0,15;
8.552;-0,03;0,05;0,83;-0,29;0,68;0,14;
8.555;-0,03;0,05;0,83;-0,34;0,69;0,12;
8.556;-0,04;0,03;0,83;-0,34;0,69;0,12;
8.556;-0,04;0,03;0,83;-0,38;0,70;0,11;
8.556;-0,05;0,03;0,84;-0,38;0,70;0,11;
8.578;-0,05;0,02;0,85;-0,38;0,70;0,11;
8.579;-0,05;0,02;0,85;-0,43;0,70;0,09;
8.579;-0,05;0,02;0,85;-0,47;0,69;0,08;
8.579;-0,06;0,01;0,87;-0,47;0,69;0,08;
8.579;-0,06;0,01;0,87;-0,51;0,68;0,06;
8.58;-0,06;0,01;0,88;-0,51;0,68;0,06;
8.58;-0,07;0,01;0,90;-0,51;0,68;0,06;
8.58;-0,07;0,01;0,90;-0,54;0,66;0,05;
8.58;-0,07;0,01;0,90;-0,56;0,63;0,03;
8.581;-0,08;0,00;0,92;-0,56;0,63;0,03;
8.581;-0,09;0,00;0,95;-0,56;0,63;0,03;
8.581;-0,09;0,00;0,95;-0,57;0,60;0,02;
8.582;-0,09;0,00;0,95;-0,58;0,57;0,01;
8.582;-0,11;-0,00;0,98;-0,58;0,57;0,01;
8.582;-0,12;-0,01;1,01;-0,58;0,57;0,01;
8.582;-0,12;-0,01;1,01;-0,58;0,55;0,00;
8.582;-0,12;-0,01;1,01;-0,57;0,53;0,00;
8.583;-0,14;-0,01;1,03;-0,57;0,53;0,00;
8.583;-0,16;-0,00;1,04;-0,57;0,53;0,00;
8.583;-0,16;-0,00;1,04;-0,56;0,51;0,01;
8.583;-0,16;-0,00;1,04;-0,53;0,47;0,02;
8.584;-0,17;0,00;1,04;-0,53;0,47;0,02;
8.587;-0,19;0,01;1,04;-0,53;0,47;0,02;
8.587;-0,19;0,01;1,04;-0,50;0,42;0,03;
8.59;-0,19;0,01;1,04;-0,46;0,36;0,05;
8.59;-0,18;0,01;1,03;-0,46;0,36;0,05;
8.593;-0,19;0,02;1,02;-0,46;0,36;0,05;
8.594;-0,19;0,02;1,02;-0,43;0,29;0,07;
8.595;-0,19;0,02;1,02;-0,39;0,21;0,09;
8.595;-0,20;0,03;1,01;-0,39;0,21;0,09;
8.595;-0,20;0,03;1,01;-0,35;0,13;0,11;
8.595;-0,20;0,03;1,00;-0,35;0,13;0,11;
8.597;-0,20;0,03;1,00;-0,31;0,06;0,13;
8.598;-0,20;0,04;0,98;-0,31;0,06;0,13;
8.601;-0,20;0,04;0,98;-0,28;-0,02;0,15;
8.601;-0,19;0,04;0,96;-0,28;-0,02;0,15;
8.604;-0,19;0,04;0,94;-0,28;-0,02;0,15;
8.605;-0,19;0,04;0,94;-0,24;-0,10;0,17;
8.608;-0,18;0,05;0,92;-0,24;-0,10;0,17;
8.609;-0,18;0,05;0,92;-0,21;-0,17;0,20;
8.609;-0,18;0,05;0,92;-0,19;-0,23;0,22;
8.609;-0,16;0,06;0,90;-0,19;-0,23;0,22;
8.612;-0,15;0,06;0,87;-0,19;-0,23;0,22;
8.613;-0,15;0,06;0,87;-0,16;-0,28;0,24;
8.613;-0,15;0,06;0,87;-0,14;-0,32;0,26;
8.614;-0,14;0,07;0,83;-0,14;-0,32;0,26;
8.615;-0,12;0,07;0,81;-0,14;-0,32;0,26;
8.616;-0,12;0,07;0,81;-0,12;-0,36;0,28;
8.619;-0,11;0,08;0,79;-0,12;-0,36;0,28;
8.62;-0,11;0,08;0,79;-0,11;-0,38;0,29;
8.622;-0,11;0,08;0,79;-0,10;-0,40;0,30;
8.622;-0,10;0,08;0,77;-0,10;-0,40;0,30;
8.629;-0,10;0,08;0,77;-0,09;-0,42;0,31;
8.63;-0,08;0,08;0,74;-0,09;-0,42;0,31;
8.63;-0,08;0,08;0,74;-0,08;-0,42;0,31;
8.631;-0,07;0,09;0,73;-0,08;-0,42;0,31;
8.631;-0,06;0,09;0,71;-0,08;-0,42;0,31;
8.632;-0,06;0,09;0,71;-0,07;-0,42;0,32;
8.632;-0,06;0,09;0,71;-0,07;-0,41;0,32;
8.633;-0,05;0,09;0,70;-0,07;-0,41;0,32;
8.634;-0,05;0,09;0,70;-0,07;-0,40;0,31;
8.635;-0,03;0,09;0,68;-0,07;-0,40;0,31;
8.638;-0,03;0,09;0,68;-0,06;-0,39;0,31;
8.639;-0,02;0,10;0,66;-0,06;-0,39;0,31;
8.639;-0,01;0,11;0,65;-0,06;-0,39;0,31;
8.64;-0,01;0,11;0,65;-0,06;-0,36;0,29;
8.644;0,00;0,11;0,64;-0,06;-0,36;0,29;
8.645;0,00;0,11;0,64;-0,06;-0,35;0,29;
8.645;0,00;0,11;0,64;-0,05;-0,33;0,27;
8.646;0,01;0,11;0,62;-0,05;-0,33;0,27;
8.647;0,01;0,11;0,62;-0,05;-0,30;0,25;
8.648;0,01;0,11;0,62;-0,05;-0,30;0,25;
8.649;0,01;0,11;0,62;-0,05;-0,26;0,24;
8.649;0,01;0,11;0,61;-0,05;-0,26;0,24;
8.649;0,01;0,11;0,58;-0,05;-0,26;0,24;
8.65;0,01;0,11;0,58;-0,06;-0,22;0,23;
8.654;0,01;0,11;0,58;-0,07;-0,18;0,21;
8.654;0,01;0,12;0,58;-0,07;-0,18;0,21;
8.66;0,00;0,11;0,58;-0,07;-0,18;0,21;
8.661;0,00;0,11;0,58;-0,08;-0,14;0,20;
8.662;-0,01;0,11;0,57;-0,08;-0,14;0,20;
8.662;-0,01;0,11;0,57;-0,10;-0,09;0,19;
8.663;-0,01;0,11;0,57;-0,12;-0,04;0,19;
8.663;-0,01;0,12;0,58;-0,12;-0,04;0,19;
8.669;-0,02;0,12;0,58;-0,12;-0,04;0,19;
8.67;-0,02;0,12;0,58;-0,14;0,00;0,18;
8.671;-0,03;0,12;0,59;-0,14;0,00;0,18;
8.671;-0,03;0,12;0,59;-0,16;0,04;0,17;
8.672;-0,03;0,13;0,60;-0,16;0,04;0,17;
8.672;-0,03;0,13;0,60;-0,16;0,07;0,17;
8.673;-0,03;0,13;0,60;-0,17;0,09;0,17;
8.673;-0,03;0,14;0,61;-0,17;0,09;0,17;
8.674;-0,03;0,14;0,61;-0,17;0,10;0,17;
8.674;-0,03;0,14;0,63;-0,17;0,10;0,17;
8.674;-0,03;0,14;0,63;-0,17;0,11;0,17;
8.675;-0,04;0,14;0,64;-0,17;0,11;0,17;
8.686;-0,04;0,15;0,65;-0,17;0,11;0,17;
8.687;-0,04;0,15;0,65;-0,15;0,11;0,17;
8.688;-0,04;0,15;0,65;-0,15;0,10;0,17;
8.688;-0,04;0,15;0,66;-0,15;0,10;0,17;
8.689;-0,04;0,15;0,66;-0,13;0,08;0,17;
8.689;-0,04;0,15;0,66;-0,13;0,08;0,17;
8.691;-0,04;0,15;0,67;-0,13;0,08;0,17;
8.692;-0,04;0,15;0,67;-0,11;0,07;0,17;
8.692;-0,04;0,15;0,67;-0,10;0,05;0,17;
8.693;-0,04;0,15;0,67;-0,10;0,05;0,17;
8.716;-0,04;0,15;0,67;-0,09;0,04;0,17;
8.717;-0,03;0,16;0,67;-0,09;0,04;0,17;
8.717;-0,03;0,16;0,67;-0,09;0,04;0,17;
8.717;-0,03;0,16;0,67;-0,08;0,02;0,16;
8.718;-0,03;0,16;0,67;-0,06;0,01;0,16;
8.718;-0,04;0,16;0,67;-0,06;0,01;0,16;
8.718;-0,04;0,16;0,67;-0,05;-0,01;0,16;
8.719;-0,03;0,16;0,68;-0,05;-0,01;0,16;
8.719;-0,03;0,16;0,68;-0,03;-0,02;0,16;
8.719;-0,03;0,16;0,68;-0,03;-0,02;0,16;
8.72;-0,03;0,16;0,68;-0,03;-0,02;0,16;
8.72;-0,03;0,16;0,68;-0,02;-0,03;0,16;
8.72;-0,03;0,16;0,68;-0,01;-0,04;0,16;
8.721;-0,04;0,16;0,68;-0,01;-0,04;0,16;
8.721;-0,04;0,16;0,69;-0,01;-0,04;0,16;
8.722;-0,04;0,16;0,69;-0,00;-0,04;0,16;
8.722;-0,05;0,17;0,69;-0,00;-0,04;0,16;
8.722;-0,05;0,17;0,69;0,02;-0,05;0,16;
8.723;-0,05;0,17;0,69;0,03;-0,05;0,16;
8.723;-0,05;0,17;0,70;0,03;-0,05;0,16;
8.724;-0,05;0,17;0,72;0,03;-0,05;0,16;
8.724;-0,05;0,17;0,72;0,04;-0,04;0,17;
8.725;-0,05;0,17;0,72;0,06;-0,03;0,17;
8.725;-0,06;0,17;0,73;0,06;-0,03;0,17;
8.725;-0,06;0,17;0,73;0,08;-0,02;0,17;
8.726;-0,07;0,18;0,75;0,08;-0,02;0,17;
8.726;-0,07;0,17;0,75;0,08;-0,02;0,17;
8.726;-0,07;0,17;0,75;0,10;0,01;0,18;
8.727;-0,07;0,17;0,75;0,12;0,02;0,19;
8.727;-0,08;0,18;0,76;0,12;0,02;0,19;
8.732;-0,08;0,18;0,76;0,15;0,04;0,20;
8.733;-0,08;0,18;0,76;0,15;0,04;0,20;
8.733;-0,08;0,18;0,76;0,17;0,05;0,21;
8.734;-0,08;0,18;0,76;0,17;0,05;0,21;
8.735;-0,08;0,18;0,76;0,18;0,06;0,22;
8.736;-0,08;0,18;0,74;0,18;0,06;0,22;
8.736;-0,08;0,18;0,74;0,20;0,05;0,23;
8.736;-0,07;0,19;0,74;0,20;0,05;0,23;
8.739;-0,07;0,19;0,74;0,22;0,05;0,24;
8.74;-0,06;0,19;0,73;0,22;0,05;0,24;
8.743;-0,06;0,19;0,73;0,22;0,05;0,24;
8.744;-0,04;0,20;0,73;0,22;0,05;0,24;
8.745;-0,04;0,20;0,73;0,23;0,04;0,24;
8.746;-0,04;0,20;0,73;0,23;0,03;0,23;
8.746;-0,03;0,19;0,71;0,23;0,03;0,23;
8.746;-0,01;0,20;0,70;0,23;0,03;0,23;
8.748;-0,01;0,20;0,70;0,21;0,01;0,22;
8.748;0,00;0,20;0,69;0,21;0,01;0,22;
8.755;0,01;0,20;0,69;0,21;0,01;0,22;
8.755;0,01;0,20;0,69;0,21;-0,00;0,21;
8.756;0,01;0,20;0,69;0,18;-0,02;0,19;
8.756;0,01;0,20;0,69;0,16;-0,04;0,17;
8.757;0,03;0,19;0,68;0,16;-0,04;0,17;
8.757;0,03;0,19;0,68;0,16;-0,04;0,17;
8.761;0,03;0,19;0,68;0,13;-0,05;0,14;
8.762;0,04;0,19;0,68;0,13;-0,05;0,14;
8.769;0,04;0,19;0,68;0,09;-0,08;0,12;
8.77;0,04;0,19;0,68;0,05;-0,09;0,08;
8.77;0,06;0,19;0,68;0,05;-0,09;0,08;
8.771;0,06;0,20;0,69;0,05;-0,09;0,08;
8.772;0,07;0,20;0,71;0,05;-0,09;0,08;
8.772;0,07;0,20;0,71;0,02;-0,11;0,05;
8.773;0,08;0,21;0,73;0,02;-0,11;0,05;
8.773;0,08;0,21;0,73;-0,02;-0,13;0,02;
8.774;0,08;0,21;0,73;-0,05;-0,15;-0,01;
8.774;0,08;0,21;0,75;-0,05;-0,15;-0,01;
8.774;0,09;0,22;0,77;-0,05;-0,15;-0,01;
8.775;0,09;0,22;0,77;-0,08;-0,17;-0,05;
8.779;0,09;0,22;0,77;-0,11;-0,18;-0,08;
8.781;0,08;0,22;0,80;-0,11;-0,18;-0,08;
8.782;0,08;0,22;0,80;-0,13;-0,20;-0,11;
8.783;0,08;0,22;0,80;-0,14;-0,21;-0,14;
8.783;0,08;0,22;0,82;-0,14;-0,21;-0,14;
8.783;0,06;0,23;0,85;-0,14;-0,21;-0,14;
8.784;0,06;0,23;0,87;-0,14;-0,21;-0,14;
8.784;0,06;0,23;0,87;-0,16;-0,21;-0,17;
8.787;0,05;0,23;0,90;-0,16;-0,21;-0,17;
8.788;0,05;0,23;0,90;-0,16;-0,22;-0,19;
8.792;0,05;0,23;0,90;-0,17;-0,21;-0,21;
8.793;0,03;0,23;0,92;-0,17;-0,21;-0,21;
8.794;0,01;0,22;0,95;-0,17;-0,21;-0,21;
8.794;0,01;0,22;0,95;-0,17;-0,20;-0,23;
8.794;0,01;0,22;0,95;-0,18;-0,18;-0,24;
8.794;-0,01;0,22;0,99;-0,18;-0,18;-0,24;
8.795;-0,01;0,22;0,99;-0,18;-0,14;-0,25;
8.796;-0,03;0,21;1,03;-0,18;-0,14;-0,25;
8.799;-0,03;0,21;1,03;-0,17;-0,09;-0,25;
8.799;-0,05;0,20;1,06;-0,17;-0,09;-0,25;
