
time;gFx;gFy;gFz;wx;wy;wz;
6.362;0,12;0,15;1,13;-0,69;0,46;-0,29;
6.362;0,12;0,15;1,13;-0,75;0,43;-0,28;
6.362;0,12;0,15;1,13;-0,80;0,41;-0,27;
6.363;0,12;0,15;1,12;-0,80;0,41;-0,27;
6.363;0,12;0,15;1,12;-0,85;0,38;-0,26;
6.363;0,12;0,14;1,12;-0,85;0,38;-0,26;
6.364;0,12;0,14;1,12;-0,85;0,38;-0,26;
6.364;0,12;0,14;1,12;-0,88;0,35;-0,25;
6.388;0,12;0,14;1,12;-0,91;0,32;-0,25;
6.388;0,11;0,13;1,12;-0,91;0,32;-0,25;
6.389;0,10;0,13;1,12;-0,91;0,32;-0,25;
6.389;0,10;0,13;1,12;-0,94;0,30;-0,24;
6.389;0,10;0,13;1,12;-0,95;0,27;-0,24;
6.389;0,09;0,12;1,11;-0,95;0,27;-0,24;
6.389;0,09;0,11;1,10;-0,95;0,27;-0,24;
6.39;0,09;0,11;1,10;-0,96;0,25;-0,23;
6.39;0,09;0,11;1,10;-0,97;0,25;-0,22;
6.39;0,09;0,11;1,10;-0,97;0,25;-0,21;
6.39;0,07;0,10;1,09;-0,97;0,25;-0,21;
6.391;0,05;0,10;1,08;-0,97;0,25;-0,21;
6.391;0,05;0,10;1,08;-0,96;0,27;-0,20;
6.391;0,03;0,09;1,07;-0,96;0,27;-0,20;
6.391;0,03;0,09;1,07;-0,96;0,31;-0,18;
6.392;0,03;0,09;1,07;-0,95;0,36;-0,16;
6.392;0,02;0,07;1,05;-0,95;0,36;-0,16;
6.392;-0,00;0,06;1,04;-0,95;0,36;-0,16;
6.392;-0,00;0,06;1,04;-0,95;0,42;-0,15;
6.393;-0,02;0,05;1,03;-0,95;0,42;-0,15;
6.393;-0,04;0,04;1,03;-0,95;0,42;-0,15;
6.393;-0,04;0,04;1,03;-0,95;0,50;-0,12;
6.397;-0,04;0,04;1,03;-0,95;0,60;-0,09;
6.399;-0,06;0,03;1,02;-0,95;0,60;-0,09;
6.4;-0,06;0,03;1,02;-0,95;0,70;-0,07;
6.4;-0,08;0,02;1,02;-0,95;0,70;-0,07;
6.4;-0,08;0,02;1,02;-0,95;0,80;-0,05;
6.401;-0,09;0,02;1,01;-0,95;0,80;-0,05;
6.401;-0,09;0,02;1,01;-0,94;0,88;-0,03;
6.401;-0,11;0,01;1,00;-0,94;0,88;-0,03;
6.403;-0,11;0,01;1,00;-0,92;0,96;-0,01;
6.403;-0,11;0,01;1,00;-0,92;0,96;-0,01;
6.407;-0,12;0,01;0,99;-0,92;0,96;-0,01;
6.407;-0,12;0,01;0,99;-0,89;1,02;0,01;
6.407;-0,12;0,01;0,99;-0,85;1,06;0,03;
6.408;-0,13;0,02;0,98;-0,85;1,06;0,03;
6.41;-0,13;0,02;0,97;-0,85;1,06;0,03;
6.411;-0,13;0,02;0,97;-0,81;1,08;0,04;
6.413;-0,13;0,02;0,97;-0,75;1,09;0,06;
6.413;-0,13;0,02;0,96;-0,75;1,09;0,06;
6.414;-0,13;0,03;0,95;-0,75;1,09;0,06;
6.415;-0,13;0,03;0,95;-0,69;1,09;0,07;
6.416;-0,13;0,03;0,95;-0,62;1,08;0,07;
6.416;-0,14;0,03;0,94;-0,62;1,08;0,07;
6.418;-0,14;0,03;0,94;-0,54;1,06;0,08;
6.418;-0,15;0,02;0,92;-0,54;1,06;0,08;
6.434;-0,15;0,02;0,92;-0,46;1,04;0,09;
6.434;-0,16;0,03;0,89;-0,46;1,04;0,09;
6.434;-0,16;0,02;0,86;-0,46;1,04;0,09;
6.434;-0,17;0,02;0,81;-0,46;1,04;0,09;
6.435;-0,17;0,02;0,81;-0,37;1,02;0,10;
6.435;-0,17;0,03;0,77;-0,37;1,02;0,10;
6.435;-0,17;0,03;0,77;-0,30;0,99;0,12;
6.435;-0,17;0,03;0,73;-0,30;0,99;0,12;
6.435;-0,17;0,03;0,73;-0,22;0,96;0,12;
6.435;-0,17;0,03;0,73;-0,15;0,92;0,13;
6.436;-0,17;0,03;0,73;-0,09;0,88;0,14;
6.436;-0,17;0,03;0,73;-0,03;0,83;0,15;
6.438;-0,17;0,04;0,67;-0,03;0,83;0,15;
6.438;-0,17;0,04;0,62;-0,03;0,83;0,15;
6.443;-0,18;0,03;0,56;-0,03;0,83;0,15;
6.443;-0,18;0,03;0,56;0,02;0,78;0,16;
6.45;-0,18;0,03;0,56;0,07;0,73;0,18;
6.451;-0,18;0,02;0,51;0,07;0,73;0,18;
6.451;-0,18;0,02;0,51;0,10;0,68;0,19;
6.452;-0,19;0,02;0,46;0,10;0,68;0,19;
6.452;-0,19;0,02;0,46;0,11;0,63;0,20;
6.452;-0,20;0,01;0,41;0,11;0,63;0,20;
6.452;-0,20;0,01;0,41;0,13;0,58;0,21;
6.453;-0,21;0,00;0,36;0,13;0,58;0,21;
6.456;-0,21;-0,00;0,33;0,13;0,58;0,21;
6.457;-0,21;-0,00;0,33;0,12;0,54;0,23;
6.457;-0,21;-0,00;0,33;0,10;0,50;0,24;
6.458;-0,20;-0,01;0,30;0,10;0,50;0,24;
6.458;-0,19;-0,01;0,27;0,10;0,50;0,24;
6.458;-0,19;-0,01;0,27;0,08;0,47;0,25;
6.47;-0,19;-0,01;0,27;0,05;0,44;0,26;
6.471;-0,19;-0,00;0,25;0,05;0,44;0,26;
6.471;-0,19;-0,00;0,25;0,01;0,41;0,28;
6.472;-0,19;-0,00;0,25;-0,04;0,38;0,28;
6.472;-0,18;-0,00;0,24;-0,04;0,38;0,28;
6.472;-0,17;-0,02;0,22;-0,04;0,38;0,28;
6.472;-0,17;-0,03;0,21;-0,04;0,38;0,28;
6.473;-0,17;-0,03;0,21;-0,09;0,36;0,29;
6.473;-0,17;-0,03;0,21;-0,14;0,34;0,29;
6.473;-0,17;-0,03;0,21;-0,20;0,31;0,30;
6.473;-0,16;-0,03;0,20;-0,20;0,31;0,30;
6.474;-0,16;-0,04;0,20;-0,20;0,31;0,30;
6.474;-0,16;-0,04;0,20;-0,26;0,28;0,31;
6.475;-0,15;-0,04;0,20;-0,26;0,28;0,31;
6.477;-0,15;-0,04;0,20;-0,31;0,25;0,32;
6.478;-0,14;-0,03;0,20;-0,31;0,25;0,32;
6.48;-0,12;-0,03;0,22;-0,31;0,25;0,32;
6.481;-0,12;-0,03;0,22;-0,36;0,22;0,32;
6.482;-0,12;-0,03;0,22;-0,41;0,19;0,32;
6.482;-0,11;-0,02;0,24;-0,41;0,19;0,32;
6.485;-0,09;-0,00;0,27;-0,41;0,19;0,32;
6.486;-0,09;-0,00;0,27;-0,45;0,17;0,32;
6.487;-0,09;-0,00;0,27;-0,49;0,14;0,31;
6.487;-0,06;0,01;0,31;-0,49;0,14;0,31;
6.491;-0,06;0,01;0,31;-0,51;0,12;0,31;
6.491;-0,04;0,03;0,35;-0,51;0,12;0,31;
6.492;-0,04;0,03;0,35;-0,52;0,11;0,29;
6.492;-0,03;0,04;0,38;-0,52;0,11;0,29;
6.495;-0,02;0,04;0,41;-0,52;0,11;0,29;
6.496;-0,02;0,04;0,41;-0,53;0,09;0,28;
6.499;-0,02;0,04;0,41;-0,53;0,08;0,26;
6.499;-0,01;0,05;0,44;-0,53;0,08;0,26;
6.499;-0,01;0,05;0,47;-0,53;0,08;0,26;
6.5;-0,01;0,05;0,47;-0,52;0,06;0,24;
6.503;-0,01;0,05;0,47;-0,50;0,04;0,21;
6.503;-0,01;0,05;0,50;-0,50;0,04;0,21;
6.504;-0,01;0,05;0,50;-0,48;0,02;0,19;
6.505;-0,00;0,05;0,52;-0,48;0,02;0,19;
6.508;-0,00;0,05;0,52;-0,44;-0,01;0,17;
6.508;-0,01;0,05;0,53;-0,44;-0,01;0,17;
6.514;-0,01;0,05;0,53;-0,40;-0,04;0,15;
6.515;-0,01;0,05;0,55;-0,40;-0,04;0,15;
6.515;-0,01;0,05;0,55;-0,36;-0,07;0,13;
6.516;-0,02;0,05;0,56;-0,36;-0,07;0,13;
6.516;-0,02;0,05;0,56;-0,31;-0,11;0,11;
6.517;-0,03;0,04;0,58;-0,31;-0,11;0,11;
6.518;-0,03;0,04;0,58;-0,26;-0,14;0,10;
6.519;-0,04;0,04;0,59;-0,26;-0,14;0,10;
6.523;-0,04;0,04;0,59;-0,20;-0,16;0,09;
6.524;-0,05;0,04;0,61;-0,20;-0,16;0,09;
6.524;-0,06;0,04;0,63;-0,20;-0,16;0,09;
6.524;-0,06;0,04;0,63;-0,15;-0,19;0,08;
6.525;-0,06;0,04;0,63;-0,09;-0,21;0,07;
6.526;-0,06;0,04;0,63;-0,09;-0,21;0,07;
6.532;-0,06;0,04;0,63;-0,03;-0,23;0,06;
6.532;-0,07;0,04;0,63;-0,03;-0,23;0,06;
6.533;-0,07;0,04;0,63;0,03;-0,24;0,06;
6.533;-0,08;0,04;0,64;0,03;-0,24;0,06;
6.535;-0,08;0,04;0,63;0,03;-0,24;0,06;
6.535;-0,08;0,04;0,63;0,09;-0,26;0,05;
6.536;-0,08;0,04;0,63;0,15;-0,27;0,04;
6.536;-0,09;0,04;0,62;0,15;-0,27;0,04;
6.54;-0,11;0,03;0,61;0,15;-0,27;0,04;
6.541;-0,11;0,03;0,61;0,20;-0,28;0,03;
6.542;-0,11;0,03;0,61;0,24;-0,29;0,03;
6.543;-0,12;0,02;0,61;0,24;-0,29;0,03;
6.543;-0,15;0,01;0,61;0,24;-0,29;0,03;
6.544;-0,15;0,01;0,61;0,28;-0,29;0,03;
6.545;-0,15;0,01;0,61;0,32;-0,28;0,04;
6.545;-0,17;-0,00;0,61;0,32;-0,28;0,04;
6.554;-0,17;-0,00;0,61;0,35;-0,26;0,05;
6.555;-0,19;-0,00;0,61;0,35;-0,26;0,05;
6.555;-0,19;-0,00;0,61;0,37;-0,25;0,07;
6.556;-0,19;-0,00;0,61;0,40;-0,23;0,10;
6.556;-0,21;-0,00;0,61;0,40;-0,23;0,10;
6.556;-0,22;0,00;0,62;0,40;-0,23;0,10;
6.557;-0,22;0,00;0,62;0,43;-0,20;0,13;
6.557;-0,22;0,01;0,62;0,43;-0,20;0,13;
6.557;-0,22;0,01;0,62;0,46;-0,18;0,17;
6.558;-0,23;0,01;0,63;0,46;-0,18;0,17;
6.562;-0,23;0,01;0,63;0,46;-0,18;0,17;
6.563;-0,23;0,01;0,63;0,48;-0,15;0,20;
6.566;-0,22;0,02;0,64;0,48;-0,15;0,20;
6.566;-0,22;0,02;0,64;0,50;-0,12;0,24;
6.566;-0,22;0,02;0,64;0,53;-0,09;0,27;
6.567;-0,20;0,01;0,64;0,53;-0,09;0,27;
6.568;-0,19;0,01;0,65;0,53;-0,09;0,27;
6.568;-0,19;0,01;0,65;0,54;-0,07;0,31;
6.574;-0,19;0,01;0,65;0,55;-0,04;0,33;
6.575;-0,18;0,02;0,66;0,55;-0,04;0,33;
6.575;-0,18;0,02;0,66;0,56;-0,01;0,35;
6.576;-0,16;0,01;0,67;0,56;-0,01;0,35;
6.576;-0,16;0,01;0,67;0,56;0,02;0,37;
6.576;-0,13;0,01;0,68;0,56;0,02;0,37;
6.582;-0,13;0,01;0,68;0,57;0,04;0,38;
6.583;-0,11;0,01;0,69;0,57;0,04;0,38;
6.583;-0,08;0,02;0,71;0,57;0,04;0,38;
6.584;-0,08;0,02;0,71;0,57;0,06;0,38;
6.584;-0,05;0,02;0,73;0,57;0,06;0,38;
6.584;-0,05;0,02;0,73;0,57;0,07;0,37;
6.585;-0,05;0,02;0,73;0,58;0,06;0,36;
6.585;-0,02;0,03;0,74;0,58;0,06;0,36;
6.588;0,01;0,04;0,76;0,58;0,06;0,36;
6.589;0,01;0,04;0,76;0,58;0,05;0,34;
6.59;0,01;0,04;0,76;0,59;0,03;0,31;
6.591;0,04;0,04;0,78;0,59;0,03;0,31;
6.597;0,04;0,04;0,78;0,60;0,01;0,28;
6.598;0,06;0,04;0,80;0,60;0,01;0,28;
6.599;0,07;0,04;0,82;0,60;0,01;0,28;
6.599;0,07;0,04;0,82;0,61;-0,03;0,23;
6.599;0,07;0,04;0,82;0,63;-0,07;0,19;
6.6;0,08;0,04;0,84;0,63;-0,07;0,19;
6.6;0,08;0,04;0,84;0,65;-0,11;0,14;
6.6;0,08;0,04;0,87;0,65;-0,11;0,14;
6.604;0,08;0,04;0,87;0,67;-0,16;0,09;
6.605;0,08;0,04;0,89;0,67;-0,16;0,09;
6.607;0,08;0,04;0,91;0,67;-0,16;0,09;
6.608;0,08;0,04;0,91;0,69;-0,20;0,05;
6.608;0,08;0,04;0,93;0,69;-0,20;0,05;
6.608;0,08;0,04;0,93;0,72;-0,26;0,00;
6.612;0,08;0,04;0,93;0,75;-0,30;-0,03;
6.613;0,08;0,05;0,95;0,75;-0,30;-0,03;
6.613;0,07;0,06;0,96;0,75;-0,30;-0,03;
6.613;0,07;0,06;0,96;0,78;-0,34;-0,07;
6.616;0,07;0,06;0,96;0,81;-0,38;-0,11;
6.616;0,06;0,06;0,98;0,81;-0,38;-0,11;
6.618;0,06;0,06;0,98;0,85;-0,41;-0,14;
6.619;0,05;0,07;0,98;0,85;-0,41;-0,14;
6.622;0,05;0,07;0,98;0,88;-0,42;-0,17;
6.623;0,03;0,07;0,99;0,88;-0,42;-0,17;
6.623;0,01;0,08;0,99;0,88;-0,42;-0,17;
6.624;0,01;0,08;0,99;0,90;-0,41;-0,19;
6.624;0,01;0,08;0,99;0,92;-0,38;-0,21;
6.625;-0,02;0,08;1,00;0,92;-0,38;-0,21;
6.627;-0,02;0,08;1,00;0,92;-0,33;-0,22;
6.627;-0,04;0,08;1,00;0,92;-0,33;-0,22;
6.63;-0,04;0,08;1,00;0,93;-0,27;-0,22;
6.631;-0,07;0,07;1,00;0,93;-0,27;-0,22;
6.632;-0,09;0,06;1,00;0,93;-0,27;-0,22;
6.632;-0,09;0,06;1,00;0,92;-0,19;-0,22;
6.651;-0,09;0,06;1,00;0,89;-0,10;-0,20;
6.652;-0,11;0,06;1,01;0,89;-0,10;-0,20;
6.653;-0,12;0,06;1,02;0,89;-0,10;-0,20;
6.653;-0,12;0,06;1,02;0,87;-0,01;-0,18;
6.654;-0,14;0,06;1,02;0,87;-0,01;-0,18;
6.654;-0,14;0,06;1,02;0,84;0,08;-0,17;
6.655;-0,15;0,07;1,05;0,84;0,08;-0,17;
6.655;-0,15;0,07;1,05;0,80;0,17;-0,14;
6.655;-0,15;0,08;1,06;0,80;0,17;-0,14;
6.656;-0,15;0,08;1,06;0,76;0,26;-0,12;
6.656;-0,15;0,08;1,06;0,72;0,34;-0,09;
6.657;-0,17;0,08;1,08;0,72;0,34;-0,09;
6.657;-0,17;0,09;1,10;0,72;0,34;-0,09;
6.658;-0,17;0,09;1,10;0,67;0,41;-0,07;
6.658;-0,17;0,09;1,10;0,63;0,45;-0,05;
6.659;-0,18;0,10;1,13;0,63;0,45;-0,05;
6.659;-0,18;0,10;1,13;0,58;0,48;-0,02;
6.66;-0,18;0,11;1,15;0,58;0,48;-0,02;
6.66;-0,18;0,11;1,15;0,54;0,48;0,00;
6.66;-0,19;0,11;1,18;0,54;0,48;0,00;
6.661;-0,19;0,11;1,18;0,51;0,44;0,03;
6.662;-0,18;0,12;1,19;0,51;0,44;0,03;
6.674;-0,18;0,12;1,19;0,48;0,38;0,05;
6.675;-0,18;0,12;1,22;0,48;0,38;0,05;
6.675;-0,18;0,12;1,26;0,48;0,38;0,05;
6.676;-0,18;0,12;1,26;0,46;0,30;0,08;
6.676;-0,18;0,12;1,26;0,45;0,20;0,10;
6.676;-0,18;0,11;1,30;0,45;0,20;0,10;
6.676;-0,17;0,11;1,35;0,45;0,20;0,10;
6.677;-0,17;0,11;1,35;0,45;0,10;0,12;
6.677;-0,17;0,11;1,35;0,45;-0,02;0,14;
6.677;-0,16;0,12;1,41;0,45;-0,02;0,14;
6.678;-0,16;0,12;1,41;0,47;-0,13;0,16;
6.678;-0,14;0,12;1,46;0,47;-0,13;0,16;
6.678;-0,11;0,13;1,51;0,47;-0,13;0,16;
6.678;-0,11;0,13;1,51;0,50;-0,24;0,17;
6.682;-0,11;0,13;1,51;0,54;-0,35;0,18;
6.682;-0,08;0,13;1,55;0,54;-0,35;0,18;
6.682;-0,08;0,13;1,55;0,60;-0,46;0,18;
6.683;-0,05;0,14;1,59;0,60;-0,46;0,18;
6.685;-0,01;0,14;1,62;0,60;-0,46;0,18;
6.686;-0,01;0,14;1,62;0,67;-0,56;0,17;
6.688;0,03;0,15;1,64;0,67;-0,56;0,17;
6.689;0,03;0,15;1,64;0,75;-0,65;0,15;
6.69;0,03;0,15;1,64;0,84;-0,72;0,13;
6.69;0,06;0,15;1,64;0,84;-0,72;0,13;
6.693;0,10;0,15;1,63;0,84;-0,72;0,13;
6.694;0,10;0,15;1,63;0,94;-0,77;0,10;
6.697;0,10;0,15;1,63;1,03;-0,81;0,07;
6.698;0,13;0,16;1,59;1,03;-0,81;0,07;
6.699;0,13;0,16;1,59;1,11;-0,83;0,03;
6.699;0,16;0,17;1,56;1,11;-0,83;0,03;
6.701;0,16;0,17;1,56;1,18;-0,83;-0,02;
6.701;0,18;0,17;1,51;1,18;-0,83;-0,02;
6.703;0,19;0,19;1,46;1,18;-0,83;-0,02;
6.703;0,19;0,19;1,46;1,23;-0,81;-0,07;
6.706;0,20;0,19;1,41;1,23;-0,81;-0,07;
6.707;0,20;0,19;1,41;1,27;-0,76;-0,11;
6.708;0,20;0,20;1,36;1,27;-0,76;-0,11;
6.709;0,20;0,20;1,36;1,28;-0,69;-0,16;
6.712;0,20;0,20;1,36;1,28;-0,61;-0,20;
6.713;0,20;0,22;1,32;1,28;-0,61;-0,20;
6.714;0,19;0,22;1,27;1,28;-0,61;-0,20;
6.714;0,19;0,22;1,27;1,27;-0,51;-0,23;
6.717;0,19;0,22;1,27;1,23;-0,40;-0,26;
6.718;0,18;0,23;1,21;1,23;-0,40;-0,26;
6.719;0,18;0,23;1,21;1,19;-0,27;-0,29;
6.719;0,17;0,24;1,16;1,19;-0,27;-0,29;
6.719;0,15;0,24;1,11;1,19;-0,27;-0,29;
6.72;0,15;0,24;1,11;1,14;-0,15;-0,31;
6.723;0,13;0,26;1,06;1,14;-0,15;-0,31;
6.724;0,13;0,26;1,06;1,07;-0,02;-0,32;
6.725;0,11;0,26;1,01;1,07;-0,02;-0,32;
6.725;0,11;0,26;1,01;0,99;0,11;-0,33;
6.731;0,11;0,26;1,01;0,90;0,24;-0,34;
6.731;0,10;0,27;0,97;0,90;0,24;-0,34;
6.732;0,07;0,27;0,94;0,90;0,24;-0,34;
6.732;0,07;0,27;0,94;0,80;0,36;-0,34;
6.732;0,07;0,27;0,94;0,70;0,48;-0,34;
6.733;0,05;0,28;0,92;0,70;0,48;-0,34;
6.735;0,03;0,29;0,90;0,70;0,48;-0,34;
6.736;0,03;0,29;0,90;0,58;0,59;-0,33;
6.743;0,03;0,29;0,90;0,46;0,69;-0,32;
6.744;0,01;0,29;0,90;0,46;0,69;-0,32;
6.744;0,00;0,31;0,90;0,46;0,69;-0,32;
6.744;0,00;0,31;0,90;0,34;0,79;-0,30;
6.744;0,00;0,31;0,90;0,24;0,87;-0,29;
6.745;-0,02;0,31;0,91;0,24;0,87;-0,29;
6.747;-0,04;0,31;0,93;0,24;0,87;-0,29;
6.747;-0,04;0,31;0,93;0,12;0,95;-0,28;
6.748;-0,04;0,31;0,93;0,02;1,02;-0,25;
6.748;-0,07;0,31;0,95;0,02;1,02;-0,25;
6.752;-0,07;0,31;0,95;-0,08;1,08;-0,23;
6.752;-0,09;0,30;0,98;-0,08;1,08;-0,23;
6.752;-0,09;0,30;0,98;-0,17;1,14;-0,21;
6.752;-0,12;0,29;1,01;-0,17;1,14;-0,21;
6.755;-0,12;0,29;1,01;-0,26;1,19;-0,18;
6.756;-0,14;0,28;1,04;-0,26;1,19;-0,18;
6.757;-0,14;0,28;1,04;-0,34;1,24;-0,15;
6.758;-0,16;0,28;1,06;-0,34;1,24;-0,15;
6.762;-0,16;0,28;1,06;-0,42;1,27;-0,12;
6.762;-0,18;0,27;1,08;-0,42;1,27;-0,12;
6.763;-0,19;0,27;1,09;-0,42;1,27;-0,12;
6.764;-0,19;0,27;1,09;-0,49;1,28;-0,10;
6.766;-0,19;0,27;1,09;-0,55;1,28;-0,06;
6.766;-0,19;0,26;1,10;-0,55;1,28;-0,06;
6.768;-0,19;0,26;1,10;-0,55;1,28;-0,06;
6.769;-0,19;0,26;1,10;-0,61;1,24;-0,04;
6.77;-0,19;0,26;1,10;-0,66;1,17;-0,01;
6.771;-0,19;0,26;1,10;-0,66;1,17;-0,01;
6.773;-0,19;0,26;1,10;-0,71;1,09;0,01;
6.773;-0,18;0,26;1,09;-0,71;1,09;0,01;
6.779;-0,18;0,26;1,09;-0,75;0,98;0,03;
6.78;-0,17;0,25;1,10;-0,75;0,98;0,03;
6.78;-0,17;0,24;1,10;-0,75;0,98;0,03;
6.781;-0,17;0,24;1,10;-0,79;0,87;0,04;
6.783;-0,16;0,23;1,11;-0,79;0,87;0,04;
6.783;-0,16;0,23;1,11;-0,82;0,76;0,05;
6.787;-0,15;0,23;1,12;-0,82;0,76;0,05;
6.788;-0,15;0,23;1,12;-0,85;0,64;0,06;
6.788;-0,15;0,23;1,12;-0,87;0,53;0,06;
6.788;-0,14;0,22;1,12;-0,87;0,53;0,06;
6.789;-0,12;0,21;1,13;-0,87;0,53;0,06;
6.789;-0,12;0,21;1,13;-0,89;0,42;0,06;
6.795;-0,12;0,21;1,13;-0,90;0,31;0,06;
6.796;-0,10;0,21;1,14;-0,90;0,31;0,06;
6.797;-0,10;0,21;1,14;-0,90;0,20;0,06;
6.797;-0,09;0,20;1,14;-0,90;0,20;0,06;
6.798;-0,07;0,20;1,15;-0,90;0,20;0,06;
6.798;-0,07;0,20;1,15;-0,88;0,09;0,05;
6.8;-0,07;0,20;1,15;-0,87;-0,01;0,04;
6.8;-0,04;0,20;1,13;-0,87;-0,01;0,04;
6.802;-0,04;0,20;1,13;-0,84;-0,09;0,03;
6.803;-0,04;0,20;1,13;-0,81;-0,17;0,02;
6.803;-0,02;0,19;1,12;-0,81;-0,17;0,02;
6.804;0,00;0,19;1,11;-0,81;-0,17;0,02;
6.808;0,00;0,19;1,11;-0,78;-0,24;0,00;
6.808;0,02;0,19;1,10;-0,78;-0,24;0,00;
6.811;0,03;0,19;1,09;-0,78;-0,24;0,00;
6.812;0,03;0,19;1,09;-0,73;-0,29;-0,02;
6.812;0,03;0,19;1,09;-0,69;-0,32;-0,04;
6.813;0,04;0,17;1,08;-0,69;-0,32;-0,04;
6.816;0,04;0,17;1,08;-0,65;-0,33;-0,06;
6.816;0,05;0,17;1,06;-0,65;-0,33;-0,06;
6.816;0,05;0,16;1,05;-0,65;-0,33;-0,06;
6.817;0,05;0,16;1,05;-0,62;-0,31;-0,08;
6.818;0,05;0,16;1,05;-0,58;-0,27;-0,09;
6.819;0,05;0,16;1,04;-0,58;-0,27;-0,09;
6.82;0,04;0,15;1,02;-0,58;-0,27;-0,09;
6.821;0,04;0,15;1,02;-0,55;-0,22;-0,11;
6.823;0,03;0,15;1,00;-0,55;-0,22;-0,11;
6.824;0,03;0,15;1,00;-0,52;-0,16;-0,13;
6.826;0,03;0,15;0,97;-0,52;-0,16;-0,13;
6.826;0,03;0,15;0,97;-0,48;-0,10;-0,14;
6.829;0,03;0,15;0,97;-0,44;-0,04;-0,15;
6.83;0,02;0,15;0,94;-0,44;-0,04;-0,15;
6.831;0,01;0,15;0,91;-0,44;-0,04;-0,15;
6.831;0,01;0,15;0,91;-0,41;0,02;-0,15;
6.834;0,01;0,15;0,91;-0,38;0,08;-0,16;
6.834;0,01;0,15;0,89;-0,38;0,08;-0,16;
6.834;0,01;0,15;0,89;-0,36;0,13;-0,16;
6.835;-0,00;0,15;0,87;-0,36;0,13;-0,16;
6.836;-0,02;0,15;0,84;-0,36;0,13;-0,16;
6.837;-0,02;0,15;0,84;-0,33;0,17;-0,16;
6.839;-0,02;0,15;0,84;-0,31;0,20;-0,15;
6.839;-0,03;0,15;0,82;-0,31;0,20;-0,15;
6.852;-0,03;0,15;0,82;-0,30;0,24;-0,14;
6.853;-0,06;0,15;0,80;-0,30;0,24;-0,14;
6.855;-0,07;0,15;0,79;-0,30;0,24;-0,14;
6.855;-0,07;0,15;0,79;-0,28;0,26;-0,12;
6.856;-0,07;0,15;0,79;-0,27;0,30;-0,10;
6.856;-0,09;0,15;0,78;-0,27;0,30;-0,10;
6.856;-0,09;0,15;0,78;-0,26;0,33;-0,07;
6.857;-0,11;0,15;0,78;-0,26;0,33;-0,07;
6.857;-0,11;0,15;0,78;-0,26;0,38;-0,04;
6.858;-0,12;0,15;0,79;-0,26;0,38;-0,04;
6.858;-0,12;0,15;0,79;-0,26;0,43;-0,00;
6.859;-0,13;0,16;0,78;-0,26;0,43;-0,00;
6.859;-0,15;0,16;0,78;-0,26;0,43;-0,00;
6.859;-0,15;0,16;0,78;-0,25;0,49;0,04;
6.877;-0,15;0,16;0,78;-0,25;0,55;0,08;
6.877;-0,15;0,16;0,78;-0,25;0,55;0,08;
6.878;-0,15;0,16;0,78;-0,26;0,61;0,13;
6.878;-0,16;0,16;0,77;-0,26;0,61;0,13;
6.878;-0,16;0,16;0,78;-0,26;0,61;0,13;
6.878;-0,16;0,16;0,78;-0,26;0,66;0,18;
6.879;-0,16;0,16;0,78;-0,27;0,71;0,23;
6.879;-0,17;0,15;0,78;-0,27;0,71;0,23;
6.879;-0,17;0,15;0,78;-0,27;0,76;0,28;
6.879;-0,18;0,14;0,79;-0,27;0,76;0,28;
6.88;-0,17;0,13;0,79;-0,27;0,76;0,28;
6.88;-0,17;0,13;0,79;-0,26;0,79;0,32;
6.88;-0,16;0,13;0,79;-0,26;0,79;0,32;
6.88;-0,16;0,13;0,79;-0,26;0,80;0,37;
6.88;-0,14;0,14;0,78;-0,26;0,80;0,37;
6.881;-0,14;0,14;0,78;-0,26;0,79;0,40;
6.881;-0,10;0,13;0,77;-0,26;0,79;0,40;
6.881;-0,10;0,13;0,77;-0,25;0,75;0,43;
6.883;-0,07;0,14;0,75;-0,25;0,75;0,43;
6.884;-0,07;0,14;0,75;-0,24;0,67;0,44;
6.886;-0,03;0,14;0,73;-0,24;0,67;0,44;
6.886;-0,03;0,14;0,73;-0,22;0,57;0,45;
6.888;-0,03;0,14;0,73;-0,19;0,44;0,44;
6.888;0,01;0,13;0,72;-0,19;0,44;0,44;
6.891;0,01;0,13;0,72;-0,17;0,30;0,41;
6.891;0,04;0,14;0,70;-0,17;0,30;0,41;
6.894;0,04;0,14;0,70;-0,15;0,14;0,38;
6.895;0,08;0,14;0,69;-0,15;0,14;0,38;
6.896;0,08;0,14;0,69;-0,13;-0,03;0,33;
6.897;0,10;0,15;0,69;-0,13;-0,03;0,33;
6.899;0,10;0,15;0,69;-0,11;-0,20;0,28;
6.899;0,12;0,15;0,68;-0,11;-0,20;0,28;
6.901;0,14;0,17;0,68;-0,11;-0,20;0,28;
6.902;0,14;0,17;0,68;-0,08;-0,35;0,22;
6.904;0,15;0,17;0,69;-0,08;-0,35;0,22;
6.904;0,15;0,17;0,69;-0,05;-0,49;0,17;
6.907;0,16;0,18;0,69;-0,05;-0,49;0,17;
6.908;0,16;0,18;0,69;-0,02;-0,60;0,12;
6.908;0,16;0,18;0,69;0,01;-0,70;0,06;
6.909;0,15;0,18;0,70;0,01;-0,70;0,06;
6.912;0,15;0,18;0,70;0,04;-0,77;0,01;
6.913;0,15;0,17;0,71;0,04;-0,77;0,01;
6.915;0,14;0,17;0,71;0,04;-0,77;0,01;
6.916;0,14;0,17;0,71;0,07;-0,80;-0,03;
6.916;0,14;0,17;0,71;0,11;-0,82;-0,07;
