
time;gFx;gFy;gFz;wx;wy;wz;
0.004;-0,08;0,15;1,02;-0,07;-0,41;0,12;
0.005;-0,08;0,15;1,02;-0,07;-0,42;0,11;
0.005;-0,08;0,15;1,02;-0,08;-0,42;0,10;
0.006;-0,09;0,16;1,03;-0,08;-0,42;0,10;
0.006;-0,09;0,16;1,03;-0,08;-0,41;0,10;
0.007;-0,08;0,15;1,03;-0,08;-0,41;0,10;
0.007;-0,08;0,15;1,03;-0,09;-0,39;0,09;
0.008;-0,08;0,15;1,03;-0,09;-0,38;0,09;
0.008;-0,08;0,16;1,03;-0,09;-0,38;0,09;
0.009;-0,08;0,16;1,03;-0,09;-0,38;0,09;
0.009;-0,08;0,16;1,03;-0,10;-0,36;0,09;
0.009;-0,08;0,16;1,03;-0,10;-0,36;0,09;
0.01;-0,07;0,15;1,02;-0,10;-0,36;0,09;
0.01;-0,07;0,15;1,02;-0,11;-0,34;0,09;
0.011;-0,07;0,15;1,02;-0,11;-0,33;0,09;
0.011;-0,07;0,15;1,02;-0,11;-0,33;0,09;
0.011;-0,06;0,15;1,02;-0,11;-0,33;0,09;
0.012;-0,06;0,15;1,02;-0,12;-0,31;0,09;
0.012;-0,06;0,15;1,02;-0,13;-0,30;0,08;
0.012;-0,06;0,14;1,02;-0,13;-0,30;0,08;
0.016;-0,06;0,14;1,02;-0,13;-0,27;0,08;
0.017;-0,05;0,14;1,03;-0,13;-0,27;0,08;
0.017;-0,05;0,14;1,03;-0,13;-0,27;0,08;
0.017;-0,05;0,14;1,03;-0,14;-0,24;0,08;
0.017;-0,05;0,14;1,03;-0,14;-0,22;0,07;
0.017;-0,04;0,13;1,03;-0,14;-0,22;0,07;
0.02;-0,04;0,13;1,03;-0,13;-0,20;0,07;
0.02;-0,04;0,13;1,02;-0,13;-0,20;0,07;
0.035;-0,02;0,13;1,03;-0,13;-0,20;0,07;
0.035;-0,02;0,13;1,03;-0,13;-0,19;0,07;
0.036;-0,02;0,13;1,03;-0,12;-0,17;0,07;
0.036;-0,02;0,14;1,04;-0,12;-0,17;0,07;
0.036;-0,03;0,13;1,04;-0,12;-0,17;0,07;
0.036;-0,03;0,13;1,04;-0,10;-0,16;0,07;
0.036;-0,03;0,13;1,04;-0,09;-0,15;0,07;
0.037;-0,03;0,13;1,05;-0,09;-0,15;0,07;
0.037;-0,05;0,13;1,06;-0,09;-0,15;0,07;
0.037;-0,05;0,13;1,06;-0,07;-0,13;0,07;
0.037;-0,06;0,13;1,07;-0,07;-0,13;0,07;
0.038;-0,06;0,13;1,07;-0,05;-0,12;0,07;
0.039;-0,07;0,13;1,08;-0,05;-0,12;0,07;
0.039;-0,07;0,13;1,08;-0,02;-0,12;0,08;
0.042;-0,07;0,13;1,08;-0,00;-0,11;0,10;
0.043;-0,09;0,12;1,10;-0,00;-0,11;0,10;
0.046;-0,10;0,12;1,13;-0,00;-0,11;0,10;
0.046;-0,10;0,12;1,13;0,04;-0,10;0,12;
0.047;-0,10;0,11;1,14;0,04;-0,10;0,12;
0.047;-0,10;0,11;1,14;0,07;-0,08;0,14;
0.048;-0,10;0,11;1,14;0,12;-0,07;0,17;
0.049;-0,11;0,12;1,16;0,12;-0,07;0,17;
0.051;-0,11;0,12;1,16;0,17;-0,05;0,20;
0.051;-0,11;0,11;1,18;0,17;-0,05;0,20;
0.054;-0,11;0,11;1,18;0,22;-0,03;0,22;
0.054;-0,10;0,11;1,20;0,22;-0,03;0,22;
0.055;-0,09;0,11;1,20;0,22;-0,03;0,22;
0.055;-0,09;0,11;1,20;0,28;-0,00;0,25;
0.063;-0,08;0,10;1,20;0,28;-0,00;0,25;
0.063;-0,08;0,10;1,20;0,33;0,02;0,27;
0.064;-0,08;0,10;1,20;0,38;0,05;0,28;
0.064;-0,06;0,11;1,19;0,38;0,05;0,28;
0.064;-0,06;0,10;1,18;0,38;0,05;0,28;
0.065;-0,06;0,10;1,18;0,43;0,07;0,27;
0.066;-0,06;0,10;1,18;0,48;0,10;0,25;
0.066;-0,06;0,09;1,17;0,48;0,10;0,25;
0.07;-0,05;0,09;1,16;0,48;0,10;0,25;
0.071;-0,05;0,09;1,16;0,52;0,14;0,24;
0.076;-0,05;0,09;1,16;0,55;0,17;0,23;
0.077;-0,04;0,08;1,13;0,55;0,17;0,23;
0.077;-0,04;0,08;1,13;0,58;0,18;0,22;
0.078;-0,04;0,09;1,12;0,58;0,18;0,22;
0.078;-0,04;0,09;1,10;0,58;0,18;0,22;
0.078;-0,04;0,09;1,10;0,61;0,19;0,22;
0.08;-0,04;0,09;1,10;0,63;0,18;0,21;
0.081;-0,04;0,10;1,08;0,63;0,18;0,21;
0.081;-0,04;0,10;1,08;0,66;0,17;0,21;
0.082;-0,04;0,11;1,08;0,66;0,17;0,21;
0.082;-0,04;0,11;1,08;0,68;0,16;0,21;
0.082;-0,03;0,13;1,07;0,68;0,16;0,21;
0.085;-0,02;0,15;1,06;0,68;0,16;0,21;
0.085;-0,02;0,15;1,06;0,71;0,16;0,20;
0.09;-0,02;0,15;1,06;0,73;0,16;0,18;
0.09;-0,00;0,16;1,05;0,73;0,16;0,18;
0.096;0,04;0,14;1,06;0,73;0,16;0,18;
0.096;0,04;0,14;1,06;0,75;0,16;0,16;
0.097;0,04;0,14;1,06;0,78;0,18;0,12;
0.097;0,05;0,15;1,05;0,78;0,18;0,12;
0.098;0,05;0,15;1,05;0,79;0,20;0,08;
0.098;0,02;0,16;1,01;0,79;0,20;0,08;
0.099;0,02;0,16;1,01;0,81;0,20;0,05;
0.099;0,01;0,17;0,99;0,81;0,20;0,05;
0.099;0,01;0,17;0,99;0,82;0,20;0,03;
0.1;-0,01;0,17;0,98;0,82;0,20;0,03;
0.103;-0,01;0,17;0,98;0,83;0,20;0,01;
0.103;-0,02;0,17;0,98;0,83;0,20;0,01;
0.108;-0,02;0,17;0,98;0,83;0,19;-0,00;
0.109;-0,04;0,18;0,97;0,83;0,19;-0,00;
0.113;-0,04;0,18;0,97;0,83;0,19;-0,01;
0.113;-0,04;0,18;0,97;0,83;0,18;-0,02;
0.114;-0,05;0,19;0,97;0,83;0,18;-0,02;
0.115;-0,06;0,21;0,97;0,83;0,18;-0,02;
0.115;-0,07;0,21;0,98;0,83;0,18;-0,02;
0.115;-0,07;0,21;0,98;0,84;0,18;-0,02;
0.117;-0,07;0,21;0,98;0,85;0,17;-0,02;
0.117;-0,09;0,22;0,97;0,85;0,17;-0,02;
0.118;-0,09;0,22;0,97;0,85;0,16;-0,02;
0.118;-0,09;0,22;0,97;0,85;0,16;-0,02;
0.119;-0,10;0,23;0,96;0,85;0,16;-0,02;
0.119;-0,10;0,23;0,96;0,86;0,15;-0,01;
0.121;-0,10;0,23;0,96;0,86;0,14;-0,01;
0.121;-0,10;0,24;0,96;0,86;0,14;-0,01;
0.135;-0,10;0,24;0,96;0,85;0,13;-0,01;
0.136;-0,11;0,24;0,96;0,85;0,13;-0,01;
0.137;-0,11;0,24;0,96;0,85;0,11;0,00;
0.137;-0,12;0,24;0,96;0,85;0,11;0,00;
0.138;-0,12;0,24;0,96;0,85;0,10;0,01;
0.138;-0,12;0,24;0,95;0,85;0,10;0,01;
0.138;-0,12;0,24;0,94;0,85;0,10;0,01;
0.139;-0,12;0,24;0,94;0,85;0,08;0,02;
0.139;-0,12;0,24;0,94;0,85;0,05;0,03;
0.14;-0,12;0,23;0,93;0,85;0,05;0,03;
0.14;-0,12;0,23;0,93;0,84;0,01;0,04;
0.141;-0,12;0,23;0,93;0,84;-0,03;0,05;
0.141;-0,12;0,23;0,92;0,84;-0,03;0,05;
0.142;-0,12;0,22;0,91;0,84;-0,03;0,05;
0.168;-0,12;0,22;0,91;0,82;-0,07;0,07;
0.168;-0,13;0,21;0,90;0,82;-0,07;0,07;
0.169;-0,13;0,21;0,90;0,81;-0,12;0,09;
0.169;-0,12;0,20;0,89;0,81;-0,12;0,09;
0.169;-0,12;0,20;0,89;0,78;-0,16;0,11;
0.17;-0,11;0,19;0,88;0,78;-0,16;0,11;
0.17;-0,09;0,19;0,89;0,78;-0,16;0,11;
0.17;-0,09;0,19;0,89;0,76;-0,20;0,13;
0.171;-0,09;0,19;0,89;0,74;-0,24;0,14;
0.171;-0,07;0,19;0,88;0,74;-0,24;0,14;
0.171;-0,05;0,19;0,88;0,74;-0,24;0,14;
0.172;-0,05;0,19;0,88;0,71;-0,26;0,15;
0.172;-0,03;0,19;0,87;0,71;-0,26;0,15;
0.172;-0,03;0,19;0,87;0,68;-0,28;0,15;
0.172;-0,03;0,19;0,87;0,65;-0,28;0,15;
0.173;-0,00;0,18;0,87;0,65;-0,28;0,15;
0.173;0,02;0,17;0,86;0,65;-0,28;0,15;
0.173;0,02;0,17;0,86;0,61;-0,27;0,13;
0.173;0,03;0,18;0,84;0,61;-0,27;0,13;
0.173;0,03;0,18;0,84;0,57;-0,26;0,11;
0.174;0,03;0,18;0,84;0,52;-0,25;0,09;
0.174;0,04;0,18;0,84;0,52;-0,25;0,09;
0.176;0,04;0,18;0,84;0,47;-0,24;0,06;
0.176;0,03;0,19;0,83;0,47;-0,24;0,06;
0.176;0,03;0,19;0,83;0,41;-0,22;0,03;
0.176;0,03;0,19;0,83;0,41;-0,22;0,03;
0.18;0,03;0,19;0,83;0,35;-0,21;0,00;
0.18;0,03;0,19;0,83;0,35;-0,21;0,00;
0.181;0,03;0,19;0,83;0,29;-0,19;-0,02;
0.181;0,04;0,19;0,83;0,29;-0,19;-0,02;
0.182;0,04;0,19;0,86;0,29;-0,19;-0,02;
0.182;0,04;0,19;0,86;0,23;-0,16;-0,05;
0.185;0,04;0,19;0,88;0,23;-0,16;-0,05;
0.185;0,04;0,19;0,88;0,17;-0,13;-0,09;
0.185;0,04;0,19;0,88;0,12;-0,10;-0,12;
0.185;0,04;0,20;0,90;0,12;-0,10;-0,12;
0.188;0,04;0,20;0,91;0,12;-0,10;-0,12;
0.188;0,04;0,20;0,91;0,07;-0,06;-0,16;
0.192;0,04;0,20;0,91;0,03;-0,03;-0,21;
0.192;0,05;0,21;0,92;0,03;-0,03;-0,21;
0.193;0,05;0,21;0,92;0,00;-0,02;-0,25;
0.194;0,05;0,21;0,93;0,00;-0,02;-0,25;
0.198;0,05;0,21;0,93;-0,03;-0,01;-0,30;
0.199;0,06;0,22;0,94;-0,03;-0,01;-0,30;
0.2;0,06;0,22;0,94;-0,05;-0,00;-0,35;
0.201;0,06;0,22;0,94;-0,05;-0,00;-0,35;
0.201;0,06;0,21;0,95;-0,05;-0,00;-0,35;
0.201;0,06;0,21;0,95;-0,07;-0,01;-0,41;
0.202;0,06;0,21;0,95;-0,09;-0,02;-0,47;
0.202;0,05;0,21;0,96;-0,09;-0,02;-0,47;
0.209;0,05;0,21;0,96;-0,10;-0,01;-0,52;
0.209;0,04;0,21;0,99;-0,10;-0,01;-0,52;
0.21;0,03;0,20;1,00;-0,10;-0,01;-0,52;
0.21;0,03;0,20;1,00;-0,11;-0,00;-0,57;
0.213;0,03;0,19;1,01;-0,11;-0,00;-0,57;
0.213;0,03;0,19;1,01;-0,12;0,01;-0,61;
0.215;0,03;0,19;1,01;-0,13;0,02;-0,65;
0.215;0,03;0,19;1,01;-0,13;0,03;-0,68;
0.216;0,03;0,19;1,01;-0,13;0,03;-0,68;
0.216;0,02;0,19;1,01;-0,13;0,03;-0,68;
0.219;0,01;0,19;1,01;-0,13;0,03;-0,68;
0.219;0,01;0,19;1,01;-0,13;0,04;-0,70;
0.221;0,01;0,19;1,01;-0,13;0,05;-0,72;
0.221;-0,01;0,18;1,02;-0,13;0,05;-0,72;
0.234;-0,08;0,14;1,05;-0,13;0,05;-0,72;
0.235;-0,08;0,14;1,05;-0,15;0,06;-0,72;
0.235;-0,08;0,14;1,05;-0,17;0,12;-0,70;
0.236;-0,12;0,12;1,06;-0,17;0,12;-0,70;
0.236;-0,12;0,12;1,06;-0,19;0,18;-0,67;
0.236;-0,08;0,14;1,04;-0,19;0,18;-0,67;
0.237;-0,08;0,14;1,04;-0,21;0,24;-0,65;
0.237;-0,04;0,17;1,03;-0,21;0,24;-0,65;
0.238;-0,04;0,17;1,03;-0,23;0,29;-0,64;
0.238;-0,01;0,20;1,01;-0,23;0,29;-0,64;
0.239;-0,01;0,20;1,01;-0,24;0,34;-0,64;
0.239;0,01;0,22;0,99;-0,24;0,34;-0,64;
0.239;0,02;0,24;0,97;-0,24;0,34;-0,64;
0.24;0,02;0,24;0,97;-0,25;0,37;-0,64;
0.24;0,02;0,24;0,97;-0,26;0,39;-0,65;
0.245;0,01;0,25;0,95;-0,26;0,39;-0,65;
0.245;0,01;0,25;0,95;-0,27;0,39;-0,65;
0.246;-0,00;0,25;0,92;-0,27;0,39;-0,65;
0.247;-0,00;0,25;0,92;-0,29;0,39;-0,65;
0.248;-0,02;0,25;0,90;-0,29;0,39;-0,65;
0.25;-0,04;0,25;0,88;-0,29;0,39;-0,65;
0.25;-0,04;0,25;0,88;-0,30;0,39;-0,64;
0.251;-0,06;0,25;0,86;-0,30;0,39;-0,64;
0.251;-0,06;0,25;0,86;-0,32;0,38;-0,62;
0.252;-0,08;0,25;0,85;-0,32;0,38;-0,62;
0.253;-0,08;0,25;0,85;-0,34;0,36;-0,61;
0.255;-0,08;0,25;0,85;-0,36;0,36;-0,59;
0.255;-0,10;0,25;0,83;-0,36;0,36;-0,59;
0.268;-0,10;0,25;0,83;-0,39;0,35;-0,57;
0.269;-0,11;0,24;0,80;-0,39;0,35;-0,57;
0.269;-0,11;0,24;0,80;-0,42;0,34;-0,55;
0.27;-0,11;0,25;0,79;-0,42;0,34;-0,55;
0.27;-0,11;0,25;0,78;-0,42;0,34;-0,55;
0.27;-0,11;0,25;0,78;-0,47;0,34;-0,53;
0.27;-0,11;0,25;0,78;-0,51;0,35;-0,52;
0.271;-0,11;0,26;0,80;-0,51;0,35;-0,52;
0.271;-0,11;0,26;0,80;-0,57;0,36;-0,50;
0.271;-0,10;0,28;0,85;-0,57;0,36;-0,50;
0.276;-0,10;0,28;0,85;-0,62;0,37;-0,48;
0.276;-0,09;0,29;0,89;-0,62;0,37;-0,48;
0.277;-0,08;0,29;0,90;-0,62;0,37;-0,48;
0.277;-0,08;0,29;0,90;-0,67;0,38;-0,46;
0.277;-0,08;0,29;0,90;-0,72;0,40;-0,44;
0.278;-0,09;0,29;0,89;-0,72;0,40;-0,44;
0.278;-0,09;0,29;0,89;-0,77;0,40;-0,41;
0.279;-0,12;0,28;0,88;-0,77;0,40;-0,41;
0.282;-0,12;0,28;0,88;-0,80;0,39;-0,39;
0.283;-0,14;0,26;0,88;-0,80;0,39;-0,39;
0.285;-0,14;0,26;0,88;-0,83;0,37;-0,37;
0.286;-0,16;0,25;0,90;-0,83;0,37;-0,37;
0.286;-0,17;0,23;0,94;-0,83;0,37;-0,37;
0.286;-0,17;0,23;0,94;-0,84;0,34;-0,35;
0.288;-0,17;0,21;0,97;-0,84;0,34;-0,35;
0.288;-0,17;0,21;0,97;-0,84;0,31;-0,33;
0.29;-0,17;0,20;1,01;-0,84;0,31;-0,33;
0.291;-0,17;0,20;1,01;-0,83;0,28;-0,32;
0.293;-0,17;0,20;1,01;-0,79;0,25;-0,31;
0.294;-0,17;0,19;1,04;-0,79;0,25;-0,31;
0.297;-0,17;0,19;1,04;-0,75;0,22;-0,29;
0.297;-0,16;0,18;1,07;-0,75;0,22;-0,29;
0.3;-0,16;0,18;1,07;-0,69;0,18;-0,27;
0.3;-0,16;0,17;1,09;-0,69;0,18;-0,27;
0.303;-0,16;0,17;1,09;-0,62;0,14;-0,26;
0.304;-0,16;0,16;1,10;-0,62;0,14;-0,26;
0.304;-0,16;0,16;1,10;-0,55;0,10;-0,24;
0.304;-0,16;0,15;1,12;-0,55;0,10;-0,24;
0.318;-0,16;0,15;1,12;-0,48;0,07;-0,23;
0.318;-0,16;0,16;1,13;-0,48;0,07;-0,23;
0.319;-0,15;0,16;1,13;-0,48;0,07;-0,23;
0.319;-0,15;0,16;1,13;-0,39;0,04;-0,21;
0.319;-0,15;0,16;1,13;-0,32;0,03;-0,20;
0.32;-0,15;0,16;1,13;-0,32;0,03;-0,20;
0.32;-0,14;0,16;1,13;-0,32;0,03;-0,20;
0.32;-0,14;0,16;1,13;-0,25;0,03;-0,20;
0.321;-0,13;0,17;1,10;-0,25;0,03;-0,20;
0.321;-0,13;0,17;1,10;-0,18;0,03;-0,19;
0.321;-0,13;0,17;1,10;-0,11;0,02;-0,19;
0.322;-0,11;0,17;1,07;-0,11;0,02;-0,19;
0.325;-0,11;0,17;1,07;-0,06;0,01;-0,19;
0.325;-0,10;0,18;1,03;-0,06;0,01;-0,19;
0.326;-0,09;0,19;1,00;-0,06;0,01;-0,19;
0.326;-0,09;0,19;1,00;-0,02;-0,00;-0,20;
0.326;-0,09;0,19;1,00;-0,00;-0,02;-0,21;
0.327;-0,07;0,19;0,97;-0,00;-0,02;-0,21;
0.328;-0,07;0,19;0,97;0,01;-0,04;-0,22;
0.328;-0,07;0,20;0,94;0,01;-0,04;-0,22;
0.331;-0,07;0,20;0,94;0,01;-0,04;-0,22;
0.332;-0,07;0,20;0,94;0,02;-0,05;-0,23;
0.334;-0,07;0,20;0,94;0,02;-0,05;-0,23;
0.334;-0,07;0,20;0,94;0,04;-0,06;-0,25;
0.335;-0,07;0,20;0,94;0,06;-0,06;-0,26;
0.335;-0,07;0,21;0,92;0,06;-0,06;-0,26;
0.345;-0,07;0,21;0,92;0,07;-0,09;-0,28;
0.345;-0,07;0,21;0,90;0,07;-0,09;-0,28;
0.346;-0,07;0,21;0,90;0,07;-0,13;-0,29;
0.346;-0,09;0,21;0,86;0,07;-0,13;-0,29;
0.346;-0,09;0,21;0,86;0,06;-0,20;-0,29;
0.347;-0,09;0,21;0,86;0,03;-0,29;-0,28;
0.347;-0,10;0,20;0,81;0,03;-0,29;-0,28;
0.347;-0,11;0,20;0,80;0,03;-0,29;-0,28;
0.347;-0,11;0,20;0,80;-0,00;-0,39;-0,27;
0.348;-0,12;0,20;0,81;-0,00;-0,39;-0,27;
0.35;-0,12;0,20;0,81;-0,04;-0,46;-0,25;
0.35;-0,12;0,20;0,82;-0,04;-0,46;-0,25;
0.353;-0,12;0,20;0,82;-0,07;-0,53;-0,23;
0.354;-0,11;0,19;0,83;-0,07;-0,53;-0,23;
0.357;-0,10;0,20;0,84;-0,07;-0,53;-0,23;
0.357;-0,10;0,20;0,84;-0,12;-0,59;-0,21;
0.36;-0,10;0,20;0,84;-0,15;-0,64;-0,20;
0.361;-0,08;0,19;0,85;-0,15;-0,64;-0,20;
0.363;-0,08;0,19;0,85;-0,20;-0,69;-0,18;
0.364;-0,07;0,19;0,84;-0,20;-0,69;-0,18;
0.365;-0,07;0,19;0,84;-0,26;-0,73;-0,16;
0.365;-0,05;0,18;0,82;-0,26;-0,73;-0,16;
0.366;-0,03;0,17;0,75;-0,26;-0,73;-0,16;
0.366;-0,03;0,17;0,75;-0,31;-0,81;-0,16;
0.368;-0,03;0,15;0,66;-0,31;-0,81;-0,16;
0.369;-0,03;0,15;0,66;-0,40;-0,96;-0,17;
0.37;-0,05;0,13;0,60;-0,40;-0,96;-0,17;
0.371;-0,05;0,13;0,60;-0,53;-1,18;-0,17;
0.374;-0,05;0,13;0,60;-0,65;-1,40;-0,15;
0.376;-0,08;0,12;0,63;-0,65;-1,40;-0,15;
0.376;-0,08;0,12;0,63;-0,76;-1,54;-0,13;
0.378;-0,10;0,11;0,76;-0,76;-1,54;-0,13;
0.38;-0,10;0,11;0,76;-0,84;-1,58;-0,09;
0.381;-0,11;0,12;0,88;-0,84;-1,58;-0,09;
0.382;-0,11;0,12;0,88;-0,88;-1,54;-0,05;
0.383;-0,12;0,13;0,96;-0,88;-1,54;-0,05;
0.386;-0,12;0,13;0,96;-0,90;-1,47;-0,02;
0.386;-0,11;0,14;1,00;-0,90;-1,47;-0,02;
0.386;-0,10;0,14;1,01;-0,90;-1,47;-0,02;
0.386;-0,10;0,14;1,01;-0,89;-1,42;0,01;
0.39;-0,10;0,15;0,98;-0,89;-1,42;0,01;
0.39;-0,10;0,15;0,98;-0,88;-1,39;0,04;
0.39;-0,09;0,14;0,97;-0,88;-1,39;0,04;
0.391;-0,09;0,14;0,97;-0,86;-1,41;0,06;
0.393;-0,09;0,14;0,97;-0,84;-1,44;0,09;
0.393;-0,10;0,14;0,99;-0,84;-1,44;0,09;
0.397;-0,10;0,14;0,99;-0,82;-1,46;0,11;
0.398;-0,10;0,14;1,03;-0,82;-1,46;0,11;
0.402;-0,09;0,14;1,07;-0,82;-1,46;0,11;
0.402;-0,09;0,14;1,07;-0,79;-1,45;0,14;
0.407;-0,09;0,14;1,07;-0,75;-1,42;0,18;
0.408;-0,09;0,14;1,07;-0,70;-1,38;0,22;
0.408;-0,08;0,14;1,11;-0,70;-1,38;0,22;
0.408;-0,07;0,15;1,14;-0,70;-1,38;0,22;
0.409;-0,07;0,15;1,14;-0,65;-1,32;0,26;
0.409;-0,06;0,15;1,16;-0,65;-1,32;0,26;
0.409;-0,06;0,15;1,16;-0,59;-1,26;0,30;
0.409;-0,04;0,16;1,17;-0,59;-1,26;0,30;
0.413;-0,04;0,16;1,17;-0,59;-1,26;0,30;
0.414;-0,04;0,16;1,17;-0,53;-1,19;0,33;
0.416;-0,04;0,16;1,17;-0,48;-1,12;0,37;
0.417;-0,03;0,16;1,18;-0,48;-1,12;0,37;
0.417;-0,03;0,16;1,18;-0,43;-1,04;0,40;
0.418;-0,01;0,16;1,18;-0,43;-1,04;0,40;
0.418;-0,00;0,15;1,17;-0,43;-1,04;0,40;
0.419;-0,00;0,15;1,17;-0,38;-0,95;0,42;
0.422;-0,00;0,15;1,17;-0,34;-0,85;0,45;
0.422;-0,01;0,15;1,15;-0,34;-0,85;0,45;
0.431;-0,01;0,15;1,15;-0,31;-0,77;0,47;
0.432;-0,01;0,14;1,13;-0,31;-0,77;0,47;
0.433;-0,01;0,14;1,13;-0,29;-0,69;0,51;
0.433;-0,00;0,14;1,11;-0,29;-0,69;0,51;
0.433;0,01;0,13;1,09;-0,29;-0,69;0,51;
0.434;0,01;0,13;1,09;-0,27;-0,63;0,53;
0.435;0,01;0,13;1,09;-0,25;-0,56;0,55;
0.435;0,01;0,13;1,09;-0,23;-0,49;0,56;
0.435;0,02;0,13;1,10;-0,23;-0,49;0,56;
0.436;0,04;0,13;1,09;-0,23;-0,49;0,56;
0.438;0,04;0,13;1,09;-0,22;-0,42;0,57;
0.438;0,04;0,13;1,08;-0,22;-0,42;0,57;
0.438;0,05;0,12;1,05;-0,22;-0,42;0,57;
0.439;0,05;0,12;1,05;-0,21;-0,36;0,57;
0.452;0,07;0,11;1,02;-0,21;-0,36;0,57;
0.453;0,07;0,11;1,02;-0,20;-0,31;0,57;
0.454;0,07;0,11;1,02;-0,19;-0,28;0,56;
0.454;0,07;0,11;0,99;-0,19;-0,28;0,56;
0.454;0,07;0,11;0,96;-0,19;-0,28;0,56;
0.455;0,07;0,11;0,96;-0,19;-0,26;0,56;
0.455;0,07;0,11;0,96;-0,18;-0,25;0,55;
0.455;0,07;0,12;0,95;-0,18;-0,25;0,55;
0.456;0,07;0,12;0,94;-0,18;-0,25;0,55;
0.456;0,07;0,12;0,94;-0,19;-0,24;0,54;
0.457;0,07;0,12;0,94;-0,19;-0,23;0,53;
0.457;0,08;0,12;0,94;-0,19;-0,23;0,53;
0.457;0,08;0,12;0,94;-0,20;-0,23;0,52;
0.458;0,08;0,12;0,93;-0,20;-0,23;0,52;
0.462;0,08;0,12;0,93;-0,21;-0,23;0,51;
0.463;0,07;0,13;0,93;-0,21;-0,23;0,51;
0.465;0,07;0,13;0,93;-0,22;-0,23;0,50;
0.466;0,07;0,13;0,93;-0,24;-0,23;0,50;
0.466;0,07;0,14;0,93;-0,24;-0,23;0,50;
0.467;0,07;0,14;0,92;-0,24;-0,23;0,50;
0.467;0,07;0,14;0,92;-0,26;-0,23;0,49;
0.468;0,06;0,13;0,93;-0,26;-0,23;0,49;
0.471;0,06;0,13;0,93;-0,28;-0,22;0,48;
0.471;0,06;0,13;0,93;-0,28;-0,22;0,48;
0.472;0,06;0,13;0,93;-0,29;-0,21;0,47;
0.472;0,05;0,13;0,94;-0,29;-0,21;0,47;
0.475;0,05;0,13;0,94;-0,29;-0,19;0,47;
0.476;0,04;0,13;0,96;-0,29;-0,19;0,47;
0.476;0,02;0,13;0,98;-0,29;-0,19;0,47;
0.476;0,02;0,13;0,98;-0,30;-0,15;0,47;
0.479;0,02;0,13;1,00;-0,30;-0,15;0,47;
0.479;0,02;0,13;1,00;-0,31;-0,10;0,48;
0.482;0,02;0,12;1,02;-0,31;-0,10;0,48;
0.483;0,02;0,12;1,02;-0,32;-0,04;0,49;
0.485;0,02;0,12;1,02;-0,32;0,03;0,50;
0.486;0,02;0,12;1,04;-0,32;0,03;0,50;
0.487;0,02;0,12;1,04;-0,32;0,11;0,51;
0.487;0,02;0,12;1,04;-0,31;0,18;0,52;
0.488;0,01;0,11;1,07;-0,31;0,18;0,52;
0.488;0,01;0,11;1,08;-0,31;0,18;0,52;
0.493;0,01;0,11;1,08;-0,29;0,27;0,53;
0.494;0,03;0,09;1,14;-0,29;0,27;0,53;
0.495;0,08;0,05;1,21;-0,29;0,27;0,53;
0.496;0,08;0,05;1,21;-0,27;0,39;0,52;
0.498;0,08;0,05;1,21;-0,22;0,53;0,49;
0.498;0,06;0,05;1,19;-0,22;0,53;0,49;
0.501;0,06;0,05;1,19;-0,17;0,64;0,46;
0.501;0,03;0,05;1,16;-0,17;0,64;0,46;
0.506;0,03;0,05;1,16;-0,12;0,73;0,45;
0.506;0,01;0,05;1,12;-0,12;0,73;0,45;
0.506;0,01;0,05;1,12;-0,08;0,80;0,44;
0.507;-0,02;0,07;1,08;-0,08;0,80;0,44;
0.515;-0,02;0,07;1,08;-0,06;0,83;0,44;
0.516;-0,04;0,08;1,03;-0,06;0,83;0,44;
0.517;-0,06;0,10;1,00;-0,06;0,83;0,44;
0.517;-0,06;0,10;1,00;-0,04;0,85;0,45;
0.518;-0,06;0,10;1,00;-0,04;0,86;0,45;
0.518;-0,06;0,11;0,99;-0,04;0,86;0,45;
0.519;-0,04;0,13;0,98;-0,04;0,86;0,45;
0.519;-0,04;0,13;0,98;-0,05;0,86;0,47;
0.519;-0,04;0,13;0,98;-0,05;0,85;0,48;
0.519;-0,03;0,15;0,99;-0,05;0,85;0,48;
0.52;-0,01;0,16;0,99;-0,05;0,85;0,48;
0.52;-0,01;0,16;0,99;-0,06;0,85;0,48;
0.543;-0,01;0,16;0,99;-0,07;0,83;0,47;
0.543;-0,01;0,15;0,99;-0,07;0,83;0,47;
0.544;-0,01;0,15;0,99;-0,06;0,80;0,47;
0.544;-0,05;0,11;0,98;-0,06;0,80;0,47;
0.544;-0,06;0,09;0,99;-0,06;0,80;0,47;
0.544;-0,06;0,09;0,99;-0,06;0,76;0,47;
0.545;-0,06;0,09;0,99;-0,05;0,72;0,47;
0.545;-0,02;0,12;1,01;-0,05;0,72;0,47;
0.545;-0,02;0,12;1,01;-0,05;0,70;0,46;
0.545;0,00;0,14;1,03;-0,05;0,70;0,46;
0.546;-0,00;0,15;1,04;-0,05;0,70;0,46;
0.546;-0,00;0,15;1,04;-0,03;0,68;0,45;
0.546;-0,00;0,15;1,04;-0,02;0,66;0,43;
0.546;-0,01;0,15;1,03;-0,02;0,66;0,43;
0.547;-0,01;0,15;1,03;-0,00;0,62;0,42;
0.547;-0,02;0,16;1,02;-0,00;0,62;0,42;
0.547;-0,02;0,16;1,02;0,00;0,58;0,41;
0.547;-0,02;0,16;1,01;0,00;0,58;0,41;
0.548;-0,02;0,16;1,01;0,01;0,54;0,41;
