time;gFx;gFy;gFz;TgF
0.003816302;-0.0732;0.1307;1.0247;1.036
0.004671667;-0.0741;0.1250;1.0098;1.020
0.005221771;-0.0714;0.1292;1.0032;1.014
0.006338854;-0.0678;0.1324;0.9949;1.006
0.006696771;-0.0744;0.1299;0.9836;0.995
0.00695474;-0.0732;0.1321;0.9824;0.994
0.007192344;-0.0739;0.1343;0.9753;0.987
0.00742974;-0.0702;0.1368;0.9753;0.987
0.013153959;-0.0749;0.1370;0.9761;0.988
0.013860469;-0.0700;0.1392;0.9716;0.984
0.014113854;-0.0685;0.1375;0.9694;0.982
0.014374167;-0.0660;0.1363;0.9728;0.985
0.015535417;-0.0612;0.1363;0.9751;0.986
0.015987865;-0.0599;0.1405;0.9716;0.984
0.019947656;-0.0541;0.1390;0.9782;0.990
0.031911615;-0.0514;0.1439;0.9814;0.993
0.032289948;-0.0475;0.1434;0.9844;0.996
0.032437604;-0.0443;0.1458;0.9890;1.001
0.032566042;-0.0429;0.1434;0.9914;1.003
0.034971042;-0.0399;0.1429;0.9902;1.001
0.035276511;-0.0438;0.1412;0.9912;1.002
0.041798177;-0.0345;0.1395;0.9900;1.000
0.042146979;-0.0367;0.1409;0.9880;0.999
0.042285781;-0.0311;0.1409;0.9787;0.989
0.04654625;-0.0289;0.1382;0.9782;0.988
0.046868177;-0.0272;0.1402;0.9787;0.989
0.048545677;-0.0289;0.1390;0.9706;0.981
0.051624167;-0.0299;0.1387;0.9702;0.980
0.053452292;-0.0284;0.1382;0.9660;0.976
0.057298125;-0.0255;0.1377;0.9614;0.972
0.061706146;-0.0274;0.1409;0.9650;0.976
0.063794271;-0.0277;0.1363;0.9672;0.977
0.064136406;-0.0243;0.1353;0.9682;0.978
0.0666225;-0.0243;0.1387;0.9699;0.980
0.069760834;-0.0257;0.1397;0.9663;0.977
0.074107969;-0.0272;0.1351;0.9665;0.976
0.076171146;-0.0257;0.1392;0.9692;0.979
0.078195677;-0.0296;0.1360;0.9716;0.982
0.082365886;-0.0309;0.1324;0.9743;0.984
0.082843698;-0.0313;0.1314;0.9812;0.990
0.083410313;-0.0350;0.1333;0.9765;0.986
0.087143906;-0.0389;0.1302;0.9861;0.995
0.089646771;-0.0355;0.1292;0.9883;0.997
0.091851875;-0.0350;0.1311;0.9880;0.997
0.094048594;-0.0370;0.1331;0.9956;1.005
0.097661406;-0.0306;0.1287;0.9944;1.003
0.100563438;-0.0306;0.1282;0.9895;0.998
0.103086979;-0.0350;0.1304;0.9934;1.003
0.104819948;-0.0279;0.1319;0.9961;1.005
0.105336354;-0.0333;0.1280;0.9905;0.999
0.107967292;-0.0333;0.1299;0.9846;0.994
0.11277;-0.0333;0.1329;0.9880;0.997
0.113297188;-0.0343;0.1326;0.9848;0.994
0.117550261;-0.0304;0.1331;0.9870;0.996
0.121735573;-0.0323;0.1316;0.9807;0.990
0.135216198;-0.0350;0.1355;0.9743;0.984
0.136161563;-0.0340;0.1336;0.9748;0.985
0.136585886;-0.0338;0.1343;0.9711;0.981
0.136996042;-0.0316;0.1387;0.9670;0.977
0.137401563;-0.0287;0.1353;0.9724;0.982
0.137815469;-0.0274;0.1377;0.9633;0.974
0.141030052;-0.0306;0.1402;0.9611;0.972
0.141841979;-0.0331;0.1377;0.9626;0.973
0.142289167;-0.0306;0.1402;0.9570;0.968
0.145769792;-0.0331;0.1355;0.9565;0.967
0.149032761;-0.0326;0.1324;0.9538;0.963
0.151967031;-0.0316;0.1368;0.9602;0.970
0.159483073;-0.0353;0.1343;0.9672;0.977
0.160356615;-0.0365;0.1316;0.9677;0.977
0.160795313;-0.0372;0.1329;0.9699;0.980
0.16122125;-0.0343;0.1385;0.9726;0.983
0.164884896;-0.0360;0.1375;0.9726;0.983
0.165732865;-0.0350;0.1333;0.9748;0.985
0.170321615;-0.0321;0.1351;0.9792;0.989
0.170995052;-0.0321;0.1316;0.9804;0.990
0.171448334;-0.0348;0.1299;0.9856;0.995
0.174799323;-0.0362;0.1285;0.9900;0.999
0.178516146;-0.0350;0.1280;0.9890;0.998
0.18076099;-0.0360;0.1280;0.9917;1.001
0.182182344;-0.0396;0.1277;0.9922;1.001
0.184249479;-0.0377;0.1292;0.9895;0.999
0.191181354;-0.0318;0.1260;0.9944;1.003
0.192034583;-0.0333;0.1255;0.9973;1.006
0.195926823;-0.0335;0.1287;1.0007;1.010
0.196659323;-0.0333;0.1302;0.9985;1.008
0.197065052;-0.0357;0.1277;0.9963;1.005
0.20283849;-0.0379;0.1304;0.9997;1.009
0.204581198;-0.0328;0.1277;1.0015;1.010
0.208520573;-0.0353;0.1302;0.9941;1.003
0.209184531;-0.0394;0.1277;1.0005;1.009
0.211707083;-0.0338;0.1289;0.9968;1.006
0.214527031;-0.0318;0.1307;0.9958;1.005
0.218094063;-0.0331;0.1336;0.9919;1.001
0.218844844;-0.0321;0.1321;0.9929;1.002
0.219260833;-0.0323;0.1336;0.9939;1.003
0.225346771;-0.0340;0.1346;0.9951;1.005
0.227791094;-0.0338;0.1329;0.9887;0.998
0.230314479;-0.0350;0.1348;0.9963;1.006
0.231227656;-0.0401;0.1319;0.9968;1.006
0.235018958;-0.0396;0.1326;0.9907;1.000
0.242130052;-0.0382;0.1321;0.9929;1.002
0.242854167;-0.0367;0.1326;0.9909;1.000
0.243200104;-0.0382;0.1324;0.9905;1.000
0.24505224;-0.0331;0.1319;0.9902;1.000
0.245860938;-0.0345;0.1355;0.9890;0.999
0.249284636;-0.0345;0.1377;0.9861;0.996
0.250290313;-0.0340;0.1333;0.9912;1.001
0.254407865;-0.0367;0.1321;0.9892;0.999
0.269101406;-0.0345;0.1353;0.9861;0.996
0.269992865;-0.0340;0.1346;0.9880;0.998
0.270421667;-0.0416;0.1346;0.9836;0.994
0.270816615;-0.0406;0.1341;0.9831;0.993
0.271217188;-0.0365;0.1333;0.9844;0.994
0.275623438;-0.0387;0.1343;0.9826;0.993
0.276509531;-0.0387;0.1311;0.9824;0.992
0.276951719;-0.0357;0.1302;0.9829;0.992
0.277342865;-0.0406;0.1289;0.9836;0.993
0.279634219;-0.0321;0.1292;0.9892;0.998
0.280643594;-0.0282;0.1294;0.9946;1.003
0.281208229;-0.0260;0.1299;0.9922;1.001
0.295877656;-0.0260;0.1292;0.9958;1.005
0.29675875;-0.0216;0.1316;1.0000;1.009
0.297171354;-0.0230;0.1294;1.0037;1.012
0.297566563;-0.0257;0.1333;1.0068;1.016
0.297974792;-0.0252;0.1311;1.0083;1.017
0.300182292;-0.0221;0.1314;1.0068;1.016
0.300885365;-0.0218;0.1314;1.0088;1.018
0.303931719;-0.0240;0.1292;1.0105;1.019
0.304651458;-0.0267;0.1277;1.0090;1.017
0.308845417;-0.0257;0.1277;1.0130;1.021
0.311297396;-0.0257;0.1282;1.0093;1.018
0.312425781;-0.0331;0.1299;1.0076;1.016
0.312934636;-0.0323;0.1297;1.0122;1.021
0.316975938;-0.0328;0.1289;1.0137;1.022
0.321471198;-0.0370;0.1299;1.0161;1.025
0.322189167;-0.0360;0.1319;1.0144;1.024
0.327258021;-0.0377;0.1304;1.0164;1.025
0.329792656;-0.0374;0.1287;1.0139;1.023
0.333154948;-0.0409;0.1316;1.0188;1.028
0.334262865;-0.0367;0.1304;1.0166;1.026
0.336257969;-0.0355;0.1270;1.0093;1.018
0.340330833;-0.0419;0.1250;1.0068;1.015
0.34114875;-0.0411;0.1289;1.0002;1.009
0.344948906;-0.0387;0.1297;0.9963;1.005
0.348444115;-0.0399;0.1287;0.9961;1.005
0.349193281;-0.0441;0.1299;0.9922;1.002
0.351356615;-0.0416;0.1270;0.9866;0.996
0.35463724;-0.0453;0.1316;0.9792;0.989
0.357816511;-0.0455;0.1338;0.9809;0.991
0.358608854;-0.0431;0.1309;0.9785;0.988
0.359818386;-0.0497;0.1341;0.9780;0.988
0.363335;-0.0492;0.1395;0.9819;0.993
0.368117448;-0.0446;0.1377;0.9773;0.988
0.370018542;-0.0458;0.1351;0.9775;0.988
0.373469688;-0.0429;0.1380;0.9765;0.987
0.374476771;-0.0448;0.1353;0.9704;0.981
0.376581094;-0.0426;0.1333;0.9773;0.987
0.380134688;-0.0401;0.1368;0.9775;0.988
0.382974948;-0.0401;0.1387;0.9780;0.989
0.38385474;-0.0443;0.1392;0.9763;0.987
0.386521771;-0.0399;0.1397;0.9800;0.991
0.390254479;-0.0384;0.1412;0.9812;0.992
0.391772188;-0.0318;0.1373;0.9778;0.988
0.393184531;-0.0309;0.1363;0.9817;0.992
0.399108281;-0.0301;0.1400;0.9826;0.993
0.400595208;-0.0274;0.1358;0.9866;0.996
0.401070781;-0.0313;0.1380;0.9902;1.000
0.414487969;-0.0299;0.1390;0.9939;1.004
0.416103802;-0.0328;0.1365;0.9917;1.002
0.416612552;-0.0299;0.1336;0.9931;1.003
0.417106406;-0.0301;0.1324;0.9968;1.006
0.41755026;-0.0284;0.1333;0.9966;1.006
0.417922396;-0.0294;0.1348;1.0015;1.011
0.418816563;-0.0321;0.1304;1.0061;1.015
0.431184375;-0.0313;0.1319;0.9975;1.007
0.432107396;-0.0333;0.1297;0.9985;1.007
0.432435729;-0.0328;0.1292;1.0051;1.014
0.432728646;-0.0379;0.1326;1.0051;1.015
0.433017083;-0.0414;0.1333;1.0042;1.014
0.43365125;-0.0421;0.1299;0.9992;1.009
0.437015938;-0.0438;0.1329;0.9963;1.006
0.440016406;-0.0487;0.1324;1.0017;1.012
0.442025;-0.0570;0.1326;1.0010;1.011
0.443512604;-0.0563;0.1365;1.0042;1.015
0.443962292;-0.0509;0.1368;0.9983;1.009
0.449922292;-0.0543;0.1348;0.9880;0.999
0.450685521;-0.0516;0.1336;0.9856;0.996
0.452744896;-0.0536;0.1311;0.9922;1.002
0.453236563;-0.0512;0.1319;0.9900;1.000
0.458933281;-0.0512;0.1321;0.9761;0.986
0.462076302;-0.0419;0.1341;0.9797;0.990
0.465092031;-0.0438;0.1351;0.9741;0.984
0.465465;-0.0458;0.1353;0.9736;0.984
0.467990104;-0.0401;0.1341;0.9736;0.984
0.472408438;-0.0392;0.1355;0.9756;0.986
0.473577188;-0.0333;0.1365;0.9704;0.981
0.478378021;-0.0357;0.1370;0.9716;0.982
0.480888385;-0.0374;0.1346;0.9694;0.979
0.481368385;-0.0357;0.1358;0.9731;0.983
0.484491667;-0.0387;0.1397;0.9782;0.989
0.490391563;-0.0392;0.1390;0.9834;0.994
0.491640938;-0.0367;0.1380;0.9817;0.992
0.492117396;-0.0360;0.1387;0.9812;0.992
0.494300938;-0.0360;0.1436;0.9856;0.997
0.497330208;-0.0353;0.1375;0.9848;0.995
0.499698854;-0.0348;0.1424;0.9831;0.994
0.500250208;-0.0313;0.1424;0.9858;0.997
0.504682083;-0.0318;0.1439;0.9814;0.992
0.505999115;-0.0350;0.1429;0.9804;0.991
0.509488594;-0.0294;0.1405;0.9826;0.993
0.512022396;-0.0243;0.1422;0.9748;0.985
0.514729583;-0.0284;0.1431;0.9697;0.981
0.515684792;-0.0201;0.1463;0.9680;0.979
0.517455521;-0.0245;0.1436;0.9699;0.981
0.518187708;-0.0248;0.1478;0.9741;0.986
0.522700208;-0.0206;0.1485;0.9675;0.979
0.523924531;-0.0252;0.1439;0.9709;0.982
0.529521615;-0.0255;0.1456;0.9697;0.981
0.531141406;-0.0233;0.1478;0.9687;0.980
0.531630573;-0.0213;0.1483;0.9731;0.985
0.545162396;-0.0255;0.1500;0.9778;0.990
0.546484635;-0.0194;0.1483;0.9819;0.993
0.546874427;-0.0184;0.1502;0.9858;0.997
0.547258438;-0.0226;0.1527;0.9912;1.003
0.54754901;-0.0235;0.1485;0.9856;0.997
0.553171771;-0.0201;0.1453;0.9890;1.000
0.553971563;-0.0213;0.1466;0.9880;0.999
0.554332031;-0.0240;0.1483;0.9839;0.995
0.558714219;-0.0265;0.1475;0.9809;0.992
0.559681042;-0.0291;0.1466;0.9778;0.989
0.562256302;-0.0274;0.1449;0.9763;0.987
0.563564479;-0.0279;0.1458;0.9751;0.986
0.567930104;-0.0338;0.1463;0.9770;0.989
0.569039479;-0.0333;0.1475;0.9751;0.987
0.569417604;-0.0338;0.1534;0.9778;0.990
0.574983438;-0.0379;0.1510;0.9763;0.989
0.577301875;-0.0429;0.1512;0.9819;0.994
0.580536979;-0.0424;0.1500;0.9929;1.005
0.581261406;-0.0431;0.1517;0.9946;1.007
0.583149844;-0.0416;0.1563;0.9819;0.995
0.585375573;-0.0419;0.1605;0.9829;0.997
0.58910875;-0.0411;0.1566;0.9866;1.000
0.592826719;-0.0411;0.1578;0.9880;1.001
0.593384427;-0.0436;0.1546;0.9875;1.001
0.597663698;-0.0421;0.1558;0.9802;0.993
0.599589583;-0.0389;0.1549;0.9844;0.997
0.602048906;-0.0401;0.1595;0.9804;0.994
0.602425833;-0.0377;0.1580;0.9826;0.996
0.605818229;-0.0360;0.1561;0.9790;0.992
0.60841401;-0.0301;0.1590;0.9716;0.985
0.610788438;-0.0306;0.1566;0.9692;0.982
0.615615;-0.0274;0.1568;0.9682;0.981
0.616705469;-0.0318;0.1561;0.9687;0.982
0.622948438;-0.0287;0.1585;0.9682;0.982
0.623908229;-0.0272;0.1566;0.9645;0.978
0.624345521;-0.0328;0.1558;0.9628;0.976
0.627912813;-0.0296;0.1590;0.9633;0.977
0.628637344;-0.0311;0.1588;0.9672;0.981
0.632091458;-0.0326;0.1573;0.9699;0.983
0.635913906;-0.0262;0.1605;0.9728;0.986
0.636545625;-0.0262;0.1585;0.9822;0.995
0.643197083;-0.0269;0.1590;0.9873;1.000
0.644598594;-0.0230;0.1578;0.9848;0.998
0.645180417;-0.0211;0.1602;0.9917;1.005
0.649740885;-0.0255;0.1627;0.9931;1.007
0.651871927;-0.0206;0.1597;0.9941;1.007
0.652477865;-0.0226;0.1597;0.9953;1.008
0.660774896;-0.0199;0.1575;0.9956;1.008
0.661684792;-0.0233;0.1566;0.9956;1.008
0.662118906;-0.0243;0.1551;0.9909;1.003
0.662520833;-0.0228;0.1539;0.9890;1.001
0.665345052;-0.0260;0.1561;0.9922;1.005
0.666144115;-0.0260;0.1549;0.9873;1.000
0.667807812;-0.0233;0.1519;0.9844;0.996
0.668427969;-0.0252;0.1561;0.9819;0.995
0.677952344;-0.0260;0.1514;0.9844;0.996
0.678898958;-0.0206;0.1514;0.9890;1.001
0.679339167;-0.0221;0.1568;0.9851;0.998
0.682369271;-0.0191;0.1583;0.9812;0.994
0.68709151;-0.0208;0.1588;0.9851;0.998
0.690568385;-0.0235;0.1573;0.9880;1.001
0.691510677;-0.0248;0.1536;0.9929;1.005
0.693828854;-0.0269;0.1524;0.9951;1.007
0.699537969;-0.0255;0.1517;0.9887;1.001
0.700558437;-0.0284;0.1500;0.9931;1.005
0.701217344;-0.0272;0.1488;0.9897;1.001
0.701815937;-0.0221;0.1514;0.9919;1.004
0.706419948;-0.0240;0.1558;0.9946;1.007
0.708450469;-0.0238;0.1549;0.9963;1.009
0.709724583;-0.0201;0.1590;0.9949;1.008
0.712380208;-0.0191;0.1568;0.9919;1.004
0.71288974;-0.0238;0.1595;0.9961;1.009
0.716925;-0.0262;0.1590;0.9914;1.004
0.718653854;-0.0265;0.1566;0.9929;1.006
0.723727187;-0.0304;0.1549;0.9936;1.006
0.725899896;-0.0284;0.1556;0.9983;1.011
0.726502865;-0.0309;0.1566;0.9958;1.009
0.726822396;-0.0291;0.1573;0.9995;1.012
0.728179115;-0.0248;0.1571;0.9961;1.009
0.733586615;-0.0274;0.1602;1.0005;1.014
0.734335729;-0.0272;0.1580;1.0027;1.015
0.738194531;-0.0260;0.1541;1.0042;1.016
0.741178281;-0.0208;0.1627;1.0071;1.020
0.743866354;-0.0211;0.1573;1.0056;1.018
0.746429583;-0.0172;0.1593;1.0081;1.021
0.749765781;-0.0184;0.1637;1.0032;1.017
0.751813073;-0.0194;0.1622;0.9997;1.013
0.752331979;-0.0206;0.1641;1.0012;1.015
0.755333281;-0.0169;0.1615;0.9946;1.008
0.757992552;-0.0115;0.1632;0.9902;1.004
0.761267031;-0.0157;0.1637;0.9834;0.997
0.76392224;-0.0145;0.1624;0.9829;0.996
0.766909479;-0.0132;0.1610;0.9770;0.990
0.771665208;-0.0204;0.1637;0.9733;0.987
0.772794948;-0.0147;0.1681;0.9714;0.986
0.773300677;-0.0201;0.1656;0.9667;0.981
0.775295573;-0.0184;0.1641;0.9692;0.983
0.777504479;-0.0223;0.1627;0.9697;0.983
0.78100474;-0.0274;0.1627;0.9768;0.991
0.784337865;-0.0260;0.1663;0.9765;0.991
0.788157812;-0.0252;0.1678;0.9770;0.992
0.789704115;-0.0284;0.1688;0.9790;0.994
0.792745729;-0.0306;0.1683;0.9829;0.998
0.793514844;-0.0228;0.1678;0.9836;0.998
0.795739323;-0.0228;0.1686;0.9892;1.004
0.798099687;-0.0274;0.1686;0.9922;1.007
0.800655208;-0.0260;0.1688;0.9983;1.013
0.806089062;-0.0321;0.1666;1.0012;1.016
0.80814526;-0.0299;0.1658;1.0049;1.019
0.81197125;-0.0267;0.1649;1.0071;1.021
0.814603542;-0.0316;0.1607;1.0066;1.020
0.815235573;-0.0350;0.1624;1.0078;1.021
0.817271875;-0.0279;0.1610;1.0078;1.021
0.826367604;-0.0257;0.1627;1.0039;1.017
0.827248281;-0.0282;0.1649;0.9992;1.013
0.827631615;-0.0267;0.1607;0.9963;1.010
0.82795401;-0.0333;0.1629;0.9927;1.006
0.828249219;-0.0265;0.1656;0.9875;1.002
0.833749427;-0.0313;0.1629;0.9880;1.002
0.834601615;-0.0313;0.1661;0.9844;0.999
0.838590729;-0.0355;0.1627;0.9763;0.990
0.839781667;-0.0301;0.1619;0.9768;0.991
0.842143281;-0.0350;0.1634;0.9775;0.992
0.844644219;-0.0387;0.1666;0.9792;0.994
0.845162031;-0.0394;0.1646;0.9758;0.990
0.849042344;-0.0409;0.1671;0.9751;0.990
0.851945156;-0.0409;0.1671;0.9775;0.993
0.854716562;-0.0463;0.1698;0.9851;1.001
0.860142708;-0.0512;0.1693;0.9831;0.999
0.860853073;-0.0514;0.1691;0.9851;1.001
0.86116375;-0.0477;0.1703;0.9863;1.002
0.863221042;-0.0482;0.1700;0.9824;0.998
0.866339844;-0.0492;0.1691;0.9822;0.998
0.870827031;-0.0485;0.1713;0.9807;0.997
0.872323125;-0.0490;0.1663;0.9724;0.988
0.874970364;-0.0512;0.1713;0.9785;0.995
0.8776975;-0.0487;0.1717;0.9814;0.998
0.878400104;-0.0360;0.1700;0.9809;0.996
0.880429896;-0.0316;0.1730;0.9822;0.998
0.883316875;-0.0387;0.1722;0.9846;1.000
0.888770469;-0.0333;0.1734;0.9900;1.006
0.889912604;-0.0316;0.1744;0.9988;1.014
0.894189844;-0.0328;0.1776;1.0042;1.020
0.896493594;-0.0340;0.1744;1.0073;1.023
0.897104323;-0.0382;0.1713;1.0115;1.027
0.899971562;-0.0360;0.1742;1.0139;1.029
0.904392187;-0.0313;0.1734;1.0061;1.021
0.905668281;-0.0382;0.1730;1.0044;1.020
0.906222083;-0.0396;0.1759;1.0078;1.024
0.907942031;-0.0396;0.1747;1.0071;1.023
0.911115729;-0.0441;0.1752;1.0042;1.020
0.913242344;-0.0487;0.1747;1.0073;1.024
0.916547604;-0.0507;0.1793;1.0044;1.022
0.917161875;-0.0524;0.1820;1.0042;1.022
0.9187225;-0.0585;0.1827;0.9995;1.018
0.922555104;-0.0592;0.1852;1.0005;1.019
0.927073333;-0.0624;0.1864;1.0000;1.019
0.927965312;-0.0685;0.1849;0.9922;1.012
0.932128385;-0.0746;0.1839;0.9873;1.007
0.93279276;-0.0795;0.1876;0.9844;1.005
0.933289531;-0.0839;0.1920;0.9848;1.007
0.947037031;-0.0863;0.1866;0.9807;1.002
0.948278698;-0.0895;0.1905;0.9765;0.999
0.948858229;-0.0974;0.1932;0.9768;1.000
0.949352552;-0.0981;0.2013;0.9716;0.997
0.953375417;-0.0971;0.2020;0.9582;0.984
0.963046302;-0.1015;0.2011;0.9492;0.976
0.963977031;-0.0986;0.2023;0.9521;0.978
0.964362708;-0.1003;0.2025;0.9472;0.974
0.964695364;-0.1047;0.2033;0.9406;0.968
0.965007864;-0.1010;0.2008;0.9338;0.960
0.965328958;-0.1013;0.2055;0.9372;0.965
0.967573073;-0.0986;0.2038;0.9313;0.958
0.971776458;-0.0978;0.2016;0.9335;0.960
0.973043177;-0.0957;0.1989;0.9330;0.959
0.973429219;-0.0881;0.2011;0.9316;0.957
0.976476562;-0.0898;0.1979;0.9357;0.961
0.977149948;-0.0827;0.1950;0.9477;0.971
0.981635312;-0.0776;0.1959;0.9528;0.976
0.985101458;-0.0780;0.1945;0.9572;0.980
0.988007135;-0.0746;0.1920;0.9689;0.991
0.991509427;-0.0744;0.1903;0.9826;1.004
0.994317969;-0.0710;0.1881;0.9861;1.006
0.995033542;-0.0609;0.1876;0.9914;1.011
0.996273646;-0.0595;0.1837;1.0027;1.021
0.998619948;-0.0546;0.1766;1.0112;1.028
1.004238125;-0.0446;0.1756;1.0178;1.034
1.005280417;-0.0431;0.1739;1.0278;1.043
1.006885625;-0.0463;0.1708;1.0381;1.053
1.0119525;-0.0433;0.1700;1.0430;1.058
1.015401562;-0.0401;0.1688;1.0491;1.063
1.016212708;-0.0382;0.1654;1.0513;1.065
1.018295729;-0.0396;0.1698;1.0499;1.064
1.021544479;-0.0350;0.1713;1.0494;1.064
1.023535573;-0.0357;0.1681;1.0479;1.062
1.024158594;-0.0414;0.1676;1.0459;1.060
1.028197864;-0.0411;0.1715;1.0437;1.059
1.032455677;-0.0406;0.1710;1.0374;1.052
1.033138594;-0.0472;0.1717;1.0325;1.048
1.033882292;-0.0455;0.1764;1.0256;1.042
1.037483489;-0.0441;0.1739;1.0176;1.033
1.039956094;-0.0494;0.1754;1.0086;1.025
1.042931719;-0.0516;0.1839;1.0029;1.021
1.043568437;-0.0477;0.1888;0.9956;1.014
1.04697526;-0.0492;0.1896;0.9892;1.008
1.047605625;-0.0475;0.1920;0.9804;1.000
1.050971771;-0.0470;0.1930;0.9770;0.997
1.05914401;-0.0441;0.1952;0.9733;0.994
1.06003375;-0.0448;0.1981;0.9655;0.987
1.06045526;-0.0404;0.1994;0.9604;0.982
1.062796719;-0.0433;0.1991;0.9592;0.981
1.065372344;-0.0394;0.2016;0.9545;0.976
1.068596719;-0.0309;0.2040;0.9533;0.975
1.069298385;-0.0353;0.2060;0.9523;0.975
1.073383281;-0.0387;0.2020;0.9470;0.969
1.074402812;-0.0301;0.2033;0.9492;0.971
1.078421666;-0.0348;0.2016;0.9526;0.974
1.080577135;-0.0313;0.2033;0.9536;0.975
1.083705208;-0.0269;0.2028;0.9538;0.975
1.084307864;-0.0206;0.2025;0.9472;0.969
1.088015364;-0.0240;0.1998;0.9567;0.978
1.091187083;-0.0213;0.1998;0.9540;0.975
1.094144739;-0.0228;0.2018;0.9609;0.982
1.095145469;-0.0157;0.2011;0.9633;0.984
1.096544948;-0.0189;0.1969;0.9667;0.987
1.097837344;-0.0174;0.1981;0.9694;0.990
1.104170781;-0.0152;0.2003;0.9748;0.995
1.105624531;-0.0128;0.1991;0.9756;0.996
1.107895312;-0.0138;0.1947;0.9797;0.999
1.110791302;-0.0143;0.1940;0.9768;0.996
1.112511198;-0.0135;0.1930;0.9770;0.996
1.115370937;-0.0098;0.1879;0.9731;0.991
1.118078698;-0.0096;0.1913;0.9616;0.981
1.118480833;-0.0071;0.1898;0.9589;0.978
1.121436041;-0.0101;0.1857;0.9597;0.978
1.12443875;-0.0110;0.1810;0.9577;0.975
1.126501666;-0.0123;0.1791;0.9604;0.977
1.129527396;-0.0115;0.1786;0.9621;0.979
1.131897656;-0.0110;0.1813;0.9633;0.980
1.137219427;-0.0115;0.1830;0.9689;0.986
1.140067187;-0.0150;0.1791;0.9726;0.989
1.140486146;-0.0118;0.1788;0.9802;0.996
1.140698698;-0.0130;0.1803;0.9851;1.002
1.142662552;-0.0120;0.1798;0.9914;1.008
1.145005521;-0.0103;0.1805;1.0002;1.016
1.150573021;-0.0103;0.1805;0.9934;1.010
1.154106354;-0.0118;0.1786;0.9949;1.011
1.157782916;-0.0123;0.1747;0.9953;1.011
1.158465469;-0.0115;0.1742;1.0020;1.017
1.158879531;-0.0155;0.1796;1.0054;1.021
1.160355677;-0.0110;0.1783;1.0059;1.022
1.16636526;-0.0101;0.1815;1.0110;1.027
1.167824375;-0.0113;0.1842;1.0088;1.026
1.176404062;-0.0110;0.1837;1.0078;1.024
1.177407187;-0.0125;0.1881;0.9958;1.014
1.177892396;-0.0096;0.1871;0.9895;1.007
1.178322396;-0.0106;0.1871;0.9912;1.009
1.178721041;-0.0062;0.1874;0.9826;1.000
1.184155885;-0.0091;0.1908;0.9819;1.000
1.190187604;-0.0081;0.1886;0.9751;0.993
1.191106927;-0.0089;0.1891;0.9721;0.990
1.19155625;-0.0086;0.1945;0.9706;0.990
1.193427604;-0.0089;0.1922;0.9606;0.980
1.195645208;-0.0054;0.1945;0.9587;0.978
1.198312396;-0.0035;0.1937;0.9572;0.977
1.198951406;-0.0025;0.1952;0.9509;0.971
1.202031041;-0.0064;0.1981;0.9423;0.963
1.204974635;-0.0020;0.1991;0.9401;0.961
1.206803958;-0.0015;0.2006;0.9325;0.954
1.209715208;-0.0045;0.1989;0.9254;0.947
1.212819531;-0.0042;0.2006;0.9225;0.944
1.215331562;0.0021;0.2016;0.9191;0.941
1.220108229;-0.0042;0.2028;0.9064;0.929
1.22111125;-0.0035;0.2047;0.9034;0.926
1.221556562;-0.0054;0.2013;0.8993;0.922
1.224051875;-0.0018;0.2045;0.8947;0.918
1.227404583;-0.0054;0.2069;0.8922;0.916
1.228735312;-0.0071;0.2091;0.8937;0.918
1.233167969;-0.0115;0.2045;0.8947;0.918
1.23816375;-0.0162;0.2084;0.8988;0.923
1.239122969;-0.0162;0.2116;0.9020;0.927
1.241658646;-0.0118;0.2111;0.9037;0.928
1.242309323;-0.0130;0.2162;0.9117;0.937
1.243389323;-0.0115;0.2143;0.9203;0.945
1.246592344;-0.0123;0.2101;0.9245;0.948
1.249269896;-0.0152;0.2152;0.9274;0.952
1.254333125;-0.0145;0.2160;0.9357;0.960
1.255309791;-0.0132;0.2091;0.9394;0.962
1.258639896;-0.0132;0.2116;0.9406;0.964
1.26081526;-0.0125;0.2152;0.9472;0.971
1.261439062;-0.0115;0.2135;0.9457;0.970
1.263954427;-0.0143;0.2113;0.9452;0.969
1.267222083;-0.0093;0.2128;0.9455;0.969
1.270668541;-0.0086;0.2157;0.9389;0.963
1.272257344;-0.0074;0.2160;0.9347;0.959
1.275276458;-0.0120;0.2111;0.9335;0.957
1.280076666;-0.0132;0.2147;0.9372;0.962
1.283089479;-0.0106;0.2177;0.9472;0.972
1.2838475;-0.0103;0.2155;0.9572;0.981
1.292209896;-0.0118;0.2177;0.9648;0.989
1.293558541;-0.0108;0.2211;0.9699;0.995
1.294085729;-0.0101;0.2226;0.9699;0.995
1.294500989;-0.0079;0.2233;0.9711;0.997
1.297776198;-0.0076;0.2258;0.9756;1.001
1.298463698;-0.0069;0.2253;0.9728;0.999
1.30082625;-0.0020;0.2241;0.9699;0.995
1.306305;-0.0001;0.2243;0.9733;0.999
1.307182031;-0.0008;0.2270;0.9689;0.995
1.307484271;0.0004;0.2248;0.9645;0.990
1.308776927;-0.0049;0.2236;0.9599;0.986
1.311338593;-0.0059;0.2277;0.9548;0.982
1.313684948;-0.0052;0.2270;0.9497;0.976
1.317369739;-0.0059;0.2275;0.9460;0.973
1.320539948;-0.0074;0.2319;0.9433;0.971
1.32342401;-0.0093;0.2297;0.9425;0.970
1.326119583;-0.0130;0.2280;0.9396;0.967
1.328409271;-0.0135;0.2336;0.9342;0.963
1.328928281;-0.0123;0.2341;0.9298;0.959
