time;gFx;gFy;gFz;TgF
17.616584056;0.1072;0.1087;0.8113;0.826
17.618407806;0.1082;0.1094;0.8057;0.820
17.624913483;0.1031;0.1082;0.8064;0.820
17.625939681;0.0965;0.1109;0.7993;0.813
17.629935046;0.0865;0.1101;0.7939;0.806
17.632341087;0.0728;0.1074;0.7869;0.797
17.632907858;0.0652;0.1004;0.7844;0.793
17.634521973;0.0542;0.0999;0.7839;0.792
17.638402285;0.0422;0.0947;0.7844;0.791
17.639885254;0.0285;0.0864;0.7854;0.791
17.643868587;0.0227;0.0872;0.7878;0.793
17.646575879;0.0097;0.0867;0.7969;0.802
17.647152181;-0.0032;0.0815;0.8081;0.812
17.650886244;-0.0081;0.0776;0.8220;0.826
17.659736973;-0.0165;0.0783;0.8328;0.837
17.660461452;-0.0304;0.0754;0.8514;0.855
17.660781087;-0.0460;0.0718;0.8695;0.874
17.661060566;-0.0587;0.0686;0.8814;0.886
17.664563431;-0.0678;0.0615;0.9049;0.910
17.668713066;-0.0754;0.0600;0.9215;0.927
17.669159629;-0.0768;0.0608;0.9399;0.945
17.669420566;-0.0758;0.0627;0.9514;0.956
17.669667337;-0.0727;0.0637;0.9560;0.961
17.680285098;-0.0719;0.0649;0.9650;0.970
17.680830358;-0.0736;0.0608;0.9758;0.980
17.681032077;-0.0729;0.0537;0.9736;0.978
17.684449421;-0.0712;0.0527;0.9807;0.985
17.688775514;-0.0739;0.0527;0.9861;0.990
17.689257129;-0.0675;0.0515;0.9802;0.984
17.691793587;-0.0590;0.0549;0.9677;0.971
17.692111504;-0.0504;0.0598;0.9580;0.961
17.695915306;-0.0387;0.0625;0.9399;0.943
17.69895015;-0.0294;0.0635;0.9208;0.923
17.701316816;-0.0204;0.0647;0.9015;0.904
17.7016789;-0.0130;0.0647;0.8780;0.880
17.703859525;-0.0071;0.0674;0.8609;0.864
17.708586348;-0.0093;0.0659;0.8409;0.844
17.711364316;-0.0089;0.0691;0.8140;0.817
17.711807077;-0.0093;0.0678;0.8010;0.804
17.712629681;-0.0103;0.0769;0.7807;0.785
17.718404837;-0.0145;0.0764;0.7631;0.767
17.721951921;-0.0204;0.0744;0.7450;0.749
17.728965775;-0.0226;0.0793;0.7247;0.729
17.729472389;-0.0340;0.0823;0.7135;0.719
17.729686087;-0.0424;0.0869;0.6908;0.698
17.729883587;-0.0553;0.0925;0.6871;0.696
17.733373796;-0.0631;0.0960;0.6847;0.694
17.734870514;-0.0688;0.0999;0.6756;0.686
17.738877702;-0.0778;0.1016;0.6742;0.686
17.741550566;-0.0790;0.1060;0.6808;0.693
17.745152702;-0.0802;0.1109;0.6878;0.701
17.745834941;-0.0829;0.1128;0.6942;0.708
17.746168118;-0.0812;0.1163;0.7091;0.723
17.752061243;-0.0744;0.1199;0.7157;0.729
17.75278541;-0.0736;0.1268;0.7172;0.732
17.753203952;-0.0690;0.1326;0.7228;0.738
17.757712025;-0.0636;0.1324;0.7255;0.740
17.761113327;-0.0509;0.1338;0.7184;0.733
17.7637789;-0.0514;0.1319;0.7191;0.733
17.764287129;-0.0560;0.1316;0.7301;0.744
17.768317962;-0.0475;0.1299;0.7353;0.748
17.772042546;-0.0512;0.1338;0.7436;0.757
17.773036139;-0.0436;0.1385;0.7514;0.765
17.777223639;-0.0394;0.1431;0.7617;0.776
17.777939316;-0.0384;0.1424;0.7758;0.790
17.778349837;-0.0389;0.1468;0.7983;0.813
17.783073796;-0.0409;0.1514;0.8228;0.838
17.793060566;-0.0465;0.1536;0.8375;0.853
17.794003014;-0.0455;0.1524;0.8570;0.872
17.794428118;-0.0502;0.1527;0.8673;0.882
17.794821608;-0.0526;0.1541;0.8800;0.895
17.795372389;-0.0529;0.1568;0.8807;0.896
17.797709264;-0.0565;0.1556;0.8775;0.893
17.815275827;-0.0646;0.1602;0.8678;0.885
17.816305827;-0.0665;0.1654;0.8619;0.880
17.816806816;-0.0648;0.1683;0.8563;0.875
17.817222598;-0.0673;0.1691;0.8421;0.862
17.817624108;-0.0602;0.1747;0.8316;0.852
17.818024629;-0.0487;0.1766;0.8277;0.848
17.818450775;-0.0350;0.1827;0.8164;0.837
17.819109421;-0.0169;0.1835;0.8039;0.825
17.823378848;-0.0054;0.1903;0.7922;0.815
17.824284264;0.0134;0.1888;0.7719;0.795
17.825239993;0.0283;0.1876;0.7551;0.779
17.82823765;0.0364;0.1874;0.7355;0.760
17.830615671;0.0439;0.1886;0.7191;0.745
17.833462754;0.0559;0.1903;0.7191;0.746
17.833828848;0.0598;0.1857;0.7240;0.750
17.838248431;0.0615;0.1883;0.7314;0.758
17.839154056;0.0610;0.1874;0.7326;0.759
17.84250265;0.0637;0.1859;0.7372;0.763
17.844990046;0.0674;0.1905;0.7450;0.772
17.848169577;0.0613;0.1905;0.7529;0.779
17.850747598;0.0598;0.1945;0.7605;0.787
17.855350566;0.0603;0.1959;0.7710;0.798
17.856454577;0.0569;0.1947;0.7734;0.800
17.858513118;0.0527;0.1957;0.7869;0.813
17.860776556;0.0488;0.1903;0.8013;0.825
17.864168431;0.0444;0.1901;0.8220;0.845
17.867261348;0.0413;0.1883;0.8489;0.871
17.867768743;0.0307;0.1837;0.8797;0.899
17.872330827;0.0197;0.1810;0.9120;0.930
17.873584993;0.0087;0.1830;0.9472;0.965
17.877450618;-0.0047;0.1830;0.9846;1.001
17.878172129;-0.0191;0.1815;1.0137;1.030
17.879029056;-0.0416;0.1832;1.0391;1.056
17.883536087;-0.0624;0.1844;1.0636;1.081
17.894618379;-0.0837;0.1813;1.0848;1.103
17.895683379;-0.0959;0.1808;1.0948;1.114
17.896679108;-0.1108;0.1825;1.1044;1.125
17.897219941;-0.1282;0.1859;1.1112;1.134
17.897708066;-0.1418;0.1888;1.1193;1.144
17.898373379;-0.1599;0.1901;1.1247;1.152
17.926283743;-0.1680;0.1910;1.1354;1.164
17.927384368;-0.1758;0.1859;1.1467;1.175
17.927826295;-0.1866;0.1842;1.1667;1.196
17.928255514;-0.1929;0.1818;1.1909;1.220
17.92932791;-0.1966;0.1893;1.2000;1.231
17.92988541;-0.1932;0.1891;1.2222;1.252
17.930316087;-0.1861;0.1910;1.2417;1.270
17.930716087;-0.1832;0.1908;1.2481;1.276
17.93111942;-0.1712;0.1930;1.2466;1.273
17.931607441;-0.1565;0.1930;1.2381;1.263
17.932271712;-0.1372;0.1915;1.2266;1.249
17.932726087;-0.1157;0.1898;1.2073;1.228
17.933117598;-0.0927;0.1876;1.1982;1.216
17.938173952;-0.0724;0.1832;1.1936;1.210
17.939172077;-0.0470;0.1766;1.1892;1.203
17.939614212;-0.0274;0.1756;1.1894;1.203
17.941167233;-0.0069;0.1673;1.1726;1.184
17.943467806;0.0129;0.1651;1.1667;1.178
17.948014264;0.0205;0.1634;1.1655;1.177
17.948660254;0.0293;0.1556;1.1520;1.163
17.949628587;0.0322;0.1514;1.1520;1.162
17.950243952;0.0268;0.1390;1.1496;1.158
17.958292025;0.0131;0.1368;1.1525;1.161
17.958947285;-0.0052;0.1311;1.1625;1.170
17.962203431;-0.0189;0.1285;1.1811;1.188
17.962960723;-0.0392;0.1324;1.1965;1.204
17.965220358;-0.0482;0.1385;1.2092;1.218
17.97829666;-0.0646;0.1380;1.2312;1.241
17.979368379;-0.0805;0.1392;1.2486;1.259
17.979826452;-0.0939;0.1427;1.2652;1.277
17.980231191;-0.1022;0.1527;1.2823;1.295
17.980650879;-0.1101;0.1536;1.2953;1.309
17.982175827;-0.1174;0.1573;1.2984;1.313
17.985120514;-0.1252;0.1607;1.3014;1.317
17.986398535;-0.1352;0.1602;1.2980;1.315
17.987121295;-0.1328;0.1651;1.2989;1.316
18.009803275;-0.1326;0.1661;1.2867;1.304
18.01058041;-0.1296;0.1708;1.2845;1.302
18.010864577;-0.1250;0.1713;1.2740;1.292
18.011113795;-0.1269;0.1766;1.2657;1.284
18.011370514;-0.1203;0.1786;1.2564;1.275
18.011594368;-0.1196;0.1759;1.2491;1.267
18.01180791;-0.1188;0.1771;1.2442;1.262
18.012017598;-0.1108;0.1808;1.2361;1.254
18.012232181;-0.0991;0.1822;1.2281;1.245
18.014478639;-0.0934;0.1835;1.2232;1.240
18.015214525;-0.0883;0.1854;1.2105;1.228
18.015784941;-0.0729;0.1778;1.2026;1.218
18.02116265;-0.0585;0.1713;1.1902;1.204
18.021957806;-0.0555;0.1663;1.1772;1.190
18.02638442;-0.0470;0.1556;1.1633;1.175
18.027276816;-0.0411;0.1446;1.1515;1.161
18.032197858;-0.0392;0.1382;1.1415;1.151
18.035347129;-0.0345;0.1272;1.1334;1.141
18.03598515;-0.0291;0.1187;1.1251;1.132
18.03622041;-0.0313;0.1111;1.1149;1.121
18.04175692;-0.0250;0.1079;1.1053;1.111
18.04508791;-0.0250;0.0984;1.1036;1.108
18.045841816;-0.0248;0.0930;1.1039;1.108
18.047364316;-0.0277;0.0842;1.1014;1.105
18.051838587;-0.0269;0.0818;1.1066;1.110
18.055647077;-0.0289;0.0730;1.1107;1.114
18.056826348;-0.0252;0.0700;1.1178;1.120
18.057284837;-0.0267;0.0722;1.1278;1.130
18.061802962;-0.0221;0.0747;1.1349;1.138
18.064658379;-0.0177;0.0740;1.1447;1.147
18.065223483;-0.0140;0.0786;1.1552;1.158
18.067427962;-0.0064;0.0796;1.1564;1.159
18.070674108;0.0002;0.0847;1.1586;1.162
18.073433275;0.0026;0.0874;1.1689;1.172
18.078390514;0.0051;0.0837;1.1770;1.180
18.08283791;0.0119;0.0808;1.1823;1.185
18.083523066;0.0131;0.0840;1.1809;1.184
18.088779681;0.0097;0.0869;1.1772;1.180
18.089629837;0.0141;0.0964;1.1762;1.180
18.090141452;0.0124;0.0955;1.1670;1.171
18.090577702;0.0099;0.0972;1.1545;1.159
18.093085202;-0.0003;0.0982;1.1381;1.142
18.096008952;-0.0035;0.0977;1.1249;1.129
18.098286973;-0.0120;0.0982;1.1036;1.108
18.107634577;-0.0287;0.0940;1.0826;1.087
18.108478431;-0.0487;0.0964;1.0631;1.069
18.108788431;-0.0697;0.0940;1.0394;1.046
18.109111035;-0.0866;0.0942;1.0274;1.035
18.111235202;-0.1110;0.0894;1.0049;1.015
18.114933275;-0.1306;0.0872;0.9826;0.995
18.115556347;-0.1387;0.0925;0.9699;0.984
18.131617077;-0.1536;0.0972;0.9609;0.978
18.132749264;-0.1585;0.1006;0.9470;0.965
18.133290931;-0.1690;0.0933;0.9403;0.960
18.134022389;-0.1763;0.0916;0.9279;0.949
18.134577806;-0.1753;0.0894;0.9325;0.953
18.135204941;-0.1773;0.0820;0.9408;0.961
18.135954889;-0.1719;0.0779;0.9479;0.967
18.137062754;-0.1572;0.0727;0.9479;0.964
18.137640618;-0.1445;0.0639;0.9533;0.966
18.140965618;-0.1323;0.0613;0.9567;0.968
18.143207129;-0.1218;0.0517;0.9499;0.959
18.146774368;-0.1071;0.0419;0.9462;0.953
18.148363379;-0.0971;0.0363;0.9306;0.936
18.152757702;-0.0829;0.0302;0.9208;0.925
18.153218587;-0.0668;0.0241;0.9149;0.918
18.153965722;-0.0585;0.0177;0.9078;0.910
18.157771087;-0.0521;0.0128;0.9073;0.909
18.158159889;-0.0507;0.0094;0.9054;0.907
18.163842129;-0.0470;0.0065;0.9066;0.908
18.167130358;-0.0504;-0.0001;0.9183;0.920
18.167702077;-0.0507;-0.0016;0.9328;0.934
18.170798691;-0.0490;0.0063;0.9330;0.934
18.171626347;-0.0492;0.0092;0.9399;0.941
18.17345192;-0.0399;0.0190;0.9477;0.949
18.180234577;-0.0362;0.0177;0.9514;0.952
18.1808464;-0.0323;0.0243;0.9567;0.958
18.185062702;-0.0272;0.0319;0.9506;0.952
18.1889364;-0.0245;0.0351;0.9421;0.943
18.190244577;-0.0226;0.0351;0.9411;0.942
18.190687077;-0.0184;0.0405;0.9289;0.930
18.194749525;-0.0140;0.0412;0.9157;0.917
18.197973535;-0.0113;0.0439;0.9076;0.909
18.200286868;-0.0101;0.0510;0.8956;0.897
18.200968639;-0.0076;0.0551;0.8805;0.882
18.201391243;-0.0093;0.0598;0.8722;0.874
18.205802597;-0.0147;0.0613;0.8631;0.865
18.206821452;-0.0138;0.0610;0.8465;0.849
18.21370442;-0.0206;0.0688;0.8409;0.844
18.214431295;-0.0201;0.0737;0.8264;0.830
18.215706816;-0.0194;0.0761;0.8128;0.817
18.2195089;-0.0150;0.0852;0.8020;0.807
18.220545722;-0.0130;0.0923;0.7869;0.792
18.224885462;-0.0120;0.0962;0.7697;0.776
18.227322337;-0.0091;0.1028;0.7477;0.755
18.229862545;-0.0096;0.1106;0.7255;0.734
18.230378795;-0.0062;0.1165;0.7101;0.720
18.233099368;-0.0037;0.1187;0.6908;0.701
18.236620358;-0.0047;0.1192;0.6786;0.689
18.242172181;-0.0062;0.1170;0.6724;0.683
18.243085618;-0.0010;0.1258;0.6612;0.673
18.243564577;0.0041;0.1277;0.6451;0.658
18.247702285;0.0068;0.1331;0.6382;0.652
18.250745514;0.0134;0.1380;0.6272;0.642
18.251455618;0.0139;0.1380;0.6094;0.625
18.260205827;0.0158;0.1375;0.6072;0.623
18.2616439;0.0193;0.1385;0.5957;0.612
18.262313483;0.0141;0.1385;0.5969;0.613
18.290814993;0.0183;0.1427;0.6057;0.623
18.291887337;0.0200;0.1412;0.6177;0.634
18.292257806;0.0212;0.1468;0.6343;0.651
18.29258942;0.0205;0.1497;0.6570;0.674
18.292886608;0.0261;0.1510;0.6766;0.694
18.293199629;0.0254;0.1585;0.6952;0.713
18.293493118;0.0288;0.1585;0.7196;0.737
18.293797129;0.0207;0.1619;0.7367;0.755
18.294106816;0.0095;0.1605;0.7465;0.764
18.294416139;0.0038;0.1612;0.7556;0.773
18.29473515;-0.0049;0.1622;0.7724;0.789
18.295048431;-0.0130;0.1571;0.7819;0.798
18.29536291;-0.0199;0.1544;0.7910;0.806
18.296126608;-0.0318;0.1561;0.7966;0.812
18.296465983;-0.0343;0.1602;0.8047;0.821
18.29776916;-0.0331;0.1595;0.8118;0.828
18.302320306;-0.0331;0.1622;0.8061;0.823
18.304504108;-0.0301;0.1651;0.8003;0.818
18.307605514;-0.0350;0.1639;0.8005;0.818
18.311010931;-0.0455;0.1588;0.7993;0.816
18.311611556;-0.0597;0.1519;0.8027;0.819
18.314154212;-0.0629;0.1490;0.8017;0.818
18.318291243;-0.0680;0.1514;0.8103;0.827
18.319007858;-0.0751;0.1541;0.8169;0.835
18.323415774;-0.0702;0.1622;0.8172;0.836
18.324326608;-0.0668;0.1663;0.8189;0.838
18.326190722;-0.0573;0.1737;0.8147;0.835
18.327430514;-0.0482;0.1781;0.8128;0.833
18.33247817;-0.0443;0.1796;0.8079;0.829
18.333030931;-0.0465;0.1798;0.8052;0.826
18.337566139;-0.0443;0.1822;0.8108;0.832
18.340587545;-0.0441;0.1852;0.8108;0.833
18.341395827;-0.0348;0.1883;0.8059;0.828
18.342664993;-0.0287;0.1910;0.8088;0.832
18.344699733;-0.0243;0.1991;0.8115;0.836
18.350412181;-0.0182;0.2035;0.8142;0.839
18.357450983;-0.0140;0.2064;0.8220;0.848
18.358219629;-0.0071;0.2082;0.8325;0.858
18.358613066;0.0024;0.2099;0.8428;0.869
18.359013795;0.0068;0.2157;0.8611;0.888
18.361926139;0.0112;0.2194;0.8827;0.910
18.364865149;0.0112;0.2162;0.8966;0.922
18.375329108;0.0185;0.2177;0.9008;0.927
18.376442181;0.0249;0.2201;0.9115;0.938
18.37740916;0.0190;0.2201;0.9108;0.937
18.37824666;0.0171;0.2226;0.9152;0.942
18.378674056;0.0134;0.2226;0.9147;0.941
18.381751816;0.0048;0.2228;0.9152;0.942
18.38247791;-0.0067;0.2204;0.9139;0.940
18.38293442;-0.0120;0.2174;0.9042;0.930
18.40944067;-0.0167;0.2201;0.8927;0.920
18.410492441;-0.0167;0.2196;0.8817;0.909
18.410904785;-0.0174;0.2219;0.8770;0.905
18.411283587;-0.0211;0.2253;0.8844;0.913
18.41168567;-0.0243;0.2241;0.8944;0.922
18.412083327;-0.0296;0.2160;0.9152;0.941
18.412495254;-0.0470;0.2077;0.9296;0.954
18.412902597;-0.0602;0.2045;0.9550;0.979
18.413314629;-0.0653;0.2028;0.9807;1.004
18.413707181;-0.0761;0.1957;1.0120;1.034
18.414105566;-0.0837;0.1955;1.0408;1.062
18.414498327;-0.0868;0.1974;1.0721;1.094
18.414896608;-0.0912;0.1922;1.1088;1.129
18.419783847;-0.0849;0.1942;1.1462;1.166
18.422238587;-0.0810;0.1959;1.1748;1.194
18.422774837;-0.0626;0.2008;1.2048;1.223
18.423521035;-0.0482;0.2020;1.2285;1.246
18.428387077;-0.0350;0.1984;1.2525;1.269
18.430044577;-0.0206;0.1967;1.2630;1.278
18.433953274;-0.0035;0.1888;1.2703;1.284
18.437268014;0.0063;0.1861;1.2733;1.287
18.439872233;0.0126;0.1771;1.2679;1.280
18.443848483;0.0210;0.1705;1.2748;1.286
18.444451243;0.0317;0.1646;1.2831;1.294
18.445590462;0.0371;0.1585;1.2914;1.302
18.450734264;0.0454;0.1593;1.2923;1.303
18.455161139;0.0552;0.1605;1.2989;1.310
18.456346712;0.0620;0.1639;1.3092;1.321
18.456859629;0.0728;0.1610;1.3121;1.324
18.457384368;0.0799;0.1641;1.3209;1.333
18.463410097;0.0865;0.1624;1.3190;1.332
18.46414041;0.0852;0.1551;1.3178;1.330
18.467247962;0.0738;0.1512;1.3173;1.328
18.471115774;0.0610;0.1412;1.3175;1.326
18.47214942;0.0520;0.1385;1.3163;1.325
18.474982754;0.0393;0.1351;1.3141;1.322
18.478033014;0.0268;0.1333;1.3139;1.321
18.480466868;0.0149;0.1480;1.3043;1.313
18.48108067;0.0063;0.1639;1.2933;1.304
18.484030566;-0.0023;0.1717;1.2833;1.295
18.48935567;-0.0062;0.1871;1.2843;1.298
18.491235618;-0.0074;0.2033;1.2689;1.285
18.491788639;-0.0081;0.2108;1.2598;1.277
18.494486243;-0.0120;0.2260;1.2589;1.279
18.497937389;-0.0106;0.2343;1.2427;1.265
18.499314004;-0.0081;0.2363;1.2139;1.237
18.499844264;-0.0059;0.2394;1.2075;1.231
18.509341452;-0.0081;0.2436;1.1948;1.219
18.510557441;-0.0037;0.2458;1.1865;1.212
18.512858535;-0.0015;0.2465;1.1645;1.190
18.513434212;0.0043;0.2326;1.1493;1.173
18.513914056;0.0134;0.2211;1.1322;1.154
18.541278899;0.0136;0.2013;1.1188;1.137
18.542306243;0.0104;0.1805;1.1115;1.126
18.542762649;0.0041;0.1571;1.1075;1.119
18.543164056;-0.0035;0.1336;1.1215;1.129
18.543571816;-0.0091;0.1060;1.1391;1.144
18.543981972;-0.0128;0.0850;1.1557;1.159
18.544372181;-0.0243;0.0659;1.1872;1.189
18.544752181;-0.0448;0.0483;1.2227;1.224
18.545143587;-0.0617;0.0302;1.2667;1.269
18.545721972;-0.0790;0.0148;1.2967;1.299
18.546187024;-0.0885;0.0011;1.3212;1.324
18.546615201;-0.1020;-0.0074;1.3517;1.356
18.547021035;-0.1115;-0.0089;1.3786;1.383
18.547805358;-0.1235;-0.0187;1.4143;1.420
18.552756399;-0.1345;-0.0238;1.4510;1.457
18.555286451;-0.1345;-0.0287;1.4832;1.490
18.55644416;-0.1308;-0.0331;1.4972;1.503
18.556933743;-0.1247;-0.0221;1.5053;1.511
18.562764472;-0.1188;-0.0179;1.5043;1.509
18.56588317;-0.1086;-0.0121;1.4972;1.501
18.566570462;-0.0922;-0.0055;1.4803;1.483
18.570413118;-0.0795;0.0021;1.4522;1.454
18.572660097;-0.0675;0.0121;1.4136;1.415
18.574559524;-0.0534;0.0180;1.3647;1.366
18.577852493;-0.0367;0.0258;1.3187;1.320
18.578590254;-0.0226;0.0371;1.2789;1.280
18.581636399;-0.0155;0.0446;1.2400;1.241
18.582255514;-0.0093;0.0490;1.1965;1.198
18.587632545;-0.0052;0.0654;1.1596;1.161
18.588720201;0.0016;0.0713;1.1254;1.128
18.594212076;-0.0013;0.0749;1.0907;1.093
18.595747701;-0.0018;0.0818;1.0633;1.066
18.596398535;-0.0086;0.0869;1.0311;1.035
18.597717701;-0.0123;0.0896;1.0007;1.005
18.602717649;-0.0167;0.0947;0.9699;0.975
18.605825774;-0.0252;0.0991;0.9533;0.959
18.608146712;-0.0274;0.1016;0.9311;0.937
18.608841504;-0.0294;0.1104;0.9178;0.925
18.610700306;-0.0382;0.1143;0.9052;0.913
18.614728222;-0.0372;0.1233;0.8858;0.895
18.615372597;-0.0340;0.1263;0.8744;0.884
18.615879837;-0.0348;0.1280;0.8648;0.875
18.624787806;-0.0279;0.1329;0.8580;0.869
18.626056399;-0.0294;0.1297;0.8475;0.858
18.626580722;-0.0316;0.1285;0.8426;0.853
18.627013587;-0.0313;0.1268;0.8445;0.855
18.632946087;-0.0326;0.1180;0.8465;0.855
18.659249264;-0.0335;0.1199;0.8399;0.849
18.660250514;-0.0267;0.1136;0.8362;0.844
18.660691816;-0.0294;0.1121;0.8433;0.851
18.661079837;-0.0260;0.1079;0.8338;0.841
18.66148541;-0.0199;0.1074;0.8318;0.839
18.661891868;-0.0160;0.1016;0.8274;0.834
18.662713535;-0.0152;0.1021;0.8338;0.840
18.663146712;-0.0135;0.0921;0.8340;0.839
18.663545566;-0.0172;0.0825;0.8369;0.841
18.66395791;-0.0179;0.0769;0.8443;0.848
18.664361816;-0.0130;0.0749;0.8499;0.853
18.664769993;-0.0172;0.0720;0.8614;0.865
18.666119993;-0.0201;0.0657;0.8741;0.877
18.669514368;-0.0235;0.0610;0.8775;0.880
18.670567129;-0.0296;0.0600;0.8937;0.896
18.671027024;-0.0294;0.0600;0.9142;0.917
18.671429785;-0.0321;0.0524;0.9262;0.928
18.675865254;-0.0362;0.0488;0.9372;0.939
18.679408326;-0.0370;0.0541;0.9477;0.950
18.682406087;-0.0387;0.0490;0.9589;0.961
18.686432962;-0.0401;0.0541;0.9589;0.961
18.687497076;-0.0367;0.0544;0.9604;0.963
18.687983951;-0.0387;0.0544;0.9687;0.971
18.691770045;-0.0416;0.0517;0.9645;0.967
18.69401291;-0.0470;0.0490;0.9604;0.963
18.698490983;-0.0494;0.0522;0.9536;0.956
18.699177441;-0.0470;0.0500;0.9543;0.957
18.703849212;-0.0526;0.0544;0.9381;0.941
18.704918587;-0.0560;0.0559;0.9316;0.935
18.705394472;-0.0555;0.0635;0.9274;0.931
18.710345566;-0.0492;0.0698;0.9201;0.924
18.711849108;-0.0463;0.0698;0.9056;0.910
18.715667285;-0.0416;0.0696;0.8895;0.893
18.716374785;-0.0379;0.0796;0.8736;0.878
18.721036139;-0.0367;0.0764;0.8656;0.870
18.722081035;-0.0340;0.0820;0.8489;0.854
18.725051139;-0.0362;0.0827;0.8230;0.828
18.729006243;-0.0343;0.0855;0.7993;0.805
18.731573066;-0.0348;0.0862;0.7795;0.785
18.732206451;-0.0340;0.0855;0.7653;0.771
18.732647337;-0.0367;0.0867;0.7485;0.754
18.741955879;-0.0372;0.0940;0.7279;0.735
18.743044837;-0.0357;0.0967;0.7164;0.724
18.744162389;-0.0355;0.0969;0.7069;0.714
18.746565045;-0.0338;0.0964;0.6979;0.705
18.747252337;-0.0326;0.1028;0.6952;0.703
18.748789889;-0.0355;0.1052;0.7064;0.715
18.772633951;-0.0294;0.1050;0.7113;0.720
18.773605201;-0.0240;0.1082;0.7106;0.719
18.773951191;-0.0189;0.1111;0.7184;0.727
18.774191764;-0.0160;0.1148;0.7252;0.734
18.774558118;-0.0113;0.1187;0.7277;0.737
18.774925826;-0.0023;0.1221;0.7331;0.743
18.775208743;0.0048;0.1197;0.7304;0.740
18.775425931;0.0104;0.1221;0.7282;0.738
18.775744368;0.0188;0.1250;0.7277;0.739
18.77595166;0.0244;0.1280;0.7230;0.735
18.778369108;0.0268;0.1280;0.7186;0.730
18.780546399;0.0249;0.1307;0.7140;0.726
18.78141291;0.0249;0.1309;0.7099;0.722
18.785917181;0.0271;0.1365;0.7096;0.723
18.787022701;0.0332;0.1402;0.7177;0.732
18.790575878;0.0322;0.1429;0.7235;0.738
18.793298431;0.0334;0.1463;0.7218;0.737
18.796003222;0.0368;0.1478;0.7265;0.742
18.796548014;0.0327;0.1541;0.7306;0.747
18.79831041;0.0354;0.1605;0.7360;0.754
18.804984941;0.0312;0.1597;0.7443;0.762
18.806361868;0.0215;0.1590;0.7507;0.768
18.807053483;0.0149;0.1573;0.7605;0.777
18.812545566;0.0158;0.1627;0.7634;0.781
18.814943535;0.0073;0.1600;0.7663;0.783
18.815623431;-0.0010;0.1627;0.7678;0.785
18.819843066;-0.0005;0.1686;0.7670;0.785
18.820978066;-0.0047;0.1713;0.7741;0.793
18.821463691;-0.0010;0.1734;0.7729;0.792
18.822789993;0.0004;0.1820;0.7724;0.794
18.824110983;0.0046;0.1854;0.7636;0.786
18.828003066;0.0075;0.1837;0.7595;0.781
18.833449056;0.0085;0.1818;0.7568;0.778
18.83419442;0.0087;0.1803;0.7519;0.773
18.843542545;0.0168;0.1774;0.7424;0.763
18.844558378;0.0217;0.1761;0.7438;0.765
18.84501192;0.0180;0.1737;0.7482;0.768
18.847527649;0.0190;0.1710;0.7592;0.778
18.848015253;0.0161;0.1673;0.7795;0.797
18.879978743;0.0161;0.1688;0.7993;0.817
18.881001087;0.0166;0.1720;0.8225;0.840
18.881464785;0.0129;0.1810;0.8428;0.862
18.881838535;0.0156;0.1788;0.8712;0.889
18.88225567;0.0134;0.1820;0.8986;0.917
18.882909264;0.0141;0.1847;0.9149;0.933
18.883348378;0.0082;0.1839;0.9318;0.950
18.883747441;0.0024;0.1800;0.9442;0.961
18.88413541;-0.0047;0.1808;0.9685;0.985
18.884543326;-0.0103;0.1832;0.9966;1.013
18.884947493;-0.0101;0.1822;1.0120;1.028
18.885341868;-0.0081;0.1818;1.0342;1.050
18.886154264;-0.0079;0.1888;1.0516;1.068
18.886702962;-0.0067;0.1903;1.0699;1.087
18.887135774;-0.0052;0.1950;1.0924;1.110
18.88756166;-0.0037;0.1994;1.1005;1.118
18.887934681;0.0056;0.2011;1.1102;1.128
18.892523326;0.0048;0.1989;1.1156;1.133
18.89518916;0.0065;0.2011;1.1220;1.140
18.90124317;0.0104;0.2016;1.1269;1.145
18.902241451;0.0109;0.1957;1.1291;1.146
18.902677128;0.0126;0.1994;1.1330;1.150
18.905668326;0.0134;0.1930;1.1386;1.155
18.907768326;0.0080;0.1918;1.1511;1.167
18.91064942;0.0043;0.1893;1.1618;1.177
18.913410514;-0.0035;0.1844;1.1652;1.180
18.913900201;-0.0027;0.1837;1.1762;1.190
18.919490306;-0.0074;0.1810;1.1750;1.189
18.921153899;-0.0035;0.1820;1.1833;1.197
18.921979316;-0.0030;0.1844;1.1821;1.196
18.92251916;-0.0047;0.1857;1.1770;1.192
18.924356295;-0.0018;0.1883;1.1721;1.187
18.930495566;0.0036;0.1879;1.1665;1.182
18.932578847;0.0046;0.1837;1.1753;1.190
18.936710566;0.0070;0.1793;1.1699;1.184
18.938123951;0.0024;0.1700;1.1789;1.191
18.938737858;-0.0064;0.1615;1.1858;1.197
18.944227962;-0.0157;0.1514;1.1838;1.194
18.946561295;-0.0226;0.1470;1.1894;1.199
18.947242493;-0.0333;0.1370;1.1941;1.202
18.948991868;-0.0465;0.1282;1.2124;1.220
18.952381816;-0.0609;0.1243;1.2415;1.249
18.955620097;-0.0695;0.1192;1.2686;1.276
18.95872942;-0.0663;0.1153;1.2960;1.303
18.959369837;-0.0641;0.1133;1.3258;1.332
18.961055306;-0.0582;0.1136;1.3505;1.357
18.963221451;-0.0529;0.1023;1.3701;1.375
18.973768222;-0.0509;0.0957;1.3828;1.387
18.974970462;-0.0482;0.0891;1.3950;1.399
18.975609889;-0.0468;0.0827;1.4094;1.413
18.976141764;-0.0429;0.0749;1.4146;1.417
